"patient","source_difference","common_core_difference"
"p007",0.231497886865139,0.24870233275725
"p008",0.0655136023955762,0.0776260007181137
"p009",0.024398579033365,0.0312929898529983
"p012",0.0630826770517315,0.0489190861225616
"p013",0.359184898023107,0.371091464279045
"p014",0.270518241392079,0.264697343134315
"p016",0.336389800145569,0.357223742200399
"p017",0.532236181117288,0.527344195684112
"p021",-0.132650326327006,-0.107763961754244
"p026",0.0632506292883491,0.0680323094854809
