draw,r,mean_fisher_z
320,0.1470307519447729,0.14810421610436383
321,0.13095654882530783,0.1317129658212736
322,0.09683511845798938,0.09713950846697947
323,0.1378761546292392,0.1387599245406955
324,0.08591839984229152,0.08613075693155098
325,0.058905087973880436,0.05897335997394813
326,0.26978143574726604,0.2766280871945462
327,0.05073761601904038,0.050781221435441844
328,0.2224384531755909,0.22622003710392236
329,0.22910722328987113,0.23324702830997948
330,0.14283456824947324,0.14381799138975693
331,0.12030282713080007,0.12088829130011902
332,0.27725250270806434,0.28470332476328597
333,0.19859523605672738,0.20126968535794607
334,0.08014581996927772,0.08031808599006439
335,0.17876157476316493,0.1807030889016396
336,0.09622646398700858,0.09652512907012116
337,0.1727399847502306,0.1744895518976151
338,0.18414334316261016,0.18626810054181256
339,0.14956294816102428,0.15069335403529005
340,0.16448038973646545,0.16598821502998937
341,0.08295625500649616,0.08314733909004658
342,0.16444866694973084,0.16595561033244655
343,0.0487509985362538,0.048789675217799845
344,0.14225919029759465,0.14323067946952467
345,0.20516238056533176,0.20811587549667365
346,0.13090609046383114,0.1316616273640763
347,0.17586353890371353,0.17771097952694953
348,0.16390308584563826,0.16539491642728163
349,0.10962375189042643,0.11006607525380264
350,0.13601971814535002,0.13686800501831436
351,0.16718923058987079,0.16877366083772902
352,0.20604165994569104,0.20903396458361984
353,0.10910703297998267,0.10954310114819703
354,0.11998279706188632,0.12056357416525845
355,0.10680876043876998,0.1072177254971116
356,0.10387489165873542,0.10425093228494657
357,0.17837097463517002,0.18029962391787946
358,0.03960153718997982,0.03962225881453813
359,0.2504208271345891,0.255861744569528
360,0.08516779452875728,0.08537461844624977
361,0.10768285489507118,0.10810199053098854
362,0.22581866038389417,0.22977902945128764
363,0.04952279963859984,0.04956334433259705
364,0.07154457474381412,0.07166702099599348
365,0.15285093605315844,0.1540582793448305
366,0.04861065103654552,0.048648994329094676
367,0.18433932880006326,0.18647097264722776
368,0.04852437538188794,0.04856251468591182
369,0.1181654782454233,0.11872011707895719
370,0.08545137818356878,0.08566028107725279
371,0.13163962742198457,0.13240802673255547
372,0.16206642953749076,0.16350813911950268
373,-0.004895135197816946,-0.004895174298024467
374,0.09229487083421181,0.09255828492282424
375,0.10485386614694954,0.10524068719048804
376,0.08497252283916493,0.08517792328653859
377,0.13243473393309788,0.13321724098254
378,0.08653192342524436,0.08674887611367862
379,0.13537700350111667,0.13621323335488994
380,0.19459239598574796,0.19710591264677682
381,0.2402028659896715,0.24498938905382178
382,0.0965994903359773,0.09690165540996604
383,0.060120363032987345,0.06019295470260054
384,0.08934139998655927,0.08958024919709517
385,0.17689322746676672,0.17877372964438185
386,0.07276956116970017,0.07289841902836451
387,0.14195510766868508,0.14292032949350056
388,0.13727336134616594,0.13814550217981839
389,0.1281861346634116,0.12889524375169698
390,0.15418150579184173,0.15542096400693348
391,0.08767082337151082,0.08789648267624908
392,0.06846270583259234,0.06856997246898656
393,0.23395704503274692,0.2383715745872607
394,0.13843460257897194,0.1393292389586571
395,0.24864188836850248,0.25396468292229546
396,0.11307946691017916,0.1135651799629473
397,0.17569497387190247,0.17753704005243773
398,0.05814142883961952,0.05820707630198771
399,0.16454892340988747,0.16605865517094467
400,0.13736072668047397,0.13823454653186967
401,0.29246401598262267,0.3012586381683268
402,0.15976733694612147,0.1611479295367457
403,0.17905959618129613,0.1810109651318634
404,0.18927503588379962,0.1915851610559779
405,0.1859862430906776,0.18817635691651122
406,0.08970621936403322,0.08994801605082575
407,0.15915977605132575,0.16052451607305296
408,0.15805753361685487,0.15939382915459513
409,0.13658101853053764,0.1374399305319772
410,0.21864221862563277,0.2222297153538544
411,0.11078446591671433,0.111241059538739
412,-0.02498557532521239,-0.02499077659669046
413,0.12763606105529218,0.12833602053832274
414,0.10546831137797434,0.10586200348852928
415,0.08572823047383732,0.08593917644936654
416,0.150911301490949,0.15207284433627702
417,0.1696074241762398,0.17126243235279928
418,0.24203066295582926,0.24693000909153923
419,0.1404967175532639,0.1414322599044358
420,0.1505336296585736,0.1516863933916655
421,0.0639426857990559,0.06403004699846343
422,0.07840866565218048,0.07856994435971489
423,0.18335292436002493,0.18545006194543182
424,0.11195288548456744,0.11242415313646152
425,0.11720241149428734,0.1177435249244291
426,0.011547284820723314,0.011547798099286652
427,0.10032973594389322,0.10066842544709219
428,0.07881266315080393,0.07897645394550222
429,0.08691805266880169,0.08713793153501426
430,0.052926747860050916,0.0529762512749783
431,0.15599336083857335,0.15727747256328872
432,0.12026766271754394,0.12085261063979262
433,0.09381943646079319,0.0940961683651962
434,0.14604835776449573,0.14710026310912755
435,0.16590563133228617,0.1674534410602689
436,0.15908944762349833,0.16045236062286344
437,0.07081702258896842,0.07093576374264891
438,0.10847505697145457,0.10890355578365858
439,0.16096492460172987,0.1623771290421778
440,0.13110386801335058,0.13186285850442014
441,0.20838303049582033,0.21148037799703276
442,0.1161793886570164,0.11670637942395475
443,0.1421608182895019,0.14313027695243316
444,0.10713807385229462,0.10755085097252846
445,0.09804951425424387,0.09836554564888006
446,0.22248615030044913,0.2262702176370675
447,0.11248532097737264,0.11296337918483418
448,0.24102484242740496,0.24586187834360193
449,0.021196041533728473,0.02119921665357399
450,0.08182971178453183,0.08201309581675068
451,0.09741707795014566,0.09772701016121552
452,0.19598636964964336,0.19855515781213812
453,0.18584583159160323,0.1880309183667131
454,0.11438395387386406,0.11488676165344942
455,0.12497997396464382,0.12563687028325116
456,0.1737940859003549,0.1755762782794342
457,0.18634992244158077,0.1885530934148258
458,0.1472165426733083,0.14829411731500539
459,0.13790924109734592,0.13879365232220353
460,0.06554298233006385,0.06563707997316688
461,0.01720043109837297,0.017202127676420317
462,0.17532329735337782,0.1771535507322749
463,0.05318572430282757,0.053235958786567124
464,0.1378556905267131,0.13873906394047725
465,0.1558758817680021,0.15715706572736868
466,0.07052354215486643,0.07064081022332619
467,0.0890585904363623,0.08929517138364712
468,0.07381808011828918,0.07395260112512933
469,0.063926585607235,0.06401388072477329
470,0.12657697862444936,0.12725954641172282
471,-0.022819316882649206,-0.022823278954802243
472,0.0022713925707405795,0.002271396476960519
473,0.24072915295037367,0.24554797568928807
474,0.15103422754955126,0.15219863757205082
475,0.15940675104254878,0.16077792022242135
476,0.10567068111448773,0.10606665403949175
477,0.1405647693921354,0.14150168276781908
478,0.16133526962523623,0.16275734811409331
479,0.06448748637215666,0.06457710341472869
480,0.24225929934359333,0.24717288639504592
481,0.20419129862546148,0.20710233354695898
482,0.08429202146794873,0.08449251255044123
483,0.1462305730691229,0.14728645486383443
484,0.08052100333886228,0.08069570632077071
485,0.02492461170567295,0.024929774987972005
486,0.09436754477736371,0.09464917276757505
487,0.14344467835632616,0.14444086351446295
488,0.0947474540143689,0.09503250946907098
489,0.11053315095095735,0.11098662897470118
490,0.20197627981067207,0.20479202970490704
491,0.05259864302195258,0.05264723047221454
492,0.21535258050337913,0.21877751682245777
493,0.17985563040827954,0.18183348881194245
494,0.1325983255405855,0.1333837567116423
495,0.11447926133327192,0.11498333368435666
496,0.1840675425789013,0.18618964057196913
497,0.08778648433350586,0.08801304070588892
498,0.1495419870417919,0.150671913375535
499,0.10893031754882745,0.10936426017883592
500,0.08546017468662484,0.08566914229100354
501,0.03651575661138096,0.036531999650924026
502,0.11658649087982566,0.11711907156312568
503,0.1929973060931441,0.19544857878092425
504,0.1431695189712389,0.14415993471387936
505,0.1771462922181662,0.17903498096761233
506,0.1577668169350383,0.15909567768947097
507,0.08745086005494393,0.08767481989213934
508,0.12079961472784272,0.12139240498915935
509,0.09111001702817448,0.09136338263476969
510,0.13034817076931043,0.1310940223556886
511,0.0600776106379966,0.06015004733097309
512,0.10564946799309378,0.10604520141995072
513,0.09432724526190042,0.09460851130692184
514,0.10939804794647098,0.10983763166778229
515,0.10599831273042266,0.10639799701151882
516,0.1084154405427247,0.10884322990007919
517,0.10555564843196887,0.10595032379291557
518,0.05744109044603763,0.05750439103016578
519,0.15483705169434742,0.15609254261056782
520,0.11951987682682215,0.12009391888486115
521,0.15303642469038792,0.15424821081582143
522,0.12612384639143828,0.12679906281365447
523,0.12554825226529948,0.12621420765777733
524,0.15516330068662829,0.15642682270359878
525,0.1439944723925764,0.1450022532485992
526,0.14610989250930975,0.14716313958198418
527,0.1609259845353592,0.16233715347101868
528,0.15394270128145537,0.1551763536358884
529,0.17974215779392358,0.18171622534606166
530,0.10348036186116752,0.10385211558117516
531,0.10159923048832617,0.10195099445731227
532,0.14140161824878641,0.14235550242055398
533,0.04926419108606574,0.04930410330375928
534,0.1592488395153242,0.16061589564480525
535,0.16304645096337822,0.1645147601900878
536,0.17497088348269269,0.1767899838981711
537,0.09275278654016383,0.09302015454540932
538,0.19277425569682172,0.19521690913169085
539,0.14369752718463955,0.14469903392353214
540,0.15137358847063243,0.15254593871137526
541,0.19352949832471217,0.19600142005989368
542,0.181770838165944,0.18381342825984942
543,0.09918005560841964,0.09950718947384285
544,0.05000523212234086,0.050046974515296376
545,0.13129567507927287,0.13205802504685135
546,0.11213643280272945,0.11261003400463988
547,0.1324501001062868,0.13323288150605567
548,0.1809948825439167,0.18301107538963798
549,0.09478282299351652,0.0950681989552071
550,0.08623879574106015,0.08645354453598739
551,0.08108930219655074,0.08126774027435069
552,0.015852679418028395,0.015854007583753136
553,0.09646849878333438,0.09676943168911643
554,0.012419236116378284,0.0124198746791428
555,0.09051739352428931,0.09076583102758629
556,0.03922196027152403,0.03924209138276357
557,0.16105448630141575,0.16246907434343763
558,0.08116599620271356,0.08134494240144209
559,0.11685243350462386,0.11738868728123286
560,0.19489749369552228,0.19742303750798698
561,0.178136592494239,0.18005755002008803
562,0.08967598657412298,0.08991753808106974
563,0.26639232467918067,0.27297653218957596
564,0.09943180587936049,0.09976144715094784
565,0.07135226597807938,0.07147372547986033
566,0.015236785976973219,0.015237965263531371
567,0.026759418535179127,0.026765808454983792
568,0.15176097827848703,0.15294243714088748
569,0.2441028392946069,0.24913230100600814
570,0.09861274342884525,0.0989342738785547
571,0.16863909202016364,0.17026558768414846
572,0.13588809732474888,0.13673390557513676
573,0.21001024255646045,0.2131820616809895
574,0.1655129990758186,0.1670497228671605
575,0.17384066625244704,0.17562430978236876
576,0.08456346907464378,0.08476590894040727
577,0.11296919077959593,0.11345347688135081
578,0.04808548264219204,0.04812259544641859
579,0.19530802268401695,0.19784981169984808
580,0.08254751612594273,0.08273578191167157
581,0.19688349007934822,0.19948828458002493
582,0.2105396778003388,0.21373598915295172
583,0.08768309274471311,0.08790884709783872
584,0.13707550638447966,0.13794385281658267
585,0.09062745173349648,0.09087679955207939
586,0.07854042745079559,0.0787025226091218
587,0.05628741095085359,0.05634696883048028
588,0.15387657076218608,0.15510861859706696
589,0.18584304848751035,0.18802803570065035
590,0.11670365910284725,0.1172378559757417
591,0.14615699141851077,0.14721126623504613
592,0.04832896782953832,0.04836664779716347
593,0.11248689089212593,0.11296496921848041
594,0.09992553903713301,0.10026013520282541
595,0.3043392339362667,0.31429486047240396
596,0.06443860192466826,0.06452801498102653
597,0.13555411978580878,0.13639366064659464
598,0.022729102864702668,0.022733018121692268
599,-0.004326896125914621,-0.004326923128977767
600,0.13592754161561502,0.13677409214962963
601,0.18577719637120554,0.18795982871059394
602,0.19287468317423972,0.19532121482809792
603,0.0256551554478084,0.02566078630161049
604,0.16813382610835312,0.16974557738826415
605,0.06343713183210996,0.0635224339366292
606,0.1318376129791638,0.1326095090285925
607,0.06862827701332096,0.0687363252560765
608,0.068707512876242,0.06881593650836945
609,0.13327605791258182,0.13407368167069258
610,0.003200035151076326,0.0032000460741700566
611,0.08450620900275298,0.08470823673490263
612,0.1095507145400589,0.10999215010960646
613,0.20775428558449982,0.21082318132974837
614,0.2363840742470703,0.24094069082512704
615,0.1316017564430952,0.13236948811031732
616,0.09537663286467143,0.09566742594931738
617,0.022569883926448396,0.02257371746193383
618,0.10503441783226561,0.10542324948469645
619,0.16336592335845132,0.1648429750032009
620,0.031205235994643574,0.031215370790441236
621,0.11596332921896291,0.1164873693586776
622,0.16093358464025953,0.16234495563956639
623,0.23015901262921418,0.23435736747874747
624,0.08644460257232227,0.08666089715879301
625,0.1913119266967127,0.1936985831229984
626,0.14762624601807275,0.14871292258945212
627,0.1618362088613096,0.16327171752218286
628,0.144542740808558,0.14556217558462173
629,0.1249903607402063,0.12564742188852135
630,0.11780629376992423,0.11835586192376568
631,0.11027025373485956,0.11072048788679574
632,0.1478594975791616,0.14895137917154022
633,0.1270040862519294,0.12769363234180753
634,0.202274277451322,0.20510272050540662
635,0.15201007556885884,0.15319741660842315
636,0.13294962523227583,0.13374136058032085
637,0.16491274650859433,0.1664326264516499
638,0.2104293620551293,0.21362055944042446
639,0.04955463388462578,0.049595256894748516
640,0.04865244375418538,0.04869088612197878
641,0.22899930253859782,0.23313313194028987
642,0.16665128609999214,0.1682202983408805
643,0.12533557556511118,0.12599813084244793
644,0.07176273972213082,0.07188631186861395
645,0.1748551545949041,0.17667060259116757
646,0.16183935265531738,0.16327494587139338
647,0.11095628509489411,0.11141501704481116
648,0.173679083031271,0.1754576960774944
649,0.09614576496962314,0.09644367647209959
650,0.05800938219224799,0.05807458278655572
651,0.02533000888105336,0.025335428291003343
652,0.1371868289807325,0.1380573089507022
653,0.17735431797637805,0.17924975440791246
654,0.23195890651391862,0.23625877478764068
655,0.017179736214246014,0.017181426675167942
656,0.20277805028177615,0.20562804031098966
657,0.19876774858374424,0.20144928756316735
658,0.12735871686575065,0.12805409345745564
659,0.06479241105484286,0.06488330751947152
660,0.1420562269747925,0.14302352989878162
661,0.22889456236570332,0.2330225979399719
662,-0.007277247843636458,-0.007277376311364462
663,0.12010811060166847,0.12069071999241406
664,0.18515331285552664,0.18731372076286265
665,0.13892337823184012,0.13982759901422945
666,0.1773558911773952,0.17925137870079105
667,0.035268784543478614,0.03528341892993234
668,0.14970986189616628,0.15084363266765585
669,0.10358536438909657,0.10395825583226206
670,0.2131491003209008,0.21646802179963603
671,0.07510593792946589,0.07524763957756479
672,0.16715275731877913,0.16873613897536838
673,-0.007635899411544386,-0.00763604782542996
674,0.11898876505924269,0.1195551448792247
675,0.08686776670375544,0.08708726300340311
676,0.043497800246465365,0.043525264894775574
677,0.10840120583883903,0.10882882591531352
678,0.1774911648365197,0.1793910490584706
679,0.1388317287937995,0.1397341471728011
680,-0.006195988734596654,-0.006196068024996413
681,0.13590696532465982,0.1367531285883283
682,0.029962324577209414,0.02997129554455275
683,0.0802432177494611,0.08041611420554938
684,0.178037451814413,0.1799551621088461
685,0.2037268099241025,0.20661768374488776
686,0.18445165897532642,0.1865872566771162
687,0.1496833797912873,0.15081654351994317
688,0.13010038554243347,0.13084196260680928
689,0.015858841578715012,0.01586017129402822
690,0.10914572267023381,0.10958225713006081
691,0.10548038173313139,0.10587420963508687
692,0.021371959466916435,0.02137521431568478
693,0.06788711505930452,0.06799169394586664
694,0.025544500987037786,0.025550059275636725
695,0.05965404998916458,0.0597249632092124
