gene,mean_log1p_CP10K,detection_fraction,sd_log1p_CP10K
NMNAT2,0.026503395552119537,0.01977186311787072,0.19936977190443633
NCF2,0.027708031466538892,0.022813688212927757,0.19447712505723325
ARPC5,0.5120521931158667,0.4479087452471483,0.6477747068490723
APOBEC4,0.00046960193749709714,0.0007604562737642585,0.01702914159042819
COLGALT2,0.004241104671719403,0.003041825095057034,0.083369121810134
AL445228.2,0.008143126989047358,0.00988593155893536,0.08991428669199734
EDEM3,0.23458376826893582,0.2539923954372624,0.4556432449942812
FAM129A,0.04840750753574862,0.044866920152091254,0.24587296620410934
TRMT1L,0.08267880600529867,0.0935361216730038,0.28863917170662107
IVNS1ABP,0.2510228544447283,0.26387832699619773,0.48077018037865593
TPR,0.8691396420924832,0.6555133079847909,0.7455833885296478
PTGS2,0.2514277173377753,0.1908745247148289,0.5830458239050161
BRINP3,0.004139341855301916,0.00532319391634981,0.059447385064528215
AL390957.1,0.010234402025024495,0.00988593155893536,0.11212173370905323
UCHL5,0.16810205136625286,0.1870722433460076,0.3939753688965724
GLRX2,0.14814970201747973,0.18098859315589352,0.34822243860763286
B3GALT2,0.008339359641817434,0.006844106463878327,0.11912222389310494
AL357793.2,0.0,0.0,0.0
LINC01724,0.0,0.0,0.0
KCNT2,0.04768632313484152,0.050190114068441066,0.229434099195577
ASPM,0.0207514598616113,0.015209125475285171,0.1957639813050585
ZBTB41,0.1679703267127121,0.19163498098859316,0.38786361670358854
DENND1B,0.09787605010031825,0.11178707224334601,0.30278886725228127
AL157402.1,0.0,0.0,0.0
AL157402.2,0.0,0.0,0.0
MIR181A1HG,0.004778620922436122,0.008365019011406844,0.05540473097352372
LINC00862,0.001145228938312347,0.001520912547528517,0.03006714528419608
ZNF281,0.29370245853170485,0.30342205323193916,0.49993002950265863
AL359834.1,0.002434709902567941,0.0038022813688212928,0.039946454765633896
KIF14,0.012959101327155387,0.012167300380228136,0.13244337664667521
DDX59,0.06197499575051414,0.07452471482889733,0.24714782096417423
KIF21B,0.003065452643068277,0.0045627376425855515,0.04842692764456094
ASCL5,0.000782538219728283,0.001520912547528517,0.02077976158626485
TMEM9,0.3803467479138844,0.3817490494296578,0.5440891446839485
TNNT2,0.0009223691830014208,0.001520912547528517,0.025760235115572617
LAD1,0.004455779525206833,0.00532319391634981,0.06678204381591796
TNNI1,0.0,0.0,0.0
PHLDA3,0.8278352319152554,0.5878326996197719,0.8187223239899831
CSRP1,0.9331413063788101,0.5908745247148289,0.9804519128127563
IPO9-AS1,0.014237526596424806,0.014448669201520912,0.13012882445002105
LMOD1,0.5195769713945707,0.34600760456273766,0.8447076133645954
AC099676.1,0.0,0.0,0.0
ELF3-AS1,0.0012330370200215792,0.0022813688212927757,0.026802220346978604
ARL8A,0.21002390363530818,0.24258555133079848,0.41518128812601557
PTPN7,0.007355101574197976,0.009125475285171103,0.08142083145954461
UBE2T,0.04014784866647742,0.048669201520912544,0.20066915145264907
SYT2,0.0013307537500109013,0.001520912547528517,0.03731313867303619
KDM5B,0.4133994518388566,0.40152091254752853,0.5729101642991037
AC098934.4,0.002618800733125253,0.0038022813688212928,0.04506957239522543
RABIF,0.07403591013779341,0.0935361216730038,0.2560521261432935
KLHL12,0.06968962173825065,0.08745247148288973,0.2472519023746765
ADIPOR1,0.20064931045841425,0.2349809885931559,0.4045477961061968
CYB5R1,0.1854751563041437,0.21292775665399238,0.3921486890069911
CHI3L1,0.19682747031132322,0.10874524714828897,0.6726170932607822
CHIT1,0.0,0.0,0.0
LINC01136,0.0017642015313874182,0.0022813688212927757,0.043184746261415566
FMOD,0.5224919432154683,0.4532319391634981,0.6509221774418792
ETNK2,0.03785646047088967,0.04714828897338403,0.1857257730942118
REN,0.001717524974934634,0.0022813688212927757,0.03627453182311953
KISS1,0.0006791955575743324,0.0007604562737642585,0.02462962009732898
GOLT1A,0.00047496239903223103,0.0007604562737642585,0.01722352762503096
PLEKHA6,0.07468030943070937,0.08365019011406843,0.2696930345973377
PPP1R15B,0.3385887683713274,0.3239543726235741,0.5595781034961622
PIK3C2B,0.041068665122900534,0.045627376425855515,0.20877991090327028
LRRN2,0.05209827906722364,0.061596958174904945,0.22387651521806862
TMEM81,0.0011776236344249852,0.0022813688212927757,0.025326042004995705
RBBP5,0.11133463329361118,0.13307984790874525,0.3190292106126221
DSTYK,0.20555955263071643,0.21749049429657794,0.44280635591767464
NUAK2,0.02893376178161505,0.0349809885931559,0.16528919279377655
KLHDC8A,0.0013260611831185465,0.003041825095057034,0.024550758870025738
LEMD1,0.0035289615497510326,0.00532319391634981,0.05195556016694519
ELK4,0.044807209872019554,0.057034220532319393,0.19686935327413888
SLC45A3,0.004583516557786744,0.006844106463878327,0.058126030708752
NUCKS1,1.886908872516063,0.9193916349809886,0.7814006461551318
RAB29,0.1973684496980589,0.22281368821292777,0.415258092233049
SLC41A1,0.12607377664947536,0.14372623574144486,0.34856145868594735
PM20D1,0.003943654076553766,0.0045627376425855515,0.06037246563178853
SLC26A9,0.0,0.0,0.0
RAB7B,0.06514313147786455,0.07832699619771863,0.24593137234878013
CTSE,0.002310653092262386,0.0022813688212927757,0.06025370729748939
FAM72A,0.0,0.0,0.0
EIF2D,0.10364596845463203,0.12623574144486693,0.3088294574668683
AL591846.2,0.053837038717501916,0.05399239543726236,0.26015723705248867
IL10,0.011452282061802372,0.011406844106463879,0.12295670881345096
FCMR,0.03823476362720994,0.03878326996197719,0.20746409262584634
PIGR,0.1388518489061179,0.11482889733840304,0.4710720450778181
FCAMR,0.0,0.0,0.0
C1orf116,0.004002771683402366,0.00532319391634981,0.06487551126225352
YOD1,0.0432070352881249,0.05475285171102662,0.19455359704355915
MIR29B2CHG,0.11664105830087047,0.10950570342205324,0.3756878482940796
CD34,0.025333074761456346,0.024334600760456272,0.17828762257333822
PLXNA2,0.06050912001043434,0.07224334600760456,0.24516208571201095
AC099793.1,0.0,0.0,0.0
LAMB3,0.04070870839668038,0.045627376425855515,0.20174855339856554
AL031316.1,0.002633497454107303,0.003041825095057034,0.051505938729898004
C1orf74,0.0064898462915962745,0.00988593155893536,0.06864567829230966
IRF6,0.007245256712653217,0.00988593155893536,0.07815149277363317
SERTAD4-AS1,0.2696851846296197,0.25019011406844105,0.5290120531065112
SLC30A1,0.18244150149039218,0.19467680608365018,0.4187574947689687
AL356310.1,0.0,0.0,0.0
NEK2,0.0024732772694374262,0.0022813688212927757,0.05870729567762231
LPGAT1,0.30374773249662185,0.3178707224334601,0.502309629966446
INTS7,0.04291342145402508,0.050190114068441066,0.20682129255207882
AL451060.1,0.0,0.0,0.0
AL360091.3,0.002321032731499418,0.003041825095057034,0.04337138004468789
TMEM206,0.030883601633791797,0.04714828897338403,0.1542355311180412
AC092803.2,0.03602119050200285,0.04334600760456274,0.1871865302525277
AL590648.3,0.004460921856972396,0.00532319391634981,0.06701560463061076
BATF3,0.10757602763691371,0.12091254752851711,0.3226902937246265
NSL1,0.05183737149992422,0.060836501901140684,0.23203864393437956
SPATA45,0.0002806091549830065,0.0007604562737642585,0.010175709787836135
FLVCR1-DT,0.0040597042175572326,0.0045627376425855515,0.07137808291347643
ANGEL2,0.10055185612047712,0.11482889733840304,0.31156169309523873
LINC00538,0.0,0.0,0.0
AC011700.1,0.0007374271145496744,0.0007604562737642585,0.02674126689770086
PTPN14,0.22515112643971483,0.24714828897338403,0.4418343914104255
USH2A,0.0007351929646785212,0.0007604562737642585,0.026660250080153474
ESRRG,0.0030421475177928813,0.0038022813688212928,0.05146134635408038
GPATCH2,0.24284924232629596,0.26844106463878326,0.45065968547486235
LYPLAL1-DT,0.004971387160251759,0.0038022813688212928,0.08930154038969064
AL513283.1,0.00037267707577121994,0.0007604562737642585,0.013514362237600585
ZC3H11B,0.0013529455853317324,0.001520912547528517,0.039642606970234064
SLC30A10,0.0,0.0,0.0
EPRS,0.43754018579495074,0.41673003802281366,0.5836318215357127
BPNT1,0.03177325906393903,0.03878326996197719,0.1842597611650151
RAB3GAP2,0.24158958226200897,0.25779467680608364,0.46890724502204373
HLX-AS1,0.00804819533558302,0.01064638783269962,0.09279348746222035
DUSP10,0.10299318848040728,0.12547528517110265,0.3011765147998842
LINC02257,0.009697632084706982,0.01596958174904943,0.08461377891844686
LINC01705,0.11916398852635421,0.10342205323193916,0.38857997341325423
HHIPL2,0.0,0.0,0.0
TAF1A,0.02028430767114321,0.02737642585551331,0.1325646510800427
AL592148.3,0.022613108033216294,0.024334600760456272,0.15884413569158023
AIDA,0.1127973229485463,0.13688212927756654,0.31836577557640516
TLR5,0.04190687904319022,0.04410646387832699,0.2122982174592797
SUSD4,0.005596913738989565,0.008365019011406844,0.06368390273823503
CAPN8,0.0009329985343557915,0.0022813688212927757,0.01957883879605181
TP53BP2,0.14810891440465737,0.17870722433460076,0.35080133655148016
NVL,0.05197657935646264,0.06463878326996197,0.2206247241455607
WDR26,0.1561916798838122,0.17946768060836502,0.37290693738893976
LBR,0.2565224736544716,0.2403041825095057,0.519674834631227
ENAH,0.6795936464081079,0.5133079847908745,0.7670331856370168
AL591895.1,0.04387813643344777,0.049429657794676805,0.2102312722319111
TMEM63A,0.0330836674257493,0.04258555133079848,0.1733037828902969
LEFTY1,0.01708986539706518,0.019011406844106463,0.13591991118370864
PYCR2,0.00035462776525452635,0.0007604562737642585,0.012859841376727266
LEFTY2,0.046587777130943926,0.0349809885931559,0.2784400582404233
SDE2,0.11362383235177614,0.1338403041825095,0.3213579597754876
AL512343.2,0.0002949263385747301,0.0007604562737642585,0.010694892796021926
ACBD3,0.5297790495648761,0.47224334600760454,0.6347646090095004
LIN9,0.026922353996711897,0.030418250950570342,0.17359645103863072
PARP1,0.3215521499858523,0.3338403041825095,0.5132560121420147
ITPKB,0.07645950412726084,0.08745247148288973,0.27899785847460534
CDC42BPA,0.4186134406831563,0.3923954372623574,0.5969299523190612
JMJD4,0.07120655144085568,0.09277566539923954,0.24524154973888262
WNT9A,0.02697863716810697,0.029657794676806085,0.17456630049628008
AL136379.1,0.0008803648425489683,0.001520912547528517,0.023439950113339998
C1orf35,0.2022857642780911,0.20836501901140683,0.44201877781182025
MRPL55,0.35660711702007847,0.36425855513307986,0.5350137137116143
IBA57-DT,0.0,0.0,0.0
OBSCN-AS1,0.0025024428331698718,0.0038022813688212928,0.04276795684954581
AL353593.1,0.008694944740542967,0.008365019011406844,0.10077327461387123
AL670729.3,0.0024485107602389743,0.0038022813688212928,0.04285713638573481
TRIM11,0.05003363111060401,0.05931558935361217,0.21978174297403943
TRIM17,0.0006284207871761106,0.0007604562737642585,0.022788378217150098
HIST3H2A,0.09391886431421527,0.10798479087452471,0.3051926879040356
CCSAP,0.032221141268909244,0.04334600760456274,0.16635807371262698
ACTA1,0.0021992017091983906,0.003041825095057034,0.04047868984025961
NUP133,0.09357013005932603,0.10874524714828897,0.29806972745467575
ABCB10,0.0794792577968679,0.0844106463878327,0.2875616713461596
TAF5L,0.0667564793400976,0.07832699619771863,0.2551867151990262
AL136988.2,0.0,0.0,0.0
AL136988.1,0.0,0.0,0.0
PGBD5,0.009620360997769011,0.01596958174904943,0.07952037097520742
AGT,0.37306417306246725,0.2494296577946768,0.7490419900922859
C1orf198,0.18137579224816824,0.19467680608365018,0.41671356375073576
TTC13,0.04396391374821443,0.053231939163498096,0.20748356120169492
FAM89A,0.144792535501455,0.1429657794676806,0.4084178248066702
C1orf131,0.2233698375045431,0.2349809885931559,0.45561056646122655
EXOC8,0.05959321305445775,0.07224334600760456,0.2344163525093089
EGLN1,0.2102841022320797,0.23193916349809887,0.4298098583931641
AL445524.1,0.0397303315879955,0.04258555133079848,0.20881886751477768
LINC00582,0.0006144521163939532,0.001520912547528517,0.016165507928662358
SIPA1L2,0.10187022288466001,0.10190114068441064,0.3281326810345195
PCNX2,0.04143928855816228,0.049429657794676805,0.20079007161038404
AL355472.1,0.031028109754593334,0.034220532319391636,0.18638636905755354
TARBP1,0.061802055699677665,0.07756653992395438,0.23332109408883311
LINC01354,0.007469693370905768,0.008365019011406844,0.08643390459232872
IRF2BP2,0.6909347609435397,0.5619771863117871,0.7185251910824699
AL160408.3,0.0,0.0,0.0
AL391832.2,0.0007335842080267743,0.0007604562737642585,0.026601911852348968
AL391832.3,0.0012782852493443079,0.0007604562737642585,0.04635436689222471
LINC01348,0.005373516416732742,0.00532319391634981,0.0767781538720653
AL732292.2,0.004699443062093766,0.006083650190114068,0.06540841307690107
TOMM20,0.8768701408237478,0.6631178707224334,0.723213719773827
RBM34,0.008532034865568413,0.00988593155893536,0.0928572845406493
ARID4B,0.5614270490276179,0.4844106463878327,0.6621887866297409
AL357556.4,0.0018014669509245267,0.0038022813688212928,0.02950932555502783
B3GALNT2,0.04018270938929038,0.05095057034220532,0.18766790286844653
GNG4,0.004828845434155988,0.008365019011406844,0.055474049530198466
LYST,0.21314818444855022,0.2311787072243346,0.44429183311393317
NID1,0.742480098825997,0.5429657794676807,0.8017963422310831
ERO1B,0.10782389328497323,0.12547528517110265,0.3159899510909237
LGALS8-AS1,0.008190906740239836,0.008365019011406844,0.09677259849109188
AL359921.2,0.0022133853553750575,0.003041825095057034,0.043984700712344976
AL359921.1,0.0009017122933820724,0.001520912547528517,0.02483591233316176
HEATR1,0.10531286625333243,0.11863117870722434,0.3249425140464001
MT1HL1,0.0,0.0,0.0
MTRNR2L11,0.010355066633953905,0.01064638783269962,0.11752857410079909
LINC01139,0.003735224466015143,0.0045627376425855515,0.05697461385503722
CHRM3-AS2,0.00223391443551469,0.0022813688212927757,0.051470523316496666
GREM2,0.08340946876906652,0.0699619771863118,0.33666637426923895
RGS7,0.0016481703563455202,0.001520912547528517,0.04753502988792651
FH,0.16440974888480878,0.19315589353612167,0.376155846057056
OPN3,0.002530798477153038,0.0038022813688212928,0.041212711174847726
CHML,0.019943207931188218,0.02585551330798479,0.13519306192464745
MAP1LC3C,0.007103253484140108,0.0076045627376425855,0.0881242222600429
CEP170,0.30554236314555056,0.3057034220532319,0.5188973150459164
AKT3,0.10998393220732382,0.12927756653992395,0.31617658269350624
AL590483.1,0.0,0.0,0.0
AL645465.1,0.0021753752351125395,0.0022813688212927757,0.050904581819343216
ADSS,0.1397061548147343,0.16045627376425856,0.35757158730703187
AL451007.3,0.002261350432790091,0.001520912547528517,0.07284765945869444
HNRNPU,0.9588328318371145,0.6608365019011407,0.8122488395783773
AL356512.1,0.011702898747340503,0.014448669201520912,0.10488454799263315
SMYD3,0.11106831069331234,0.1444866920152091,0.30372207137443535
TFB2M,0.07164787361445604,0.08745247148288973,0.25842376782711274
AHCTF1,0.21877799757097396,0.22813688212927757,0.4504312650486055
ZNF670,0.0,0.0,0.0
ZNF669,0.03350402063273447,0.04410646387832699,0.17226560150258205
C1orf229,0.003983620324461643,0.006083650190114068,0.05747731188887008
ZNF124,0.007764038305813321,0.00988593155893536,0.08463819808701105
AL390728.6,0.06410857205905861,0.07376425855513308,0.2489943028503046
AL390728.5,0.004958682489268364,0.006844106463878327,0.06543433191579345
ZNF496,0.0709766382572146,0.09733840304182509,0.23928388390069746
OR2B11,0.0,0.0,0.0
OR14A16,0.0,0.0,0.0
OR2T10,0.0,0.0,0.0
OR2T11,0.0,0.0,0.0
LYPD8,0.0024114837955172214,0.0022813688212927757,0.0537703684552407
SH3BP5L,0.044364768089075045,0.05399239543726236,0.20498308816077587
ZNF692,0.06748560647471634,0.07376425855513308,0.26422444093462083
AL669831.5,0.0005103424043094788,0.0007604562737642585,0.018506510234829233
FAM87B,0.005377915241531824,0.006844106463878327,0.06917245184945739
SAMD11,0.3589986965370157,0.32623574144486694,0.5828797651566182
KLHL17,0.024650197253209997,0.030418250950570342,0.15207677704222206
PLEKHN1,0.0031391438351794925,0.003041825095057034,0.06013276871200895
ISG15,0.7768826134698738,0.5703422053231939,0.825694870828496
AGRN,0.1850187648355756,0.20076045627376427,0.409981362428547
LINC01342,0.0,0.0,0.0
AL390719.2,0.006370439845376484,0.0076045627376425855,0.07812576693253974
TTLL10,0.0,0.0,0.0
B3GALT6,0.1148231008928237,0.1444866920152091,0.3098781508611914
SCNN1D,0.00974608538475778,0.008365019011406844,0.11710112922708399
PUSL1,0.08872083425295983,0.11406844106463879,0.2746044243985971
CPTP,0.05716697120691823,0.07984790874524715,0.21373561722418782
TAS1R3,0.0,0.0,0.0
AL391244.3,0.00048383258518316897,0.0007604562737642585,0.017545186553234837
VWA1,0.2122004600526189,0.20304182509505703,0.479445765075513
ATAD3C,0.0012715946322623517,0.0022813688212927757,0.027388308639732763
ATAD3B,0.055410977405886304,0.05931558935361217,0.2470587879064993
ATAD3A,0.08333813855007642,0.10418250950570342,0.27316993718319477
AL645728.1,0.038085579613399916,0.04258555133079848,0.20297149462111405
