"sample","MCP_full","MCP_FAP13_matrix4_purged","MCP_SenMayo_FAP13_purged","MCP_SenMayo_matrix4_purged","MCP_global_disjoint","EPIC_full","EPIC_FAP13_matrix4_purged","EPIC_SenMayo_FAP13_purged","EPIC_SenMayo_matrix4_purged","EPIC_global_disjoint"
"TCGA-AA-3496-01",12.5960625,11.39328,12.6756285714286,11.5009166666667,11.39328,0.275182835454457,0.048496170933961,0.274493240333798,0.048996793961411,0.0487313929094341
"TCGA-AA-3502-01",8.8031875,7.90988,8.72442857142857,8.15065,7.90988,0.0091143819438959,0.014960741194578,0.00890076923412871,0.0148978840013622,0.0149853959598548
"TCGA-AA-3506-01",12.267825,10.97656,12.1788428571429,11.2955833333333,10.97656,0.153879893101637,0.0272027372554067,0.152781940202322,0.0269136390972352,0.0267189074800799
"TCGA-AA-3509-01",11.4342125,10.19604,11.4109,10.4296,10.19604,0.0982868123484525,0.0261183139308712,0.0972226797225348,0.0262275185071577,0.0260527620307445
"TCGA-AA-3511-01",12.790225,11.46914,12.8056714285714,11.6713,11.46914,0.320656995033589,0.0511667045425699,0.318587718130957,0.0513941810789515,0.0510559716416767
"TCGA-AA-3526-01",12.0738375,10.8166,12.0429571428571,11.0621666666667,10.8166,0.147489403340156,0.030836206133276,0.146355266281967,0.0310486814795648,0.0308615219813511
"TCGA-AA-3655-01",12.147075,11.04566,12.3714857142857,10.9674166666667,11.04566,0.250288964617203,0.0395638565508346,0.247989881829867,0.0398907538945971,0.03944586618684
"TCGA-AA-3660-01",11.743975,10.50548,11.7856857142857,10.6632333333333,10.50548,0.145910035376319,0.0420197272876985,0.144258034640621,0.0421424159955031,0.0418707769357112
"TCGA-AA-3662-01",11.9546375,10.81086,12.0595428571429,10.8791,10.81086,0.163361578723459,0.0393094351412641,0.162449627557927,0.0397121900786021,0.0393836250025644
"TCGA-AA-3663-01",10.6885375,9.57994,10.5935142857143,9.87556666666667,9.57994,0.0368840201291254,0.0110500785338327,0.0367703005960715,0.0110618246589545,0.0109885145514168
"TCGA-AA-3675-01",11.826125,10.58194,11.8059,10.8129,10.58194,0.118129976864924,0.0235041713080041,0.116836745324824,0.0236107129631167,0.0234517366498591
"TCGA-AA-3685-01",11.627375,10.63942,11.5211571428571,10.928,10.63942,0.0529017976923631,0.0422089248347322,0.0525211042204625,0.0424725143045651,0.0421747443629715
"TCGA-AA-3697-01",11.1960875,10.26156,11.2716857142857,10.3291166666667,10.26156,0.0651425536963277,0.0138613626175723,0.0645592291365741,0.0140014889400135,0.0141987671340062
"TCGA-AA-3712-01",12.890525,11.60078,13.0314285714286,11.65135,11.60078,0.464897117838911,0.0464022146720294,0.461643201324373,0.0466172986072286,0.0468016868534333
"TCGA-AA-3713-01",11.4794,10.4644,11.5310714285714,10.5732833333333,10.4644,0.0870888215837453,0.0145664784111298,0.0861944406501736,0.0145139986570702,0.014702749356424
"TCGA-AA-A01P-01",13.1084125,11.59254,13.0240571428571,11.9436,11.59254,0.443098236361612,0.0522194784055607,0.44388946414231,0.0528975723442172,0.0525975636643704
"TCGA-AA-A01X-01",11.464875,10.00752,11.2218142857143,10.5339833333333,10.00752,0.0811795563177911,0.0188193295983592,0.0803908067340453,0.0190105247957835,0.0187595402456757
"TCGA-AA-A01Z-01",10.5456375,9.1066,10.5330857142857,9.36108333333333,9.1066,0.0832913950651375,0.0100004960676637,0.0821287399100367,0.0100074530848053,0.00993245889525978
"TCGA-AA-A02K-01",10.2701875,8.9738,10.2153857142857,9.2538,8.9738,0.0496895612569874,0.00910349818524888,0.0491645934091389,0.00913775804155538,0.0090487098586336
"TCGA-AA-A02Y-01",7.3620125,6.18146,7.31134285714286,6.43733333333333,6.18146,0.00452541808941507,0.00258916478149178,0.00451235269744416,0.00263080652488043,0.00255690256909257
"TCGA-AD-5900-01",12.262725,10.83368,12.1063285714286,11.2543166666667,10.83368,0.172633113857886,0.0320323347361726,0.171588916113294,0.0322155388102773,0.0320165964234808
"TCGA-AD-6548-01",12.726925,11.45882,12.7647428571429,11.62605,11.45882,0.292584788432741,0.0351015208348133,0.291187228495501,0.0352399530152991,0.0350916800548867
"TCGA-AD-6888-01",8.9489125,7.72402,8.82647142857143,8.07101666666667,7.72402,0.0128887869402372,0.00305037210900347,0.0127331185804259,0.00305877601400727,0.00304132324945275
"TCGA-AD-6889-01",10.8951,9.58948,10.9094,9.7904,9.58948,0.0796693805243446,0.00866220588268153,0.0791632985972061,0.00883166985557091,0.00872763273885326
"TCGA-AD-6890-01",12.0583125,10.7036,12.0280285714286,10.9647166666667,10.7036,0.187712442577846,0.0242806175201647,0.186127463921518,0.0244474236201662,0.0243591642188358
"TCGA-AD-6895-01",12.3356375,10.76392,12.2370857142857,11.14085,10.76392,0.284923673109288,0.0241407450367068,0.283063378430293,0.0243012448669798,0.0241249510333691
"TCGA-AD-6899-01",13.0398375,11.7413,13.0251571428571,11.97485,11.7413,0.325791749878831,0.0647132625623499,0.325388958779969,0.0651088945204452,0.0649025981430317
"TCGA-AD-6901-01",13.51805,12.04314,13.4618428571429,12.3545333333333,12.04314,0.589515430221012,0.0903038640762398,0.588284364534787,0.0911947785202376,0.0909128013748696
"TCGA-AD-6963-01",10.9838875,10.00886,11.1367,9.99308333333333,10.00886,0.0713829544621891,0.0157673419089061,0.0706877154295591,0.0158939740618242,0.0157557648392517
"TCGA-AD-6964-01",13.347425,11.85978,13.3372,12.11965,11.85978,0.633640948660512,0.106032143634899,0.641389284857104,0.107776953227975,0.107335715201125
"TCGA-AD-6965-01",11.62305,10.41622,11.6269142857143,10.61285,10.41622,0.115535850920877,0.0235937230652098,0.114303048111919,0.0236324252409819,0.0233874963758314
"TCGA-AD-A5EJ-01",11.831475,10.34386,11.7821142857143,10.6493833333333,10.34386,0.189700895799435,0.0160801161377349,0.187616596212679,0.0161367098031272,0.0161239945269598
"TCGA-AD-A5EK-01",11.2663875,9.89504,11.2481714285714,10.14485,9.89504,0.112128960657236,0.0192053652375163,0.110942364903239,0.0193214262161528,0.0190982968203231
