"sample","dataset","FAP13","matrix4","receptor2"
"GSM972323","discovery",-0.593926263059175,-0.323381055200153,-0.269853606043443
"GSM972324","discovery",-0.478940756138767,-0.156076658600359,-0.126045159172442
"GSM972325","discovery",0.485661460754071,0.0244339473006825,-0.357502376764869
"GSM972326","discovery",-1.39356074677812,-2.35679226091666,1.06794006557996
"GSM972327","discovery",0.860520081486435,0.19041984743581,-0.553081914131372
"GSM972328","discovery",0.306796940806508,0.659234420270439,-1.10007925823786
"GSM972329","discovery",0.439647605589253,0.311756792244586,-0.434385303378143
"GSM972330","discovery",1.01409492232226,0.964888003611116,-0.125754516996698
"GSM972331","discovery",0.295260040185539,0.209256926907405,-0.125234954369353
"GSM972332","discovery",0.88508153757335,1.02457990137298,0.912980703090811
"GSM972333","discovery",-0.304836317219231,-0.570131316327123,-0.0130377158307272
"GSM972334","discovery",1.3786932087762,1.16392935676148,-0.177376995955887
"GSM972335","discovery",-0.39678962635889,-0.631252112441665,0.130980602762904
"GSM972336","discovery",-0.0240510750447081,-0.011093339725054,0.634754170342631
"GSM972337","discovery",-0.0909261063547034,-0.185768041335573,-0.428480846907515
"GSM972338","discovery",-0.820977509064927,-0.934784283282466,0.558664539664903
"GSM972339","discovery",0.0557704866198721,0.591799566779316,0.23603367348841
"GSM972340","discovery",-0.232014477960493,-0.224273126049633,0.447512084466894
"GSM972341","discovery",-0.284117866833705,-0.48910723113292,0.179615029493949
"GSM972342","discovery",0.359574185749851,0.323392264062178,0.847415312084684
"GSM972343","discovery",-0.575517094130066,-0.675120986159252,-0.370385686506613
"GSM972344","discovery",-0.331499053225349,-0.23199880928981,0.923458415571637
"GSM972345","discovery",0.84385799132945,0.857111102723871,-0.00392818972893616
"GSM972346","discovery",-0.194552309363195,0.354213340353544,-1.02544013850473
"GSM972347","discovery",-0.146935858698742,-0.0752104510121429,0.13961262407672
"GSM972348","discovery",-0.134436629796157,-0.787222813488881,-0.0584432087650845
"GSM972349","discovery",2.19680725338986,2.12000067726181,-0.120236715530012
"GSM972350","discovery",-1.87857281082495,-2.58411312656044,-0.421085126212264
"GSM972351","discovery",-0.38773376886151,-0.761498507127552,-0.799237482921414
"GSM972352","discovery",1.27335297032354,1.31840713811639,0.306843695642652
"GSM972353","discovery",0.00893716834074396,0.407275851439985,-1.09681204006109
"GSM972354","discovery",-0.629333103353711,-0.671439513086266,0.196730058952547
"GSM972355","discovery",0.708474766643555,1.17389527448325,-0.0467060641574913
"GSM972356","discovery",-0.645216069413644,-0.604164826663681,-0.695965562426548
"GSM972357","discovery",-1.2362919475105,-1.85959319677168,-1.94464777317375
"GSM972358","discovery",-0.00218199846280338,-0.229164600498626,-0.219060098668557
"GSM972359","discovery",-0.261445690558086,-0.308699787316059,-1.49608525740172
"GSM972360","discovery",0.6835731856926,0.749596111542208,0.122582304032235
"GSM972361","discovery",0.599538398935954,1.04795874169107,-0.101658568339588
"GSM972362","discovery",-0.193655176272127,-0.123521637514921,0.244581590309691
"GSM972363","discovery",-0.150991508775382,0.102856879330163,1.09471445149475
"GSM972364","discovery",-0.122653758985599,-0.313185417822487,-0.667827473145247
"GSM972365","discovery",1.16401825876199,1.60644980775231,1.10403377914098
"GSM972366","discovery",0.640088523041919,1.16897407188257,-0.282630949076073
"GSM972367","discovery",1.69128471710974,1.89027895618527,0.291993075868856
"GSM972368","discovery",-1.19264676437966,-1.18259420805679,0.522191083151111
"GSM972369","discovery",1.73369016706079,1.84066565416025,0.0426203898276791
"GSM972370","discovery",0.126623238208022,0.142352391532588,-0.442584316921715
"GSM972371","discovery",-0.342497126522086,-0.497005043959924,-0.106692614810918
"GSM972372","discovery",0.224422396891545,0.225124427574774,-0.110016202598661
"GSM972373","discovery",-0.542392702697421,0.0196657741184112,0.433741644114837
"GSM972374","discovery",-0.111727590345166,-0.0891940349065786,0.590133710779972
"GSM972375","discovery",0.604755206911876,0.576502557479781,-0.877940735885412
"GSM972376","discovery",0.989073571374505,1.14869770044482,0.45276171903164
"GSM972377","discovery",1.28500159994204,1.0315592358247,1.15739484767524
"GSM972378","discovery",0.716584725906298,1.23186945653415,0.77190541455448
"GSM972379","discovery",-1.08878299431603,-2.02434740007788,1.07408362884621
"GSM972380","discovery",0.909040103642397,1.04000998283494,-0.769021457076668
"GSM972381","discovery",0.173671630274541,0.481818198768293,1.02463175782967
"GSM972382","discovery",-0.0491045334660783,0.0804070379614235,0.289225439696901
"GSM972383","discovery",-0.749879612291285,-1.14148265348996,0.329812587078347
"GSM972384","discovery",0.214306433185013,0.448073600676491,-0.671111148447461
"GSM972385","discovery",0.822848549256113,0.682516595016276,0.621578922287308
"GSM972386","discovery",-0.281764510636117,-0.393322194699848,0.313531180708278
"GSM972387","discovery",-0.712407443631639,-0.208070670936962,0.35381758254696
"GSM972388","discovery",-0.462540906221921,-0.106291565825074,-0.307355737056991
"GSM972389","discovery",-0.564778434548996,-1.12565168997693,-0.663665871581603
"GSM972390","discovery",-0.523476596046928,-0.370942783039635,-1.12744275155961
"GSM972391","discovery",0.552500581948567,0.678128504668493,-0.606985631142252
"GSM972392","discovery",-0.172805229442703,-0.27243674655994,0.823827089236617
"GSM972393","discovery",0.270900964774487,0.423993433774772,0.0507265087443212
"GSM972394","discovery",0.580212882214406,0.96119815317954,-0.112000352942859
"GSM972395","discovery",-0.0154631096016834,0.0726103877767126,0.621957291164071
"GSM972396","discovery",-1.17193057915911,-1.76770339700293,0.290427568450645
"GSM972397","discovery",-0.82812575683317,-1.17826660991363,-0.550990038128388
"GSM972398","discovery",-0.870606907500618,-1.31253911570857,0.0806028394603154
"GSM972399","discovery",0.152467562568967,-0.156243767723615,0.0439071028997514
"GSM972400","validation",-0.296141317782686,-0.395274332101514,-0.956412361993078
"GSM972401","validation",1.48401742352117,1.34913588558305,1.49404577803562
"GSM972402","validation",0.734165520030408,0.966120223857181,0.111223035647696
"GSM972403","validation",-0.0368101440945425,-0.0157814060381903,0.347823128205618
"GSM972404","validation",0.0728814797230737,-0.233742796244178,0.51555669152508
"GSM972405","validation",0.46216232750437,0.849747824947819,0.34900153368004
"GSM972406","validation",0.358081295462377,0.321747743822023,0.746894272508162
"GSM972407","validation",0.629705371285717,0.661224767764739,0.582490561993577
"GSM972408","validation",-0.16581935736565,0.140536135657493,1.24663527352614
"GSM972409","validation",1.32832968944796,1.11868636289841,-0.151179599462742
"GSM972410","validation",1.55300431232373,1.06820096205494,0.589514828113947
"GSM972411","validation",-0.480988563348531,-0.503415744026801,0.425873922576717
"GSM972412","validation",-0.106653502690427,0.369307325660645,-1.68814732357118
"GSM972413","validation",1.75498428854988,1.9334088998374,0.258651494260651
"GSM972414","validation",-0.293357328508843,-0.0255624210326193,0.157932926722945
"GSM972415","validation",-1.07697511400022,-1.32480973054352,-0.148369663012725
"GSM972416","validation",0.73500945882608,0.624850938738067,0.79666403873237
"GSM972417","validation",0.184072666846154,0.0170939695055363,-0.249844734112141
"GSM972418","validation",0.028493145925128,-0.132552169523134,0.340062191159818
"GSM972419","validation",0.677272255844588,0.637794275455582,-1.00329890478276
"GSM972420","validation",0.303785135298109,0.339833425559894,0.422385872112068
"GSM972421","validation",0.526854892334279,0.748890338513569,0.762788921451269
"GSM972422","validation",1.31444200409418,1.05064656339188,0.536986840508517
"GSM972423","validation",0.112810542897071,-0.146102286868441,-0.204169717591835
"GSM972424","validation",-0.305467448965572,0.278742580653992,0.570188724106058
"GSM972425","validation",1.33259019023482,1.23954371420298,-0.233627794693472
"GSM972426","validation",0.402127704553861,-0.315905947098941,1.10684646497052
"GSM972427","validation",0.843158634599065,1.52616447286182,-0.30670154197248
"GSM972428","validation",1.16798797245163,1.13960806786978,0.451320517261177
"GSM972429","validation",-0.669390845884264,-1.33164602159536,-0.832733805450094
"GSM972430","validation",0.407446474334786,-0.142497036417672,0.707433411818914
"GSM972431","validation",0.642810571457655,0.068944025973777,-0.651326635632734
"GSM972432","validation",0.236560585445379,0.715242732560726,0.275847104322069
"GSM972433","validation",0.933306771929276,1.00115486931469,-0.191779640308098
"GSM972434","validation",-1.33958452874761,-2.04502533065491,-0.0256321891482712
"GSM972435","validation",-0.13177627362832,0.122582549153922,-0.208689661302978
"GSM972436","validation",-0.493502540237608,0.239299641396161,-0.510574080431911
"GSM972437","validation",0.795454607192908,0.865963381933704,0.266070627475902
"GSM972438","validation",1.83913619973394,1.71612636263863,-0.310120459061695
"GSM972439","validation",-0.355770093080347,0.0255502126074923,-0.337408205845448
"GSM972440","validation",1.12967194734485,1.08152613189605,0.23600938810806
"GSM972441","validation",0.579885234550411,0.457860004393725,-0.0322971439318984
"GSM972442","validation",-0.905356335412261,-1.37077116011814,-0.194075598158241
"GSM972443","validation",-0.481353505171823,-0.0682498248564639,-0.317612359000361
"GSM972444","validation",1.82490288028319,1.59495971568781,0.215277136584492
"GSM972445","validation",0.105027815323393,0.128125650614489,0.00201813329511194
"GSM972446","validation",0.497974981874971,0.556740182889492,-0.505097019750552
"GSM972447","validation",0.279727490146886,-0.0427940707874281,0.834659649642446
"GSM972448","validation",-0.00188090931310693,0.200009307101138,-0.255043939098675
"GSM972449","validation",0.328650318912579,0.975115406470028,0.952043542332513
"GSM972450","validation",-0.642085564202911,-1.4643997651428,0.109691526145267
"GSM972451","validation",-0.869761040272331,-0.24825064916189,-0.191018541195582
"GSM972452","validation",0.867860305669942,0.881478142020202,0.298971366044658
"GSM972453","validation",-0.524669986876151,-1.11553028805137,-0.100531087803334
"GSM972454","validation",-0.213199072147368,-0.954126794748334,-0.0636130074691967
"GSM972455","validation",2.07192452127684,1.87375007827515,0.212105499452773
"GSM972456","validation",0.339107347689863,0.48031684372252,0.67235469827942
"GSM972457","validation",-1.05272136797775,-1.44767267091373,0.335282533490734
"GSM972458","validation",0.686286234208229,0.818067406952774,1.31911998957999
"GSM972459","validation",-0.447219555608281,-0.783258387696306,-0.948962408750243
"GSM972460","validation",0.188564848790565,0.268661594622084,0.0441244087624639
"GSM972461","validation",-0.313729360773396,-0.0781645522050086,0.341915476098614
"GSM972462","validation",-0.1226913767656,-0.0674380500713209,-0.168098406675128
"GSM972463","validation",-0.937995435214722,-1.73555980743389,0.565691496273417
"GSM972464","validation",0.677153897644157,0.638033015471021,1.19724267960723
"GSM972465","validation",0.165653426653968,0.714539132821069,-0.33095677389144
"GSM972466","validation",-0.460856944480187,0.133810304052027,1.6072278433937
"GSM972467","validation",1.66162958868361,1.43151922386427,0.312675027821117
"GSM972468","validation",-0.029707370856794,-0.703755492820679,-0.386867925311607
"GSM972469","validation",0.141963896824437,-0.0158555695819364,0.00587807913337457
"GSM972470","validation",1.24918207133878,1.57768132087556,-1.01717731153579
"GSM972471","validation",-0.134624467864362,-0.446876217767473,0.22381035268511
"GSM972472","validation",0.298178726670334,0.779273424578914,0.327868738565997
"GSM972473","validation",-0.194098588773587,-0.21796719510351,-0.417633771739795
"GSM972474","validation",0.394506911027021,0.709558981072042,0.336396651486556
"GSM972475","validation",-0.814118974115475,-1.65250693998575,0.165762356114092
"GSM972476","validation",1.35366949317302,2.00918847117985,-0.316216067902975
"GSM972477","validation",-1.5622713764761,-1.5479355225148,-0.117503892265847
"GSM972478","validation",-0.265821730627103,0.162399961830684,-0.421481896551947
"GSM972479","validation",2.84664203122009,2.72782524202634,0.909477746781789
"GSM972480","validation",-1.07679284100113,-1.35668936660453,0.129808652006026
"GSM972481","validation",1.19375158115733,1.41852094311591,0.169705128640902
"GSM972482","validation",0.7506730786713,1.04733640050575,0.0662268754893076
"GSM972483","validation",0.198477339680604,0.634738957013782,-0.586614237607535
"GSM972484","validation",0.88584682955099,1.47569014236872,-0.282409592122483
"GSM972485","validation",0.0984830314538741,0.204548223606129,0.589632242554506
"GSM972486","validation",0.68419115356309,0.512211337320883,-0.0680842984617108
"GSM972487","validation",-0.806089231820571,-0.825748411104046,-0.837783652176797
"GSM972488","validation",-0.374100550008668,-1.1211108501118,0.0984082188870714
"GSM972489","validation",-0.016680272225992,0.133031918603673,0.277485248924463
"GSM972490","validation",-0.107567436696298,-0.000632117858778182,-0.0381041680352744
"GSM972491","validation",0.360199045345124,0.369023496906773,-0.161039096828448
"GSM972492","validation",-0.534044847250909,-0.716864151811429,0.261486412129541
"GSM972493","validation",0.277807498612402,0.178091599353986,0.365471897674736
"GSM972494","validation",0.23740602362384,0.489113393219003,-0.865164593676205
"GSM972495","validation",-0.574900213490711,-1.23157335414158,0.483256181378832
"GSM972496","validation",-1.14621587355234,-2.34274040502051,-0.0437105134856933
"GSM972497","validation",0.0542633479082327,-0.40194922199858,-0.343898879219995
"GSM972498","validation",-0.516474922463344,-0.681641964645428,0.814488992373467
"GSM972499","validation",-0.686256716561476,-0.410357008929874,0.169155789017545
"GSM972500","validation",2.12065475493974,1.74707245849373,-0.736444683667289
"GSM972501","validation",0.0851554722836077,-0.34460338446704,-0.112053737682416
"GSM972502","validation",-0.976097425931247,-1.47381372931873,-0.0541302922741308
"GSM972503","validation",0.369370764673214,0.137636737116522,-0.388133157017177
"GSM972504","validation",0.734446608121415,1.09894688967371,0.196574361178366
"GSM972505","validation",0.0813137336336408,-0.139511538355532,-0.126732365220213
"GSM972506","validation",0.181068106631995,0.324766914258101,0.474769977655738
"GSM972507","validation",-0.363034994650929,-0.151419816357926,-0.5746561928759
"GSM972508","validation",-0.491726289332207,-0.678265029073018,0.447683815247796
"GSM972509","validation",-0.550937250900071,-0.158828514818859,-0.405543428863011
"GSM972510","validation",-1.65449095022599,-2.24065018474867,0.445246795898073
"GSM972511","validation",-0.018139916495103,0.142175891408009,0.427612190841286
"GSM972512","validation",-0.68633928205046,-0.977791729718061,0.287783161024468
"GSM972513","validation",-0.117046080063665,0.298311391212467,-0.716863820677721
"GSM972514","validation",-0.387864949279392,-0.500618109398246,0.110048902364824
"GSM972515","validation",-0.783053153674241,-1.1104711401821,0.918506857151877
"GSM972516","validation",-1.04609301676571,-0.646617540455408,0.257309020560427
"GSM972517","validation",0.311023169565236,0.760588250140354,1.08854545672376
"GSM972518","validation",0.411492709575633,0.504496080021882,0.0108478898315482
"GSM972519","validation",0.313306266330883,0.873028612006284,0.488368004574493
"GSM972520","validation",-0.109992507306994,-0.545335674517867,-0.202737685335751
"GSM972521","validation",0.672995678698243,0.932232335769575,0.353214181764968
"GSM972522","validation",0.346926414468896,0.184113520669466,-0.845969551287806
