"sample","dataset","FAP13","matrix4","receptor2"
"GSM972031","discovery",0.103182983060806,1.13656341651259,0.619811189196981
"GSM972032","discovery",0.0379228818109068,0.600793346835556,0.940894691795608
"GSM972033","discovery",-1.53481711824222,-1.68829169540903,0.0143392057028552
"GSM972034","discovery",-1.41001444467044,-1.57882989877161,-0.47612019713911
"GSM972035","discovery",-1.58860733603245,-1.69887252316769,-0.496509579922053
"GSM972036","discovery",-0.752892895473795,-0.532458622978444,-0.493016363836387
"GSM972037","discovery",-1.28918519207716,-1.77841583550317,-0.0897277829527628
"GSM972038","discovery",-0.9712748198329,-1.08839002540239,0.951870135437953
"GSM972039","discovery",0.751567340146567,1.24344731887771,-0.25608672842182
"GSM972040","discovery",-0.475203280600961,-0.587761686036954,-0.568080253010069
"GSM972041","discovery",-0.0209030233376135,0.437530852592556,0.106779344208751
"GSM972042","discovery",-1.14828049210692,-1.85435145324006,-0.737998616847879
"GSM972043","discovery",-0.205121149212262,-0.407300517056575,-0.00742647922784945
"GSM972044","discovery",-1.65936060958683,-1.85376548042848,0.379158189025393
"GSM972045","discovery",-0.812507538909807,-0.321612783828778,-0.523576986300314
"GSM972046","discovery",-0.0616068203927503,0.293155511277409,-0.0765066025753893
"GSM972047","discovery",0.463033519838899,0.225467615409097,-1.03472873421947
"GSM972048","discovery",-0.318042756451569,-0.515688138338197,0.642750390138862
"GSM972049","discovery",-1.05811727147481,-1.30993599580703,-0.0216742944736018
"GSM972050","discovery",-1.37889114378171,-2.30178994299445,0.21435902481232
"GSM972051","discovery",0.776354894199906,1.15075866186356,0.307891805199404
"GSM972052","discovery",0.109223788734275,0.263129160532944,-0.218460589476688
"GSM972053","discovery",-1.06857411256404,-0.491693462730128,-0.247679300798189
"GSM972054","discovery",1.15709548923534,0.936199945488044,0.676405284384794
"GSM972055","discovery",0.495066300535295,0.804455351280944,-0.552555587842868
"GSM972056","discovery",-0.121264024130941,-0.228687980419071,0.984388638322804
"GSM972057","discovery",-0.872360267558613,-0.58018227088909,-0.809848356970349
"GSM972058","discovery",0.796232587183719,0.88338638544967,-0.107353166403175
"GSM972059","discovery",0.9102527540257,0.742221345950194,0.400854696135982
"GSM972060","discovery",0.275026553707166,-0.247064100272117,0.629471286781904
"GSM972061","discovery",-0.304757935469184,0.251080768324804,0.071807921618909
"GSM972062","discovery",-0.070426235613096,-0.353439016218528,-0.328882442876986
