score,n,n_MSI_H,n_MSS,median_MSI_H,median_MSS,p_value,fdr_bh_three_scores
FAP_CAF,359,61,298,0.339579253723522,0.071085882006639,0.072450297495801,0.105180991292523
FAP_CAF_de_ligand,359,61,298,0.186891049519669,0.0455188713709589,0.105180991292523,0.105180991292523
CLDN_core,359,61,298,-0.000373698022233526,0.242709718133725,4.79330290393096e-06,1.43799087117929e-05
