class,cell_type,cell_subtype,gene,n_cells,mean_log_normalized,median_log_normalized,positive_cells,positive_percent
Normal,Stromal cells,Stromal 1,CLDN18,972,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 1,OCLN,972,0.02055842278575785,0.0,20,2.05761316872428
Normal,Stromal cells,Stromal 1,TJP1,972,0.17702944751619498,0.0,181,18.621399176954732
Normal,Stromal cells,Stromal 1,CDH1,972,0.01155393833017998,0.0,9,0.9259259259259258
Normal,Stromal cells,Stromal 1,EPCAM,972,0.0568157681534174,0.0,55,5.658436213991769
Normal,Stromal cells,Stromal 1,VIM,972,3.4410677975548656,3.5635344321325464,961,98.86831275720165
Normal,Stromal cells,Stromal 1,ZEB1,972,0.08354369678945205,0.0,89,9.156378600823045
Normal,Stromal cells,Stromal 1,SNAI1,972,0.1973156554898897,0.0,178,18.31275720164609
Normal,Stromal cells,Stromal 1,SNAI2,972,0.3532395333104018,0.0,302,31.069958847736622
Normal,Stromal cells,Stromal 1,TWIST1,972,0.042120752215147016,0.0,39,4.012345679012346
Normal,Stromal cells,Stromal 2,FAP,236,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 2,COL1A1,236,2.205909893399105,2.368351640959667,207,87.71186440677965
Normal,Stromal cells,Stromal 2,COL1A2,236,2.1060427724086708,2.354945368843594,202,85.59322033898306
Normal,Stromal cells,Stromal 2,COL3A1,236,2.6143053066891357,2.8617804616213505,210,88.98305084745762
Normal,Stromal cells,Stromal 2,FN1,236,0.19613023153557052,0.0,30,12.711864406779661
Normal,Stromal cells,Stromal 2,POSTN,236,2.3778883585326955,2.722900259841284,195,82.62711864406779
Normal,Stromal cells,Stromal 2,ACTA2,236,0.6816137934031781,0.0,82,34.74576271186441
Normal,Stromal cells,Stromal 2,TAGLN,236,0.8714266074651351,0.0,94,39.83050847457627
Normal,Stromal cells,Stromal 2,CXCL12,236,0.7631196481076694,0.0,108,45.76271186440678
Normal,Stromal cells,Stromal 2,CCL2,236,1.2523903430191294,1.08626658072752,128,54.23728813559322
Normal,Stromal cells,Stromal 2,CD74,236,0.4917168639619646,0.0,80,33.89830508474576
Normal,Stromal cells,Stromal 2,HLA-DRA,236,0.16398395867481955,0.0,32,13.559322033898304
Normal,Stromal cells,Stromal 2,CLDN1,236,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 2,CLDN2,236,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 2,CLDN3,236,0.08509054833816469,0.0,17,7.203389830508475
Normal,Stromal cells,Stromal 2,CLDN4,236,0.12555612205834754,0.0,24,10.16949152542373
Normal,Stromal cells,Stromal 2,CLDN7,236,0.052265321652342066,0.0,10,4.23728813559322
Normal,Stromal cells,Stromal 2,CLDN18,236,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 2,OCLN,236,0.0072920331439975325,0.0,2,0.847457627118644
Normal,Stromal cells,Stromal 2,TJP1,236,0.1972827018843899,0.0,43,18.220338983050848
Normal,Stromal cells,Stromal 2,CDH1,236,0.003472745125897306,0.0,1,0.423728813559322
Normal,Stromal cells,Stromal 2,EPCAM,236,0.04862845666971674,0.0,11,4.661016949152542
Normal,Stromal cells,Stromal 2,VIM,236,2.923019026391435,3.0628896786190682,229,97.03389830508475
Normal,Stromal cells,Stromal 2,ZEB1,236,0.5082024235307201,0.0,86,36.440677966101696
Normal,Stromal cells,Stromal 2,SNAI1,236,0.10723063902052668,0.0,22,9.322033898305085
Normal,Stromal cells,Stromal 2,SNAI2,236,0.29995915370408915,0.0,58,24.576271186440678
Normal,Stromal cells,Stromal 2,TWIST1,236,0.01360096630985595,0.0,4,1.694915254237288
Normal,Stromal cells,Stromal 3,FAP,744,0.12771178933962732,0.0,98,13.172043010752688
Normal,Stromal cells,Stromal 3,COL1A1,744,2.3836845758781178,2.385777085311598,705,94.75806451612904
Normal,Stromal cells,Stromal 3,COL1A2,744,3.2976608288253,3.371651871505009,735,98.79032258064517
Normal,Stromal cells,Stromal 3,COL3A1,744,2.0921282295593313,2.053398625233811,678,91.12903225806451
Normal,Stromal cells,Stromal 3,FN1,744,1.9313266542613252,2.022869961794499,663,89.11290322580645
Normal,Stromal cells,Stromal 3,POSTN,744,0.05367253226843373,0.0,28,3.763440860215054
Normal,Stromal cells,Stromal 3,ACTA2,744,0.4089374354538722,0.0,305,40.99462365591398
Normal,Stromal cells,Stromal 3,TAGLN,744,0.3929327152841387,0.0,246,33.064516129032256
Normal,Stromal cells,Stromal 3,CXCL12,744,2.201855946514419,2.2776520409096146,701,94.22043010752688
Normal,Stromal cells,Stromal 3,CCL2,744,1.421386152716936,1.1429640252300284,488,65.59139784946237
Normal,Stromal cells,Stromal 3,CD74,744,0.7456305893348885,0.6559063982784161,430,57.795698924731184
Normal,Stromal cells,Stromal 3,HLA-DRA,744,0.31019523058351756,0.0,223,29.973118279569892
Normal,Stromal cells,Stromal 3,CLDN1,744,0.0024629353114002015,0.0,2,0.2688172043010753
Normal,Stromal cells,Stromal 3,CLDN2,744,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 3,CLDN3,744,0.0993254420262954,0.0,91,12.231182795698924
Normal,Stromal cells,Stromal 3,CLDN4,744,0.1482252583563841,0.0,129,17.338709677419356
Normal,Stromal cells,Stromal 3,CLDN7,744,0.04532957307779579,0.0,41,5.510752688172043
Normal,Stromal cells,Stromal 3,CLDN18,744,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 3,OCLN,744,0.029811833525970423,0.0,24,3.225806451612903
Normal,Stromal cells,Stromal 3,TJP1,744,0.11908748788728336,0.0,115,15.456989247311828
Normal,Stromal cells,Stromal 3,CDH1,744,0.013521564610749083,0.0,13,1.747311827956989
Normal,Stromal cells,Stromal 3,EPCAM,744,0.07446168972510209,0.0,67,9.005376344086022
Normal,Stromal cells,Stromal 3,VIM,744,3.455659646100466,3.5168662221907763,741,99.59677419354838
Normal,Stromal cells,Stromal 3,ZEB1,744,0.13665430646477572,0.0,131,17.607526881720432
Normal,Stromal cells,Stromal 3,SNAI1,744,0.06177643457798069,0.0,55,7.39247311827957
Normal,Stromal cells,Stromal 3,SNAI2,744,0.3213437242963782,0.0,238,31.989247311827956
Normal,Stromal cells,Stromal 3,TWIST1,744,0.06178924447413746,0.0,62,8.333333333333332
Normal,Stromal cells,Tip-like ECs,FAP,563,0.05139761958055068,0.0,39,6.927175843694494
Normal,Stromal cells,Tip-like ECs,COL1A1,563,0.2912881522335113,0.0,150,26.642984014209592
Normal,Stromal cells,Tip-like ECs,COL1A2,563,0.2995916374184056,0.0,153,27.175843694493786
Normal,Stromal cells,Tip-like ECs,COL3A1,563,0.3368384181569133,0.0,157,27.886323268206038
Normal,Stromal cells,Tip-like ECs,FN1,563,0.12322852903977805,0.0,59,10.479573712255773
Normal,Stromal cells,Tip-like ECs,POSTN,563,0.032715473039362473,0.0,19,3.374777975133215
Normal,Stromal cells,Tip-like ECs,ACTA2,563,0.3392685942373159,0.0,142,25.22202486678508
Normal,Stromal cells,Tip-like ECs,TAGLN,563,0.29036057457638703,0.0,135,23.978685612788635
Normal,Stromal cells,Tip-like ECs,CXCL12,563,0.8987945347352896,0.8655333160143207,329,58.43694493783303
Normal,Stromal cells,Tip-like ECs,CCL2,563,1.5417429421065718,1.4072808229182698,360,63.94316163410302
Normal,Stromal cells,Tip-like ECs,CD74,563,3.29045806917578,3.4436584959337893,551,97.86856127886323
Normal,Stromal cells,Tip-like ECs,HLA-DRA,563,2.0662326518713074,2.1968296131247165,508,90.23090586145648
Normal,Stromal cells,Tip-like ECs,CLDN1,563,0.004900328290730153,0.0,5,0.8880994671403196
Normal,Stromal cells,Tip-like ECs,CLDN2,563,0.0,0.0,0,0.0
Normal,Stromal cells,Tip-like ECs,CLDN3,563,0.08501303256856028,0.0,55,9.769094138543517
Normal,Stromal cells,Tip-like ECs,CLDN4,563,0.14977065042941073,0.0,104,18.47246891651865
Normal,Stromal cells,Tip-like ECs,CLDN7,563,0.05860639884827398,0.0,41,7.282415630550622
Normal,Stromal cells,Tip-like ECs,CLDN18,563,0.0,0.0,0,0.0
Normal,Stromal cells,Tip-like ECs,OCLN,563,0.03989345574480155,0.0,32,5.683836589698046
Normal,Stromal cells,Tip-like ECs,TJP1,563,0.5926174855340252,0.627002906293459,311,55.23978685612788
Normal,Stromal cells,Tip-like ECs,CDH1,563,0.003687864063803516,0.0,5,0.8880994671403196
Normal,Stromal cells,Tip-like ECs,EPCAM,563,0.10240850088309444,0.0,74,13.143872113676732
Normal,Stromal cells,Tip-like ECs,VIM,563,3.1740570130074452,3.2302738860116245,557,98.93428063943162
Normal,Stromal cells,Tip-like ECs,ZEB1,563,0.5050389427857275,0.0,277,49.200710479573715
Normal,Stromal cells,Tip-like ECs,SNAI1,563,0.5504675810688893,0.0,267,47.42451154529307
Normal,Stromal cells,Tip-like ECs,SNAI2,563,0.09105424663328607,0.0,66,11.72291296625222
Normal,Stromal cells,Tip-like ECs,TWIST1,563,0.006956775093153339,0.0,7,1.2433392539964476
Normal,T cells,CD4+ T cells,FAP,3325,0.0,0.0,0,0.0
Normal,T cells,CD4+ T cells,COL1A1,3325,0.022535156338706116,0.0,54,1.62406015037594
Normal,T cells,CD4+ T cells,COL1A2,3325,0.02906439796364649,0.0,69,2.0751879699248117
Normal,T cells,CD4+ T cells,COL3A1,3325,0.023994705133175247,0.0,56,1.6842105263157894
Normal,T cells,CD4+ T cells,FN1,3325,0.012595334682442217,0.0,29,0.8721804511278195
Normal,T cells,CD4+ T cells,POSTN,3325,0.003742924874282598,0.0,9,0.2706766917293233
Normal,T cells,CD4+ T cells,ACTA2,3325,0.030984956734421157,0.0,71,2.1353383458646618
Normal,T cells,CD4+ T cells,TAGLN,3325,0.018831327127547696,0.0,43,1.2932330827067668
Normal,T cells,CD4+ T cells,CXCL12,3325,0.008972803541980847,0.0,23,0.6917293233082706
Normal,T cells,CD4+ T cells,CCL2,3325,0.09536938193328232,0.0,212,6.37593984962406
Normal,T cells,CD4+ T cells,CD74,3325,0.9242392092360198,1.0559711593768801,1722,51.78947368421053
Normal,T cells,CD4+ T cells,HLA-DRA,3325,0.14189039031437184,0.0,317,9.533834586466165
Normal,T cells,CD4+ T cells,CLDN1,3325,0.0007124925844422977,0.0,2,0.06015037593984962
Normal,T cells,CD4+ T cells,CLDN2,3325,0.0,0.0,0,0.0
Normal,T cells,CD4+ T cells,CLDN3,3325,0.0711115498081955,0.0,164,4.932330827067669
Normal,T cells,CD4+ T cells,CLDN4,3325,0.1145235546986708,0.0,268,8.06015037593985
Normal,T cells,CD4+ T cells,CLDN7,3325,0.03180650470096076,0.0,77,2.3157894736842106
Normal,T cells,CD4+ T cells,CLDN18,3325,0.0,0.0,0,0.0
Normal,T cells,CD4+ T cells,OCLN,3325,0.00702733696400886,0.0,17,0.5112781954887218
Normal,T cells,CD4+ T cells,TJP1,3325,0.004055846816715954,0.0,10,0.30075187969924816
Normal,T cells,CD4+ T cells,CDH1,3325,0.007022456259936957,0.0,17,0.5112781954887218
Normal,T cells,CD4+ T cells,EPCAM,3325,0.05046182617259938,0.0,114,3.428571428571429
Normal,T cells,CD4+ T cells,VIM,3325,2.2101329385527255,2.3775401638854197,2825,84.9624060150376
Normal,T cells,CD4+ T cells,ZEB1,3325,0.09092365633703775,0.0,213,6.406015037593985
Normal,T cells,CD4+ T cells,SNAI1,3325,0.019999979112220706,0.0,43,1.2932330827067668
Normal,T cells,CD4+ T cells,SNAI2,3325,0.0011521942812125056,0.0,2,0.06015037593984962
Normal,T cells,CD4+ T cells,TWIST1,3325,0.0,0.0,0,0.0
Normal,T cells,CD8+ T cells,FAP,1757,0.0008698072565994314,0.0,1,0.056915196357427436
Normal,T cells,CD8+ T cells,COL1A1,1757,0.03212188403688256,0.0,38,2.1627774615822424
Normal,T cells,CD8+ T cells,COL1A2,1757,0.04357514875475892,0.0,51,2.902675014228799
Normal,T cells,CD8+ T cells,COL3A1,1757,0.03674343647323154,0.0,43,2.44735344336938
Normal,T cells,CD8+ T cells,FN1,1757,0.01903888568940654,0.0,22,1.2521343198634036
Normal,T cells,CD8+ T cells,POSTN,1757,0.004447846886934545,0.0,5,0.28457598178713717
Normal,T cells,CD8+ T cells,ACTA2,1757,0.030656274433010926,0.0,35,1.9920318725099602
Normal,T cells,CD8+ T cells,TAGLN,1757,0.03335364736406694,0.0,39,2.21969265793967
Normal,T cells,CD8+ T cells,CXCL12,1757,0.014181675197646066,0.0,16,0.910643141718839
Normal,T cells,CD8+ T cells,CCL2,1757,0.11182331516905274,0.0,124,7.057484348321001
Normal,T cells,CD8+ T cells,CD74,1757,1.5575345595499313,1.6870184918709894,1214,69.0950483779169
Normal,T cells,CD8+ T cells,HLA-DRA,1757,0.5464468015810376,0.0,500,28.457598178713717
Normal,T cells,CD8+ T cells,CLDN1,1757,0.0,0.0,0,0.0
Normal,T cells,CD8+ T cells,CLDN2,1757,0.0,0.0,0,0.0
Normal,T cells,CD8+ T cells,CLDN3,1757,0.07691306267971096,0.0,91,5.179282868525896
Normal,T cells,CD8+ T cells,CLDN4,1757,0.0976242795257101,0.0,113,6.4314171883893
Normal,T cells,CD8+ T cells,CLDN7,1757,0.03626747179285946,0.0,43,2.44735344336938
Normal,T cells,CD8+ T cells,CLDN18,1757,0.0,0.0,0,0.0
Normal,T cells,CD8+ T cells,OCLN,1757,0.014449637227876443,0.0,16,0.910643141718839
Normal,T cells,CD8+ T cells,TJP1,1757,0.0017750526978404862,0.0,2,0.11383039271485487
Normal,T cells,CD8+ T cells,CDH1,1757,0.005327978633906749,0.0,6,0.3414911781445646
Normal,T cells,CD8+ T cells,EPCAM,1757,0.0456154903812051,0.0,54,3.073420603301081
Normal,T cells,CD8+ T cells,VIM,1757,2.2612459180126177,2.479219560562229,1479,84.17757541263518
Normal,T cells,CD8+ T cells,ZEB1,1757,0.07104482275826865,0.0,85,4.837791690381332
Normal,T cells,CD8+ T cells,SNAI1,1757,0.023428268857056397,0.0,27,1.5367103016505406
Normal,T cells,CD8+ T cells,SNAI2,1757,0.0020112999936192236,0.0,2,0.11383039271485487
Normal,T cells,CD8+ T cells,TWIST1,1757,0.0,0.0,0,0.0
Normal,T cells,NK cells,FAP,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,COL1A1,163,0.01909822295516164,0.0,2,1.2269938650306749
Normal,T cells,NK cells,COL1A2,163,0.04083989359095104,0.0,4,2.4539877300613497
Normal,T cells,NK cells,COL3A1,163,0.028391754936540618,0.0,3,1.8404907975460123
Normal,T cells,NK cells,FN1,163,0.028872222399518758,0.0,3,1.8404907975460123
Normal,T cells,NK cells,POSTN,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,ACTA2,163,0.008316987171851373,0.0,1,0.6134969325153374
Normal,T cells,NK cells,TAGLN,163,0.009674634966556475,0.0,1,0.6134969325153374
Normal,T cells,NK cells,CXCL12,163,0.017699383552418346,0.0,2,1.2269938650306749
Normal,T cells,NK cells,CCL2,163,0.09930271970181596,0.0,10,6.134969325153374
Normal,T cells,NK cells,CD74,163,1.6421869347083384,1.9864086411195203,119,73.00613496932516
Normal,T cells,NK cells,HLA-DRA,163,0.4879778882791857,0.0,41,25.153374233128833
Normal,T cells,NK cells,CLDN1,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,CLDN2,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,CLDN3,163,0.05499315501998472,0.0,6,3.6809815950920246
Normal,T cells,NK cells,CLDN4,163,0.07283422326814909,0.0,8,4.9079754601226995
Normal,T cells,NK cells,CLDN7,163,0.00996918548776317,0.0,1,0.6134969325153374
Normal,T cells,NK cells,CLDN18,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,OCLN,163,0.01915888592393576,0.0,2,1.2269938650306749
Normal,T cells,NK cells,TJP1,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,CDH1,163,0.02096699506554183,0.0,2,1.2269938650306749
Normal,T cells,NK cells,EPCAM,163,0.06355089080281484,0.0,6,3.6809815950920246
Normal,T cells,NK cells,VIM,163,1.577980907401219,1.827642355302367,106,65.03067484662577
Normal,T cells,NK cells,ZEB1,163,0.07087672943134288,0.0,8,4.9079754601226995
Normal,T cells,NK cells,SNAI1,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,SNAI2,163,0.0,0.0,0,0.0
Normal,T cells,NK cells,TWIST1,163,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,FAP,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,COL1A1,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,COL1A2,154,0.036292262903975865,0.0,4,2.5974025974025974
Normal,T cells,Regulatory T cells,COL3A1,154,0.05180245868235548,0.0,6,3.896103896103896
Normal,T cells,Regulatory T cells,FN1,154,0.01728254909424284,0.0,2,1.2987012987012987
Normal,T cells,Regulatory T cells,POSTN,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,ACTA2,154,0.13221496481266798,0.0,14,9.090909090909092
Normal,T cells,Regulatory T cells,TAGLN,154,0.0228654514262166,0.0,3,1.948051948051948
Normal,T cells,Regulatory T cells,CXCL12,154,0.009187915930610432,0.0,1,0.6493506493506493
Normal,T cells,Regulatory T cells,CCL2,154,0.09815884353400912,0.0,11,7.142857142857142
Normal,T cells,Regulatory T cells,CD74,154,2.013854921544999,2.157518436861972,133,86.36363636363636
Normal,T cells,Regulatory T cells,HLA-DRA,154,0.49385727231894655,0.0,43,27.92207792207792
Normal,T cells,Regulatory T cells,CLDN1,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,CLDN2,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,CLDN3,154,0.0459787259046761,0.0,5,3.2467532467532463
Normal,T cells,Regulatory T cells,CLDN4,154,0.14027451268378857,0.0,15,9.740259740259742
Normal,T cells,Regulatory T cells,CLDN7,154,0.010528468413674278,0.0,1,0.6493506493506493
Normal,T cells,Regulatory T cells,CLDN18,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,OCLN,154,0.008708470309758519,0.0,1,0.6493506493506493
Normal,T cells,Regulatory T cells,TJP1,154,0.021383376225692162,0.0,2,1.2987012987012987
Normal,T cells,Regulatory T cells,CDH1,154,0.03476407615595209,0.0,4,2.5974025974025974
Normal,T cells,Regulatory T cells,EPCAM,154,0.0638038358954273,0.0,6,3.896103896103896
Normal,T cells,Regulatory T cells,VIM,154,1.6353118252565766,1.8940945206296471,113,73.37662337662337
Normal,T cells,Regulatory T cells,ZEB1,154,0.15392045367585275,0.0,17,11.03896103896104
Normal,T cells,Regulatory T cells,SNAI1,154,0.006637055706681389,0.0,1,0.6493506493506493
Normal,T cells,Regulatory T cells,SNAI2,154,0.0,0.0,0,0.0
Normal,T cells,Regulatory T cells,TWIST1,154,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,FAP,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,COL1A1,72,0.04113404581132232,0.0,2,2.7777777777777777
Normal,T cells,T follicular helper cells,COL1A2,72,0.026174477854388353,0.0,1,1.3888888888888888
Normal,T cells,T follicular helper cells,COL3A1,72,0.016721196384463826,0.0,1,1.3888888888888888
Normal,T cells,T follicular helper cells,FN1,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,POSTN,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,ACTA2,72,0.15156273964486625,0.0,7,9.722222222222223
Normal,T cells,T follicular helper cells,TAGLN,72,0.01878728459501676,0.0,1,1.3888888888888888
Normal,T cells,T follicular helper cells,CXCL12,72,0.019780693442583337,0.0,1,1.3888888888888888
Normal,T cells,T follicular helper cells,CCL2,72,0.1121911846970178,0.0,6,8.333333333333332
Normal,T cells,T follicular helper cells,CD74,72,1.3431725882541177,1.407321761747035,48,66.66666666666666
Normal,T cells,T follicular helper cells,HLA-DRA,72,0.35496326917003945,0.0,15,20.833333333333336
Normal,T cells,T follicular helper cells,CLDN1,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,CLDN2,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,CLDN3,72,0.127934205383302,0.0,6,8.333333333333332
Normal,T cells,T follicular helper cells,CLDN4,72,0.07471196249198349,0.0,4,5.555555555555555
Normal,T cells,T follicular helper cells,CLDN7,72,0.016721196384463826,0.0,1,1.3888888888888888
Normal,T cells,T follicular helper cells,CLDN18,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,OCLN,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,TJP1,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,CDH1,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,EPCAM,72,0.02922878221224122,0.0,2,2.7777777777777777
Normal,T cells,T follicular helper cells,VIM,72,0.7982663644014759,0.0,28,38.88888888888889
Normal,T cells,T follicular helper cells,ZEB1,72,0.23022981185522529,0.0,12,16.666666666666664
Normal,T cells,T follicular helper cells,SNAI1,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,SNAI2,72,0.0,0.0,0,0.0
Normal,T cells,T follicular helper cells,TWIST1,72,0.039903976182083425,0.0,2,2.7777777777777777
Normal,T cells,T helper 17 cells,FAP,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,COL1A1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,COL1A2,17,0.15317846074400845,0.0,2,11.76470588235294
Normal,T cells,T helper 17 cells,COL3A1,17,0.08763818374559706,0.0,1,5.88235294117647
Normal,T cells,T helper 17 cells,FN1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,POSTN,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,ACTA2,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,TAGLN,17,0.08381934893045317,0.0,1,5.88235294117647
Normal,T cells,T helper 17 cells,CXCL12,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CCL2,17,0.06554027699841139,0.0,1,5.88235294117647
Normal,T cells,T helper 17 cells,CD74,17,1.9931754608473806,2.0436751020091526,15,88.23529411764706
Normal,T cells,T helper 17 cells,HLA-DRA,17,0.7336761756395358,0.0,8,47.05882352941176
Normal,T cells,T helper 17 cells,CLDN1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CLDN2,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CLDN3,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CLDN4,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CLDN7,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CLDN18,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,OCLN,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,TJP1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,CDH1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,EPCAM,17,0.16213767071516316,0.0,2,11.76470588235294
Normal,T cells,T helper 17 cells,VIM,17,1.7836673389431594,2.0202516733038913,14,82.35294117647058
Normal,T cells,T helper 17 cells,ZEB1,17,0.07460797991338619,0.0,1,5.88235294117647
Normal,T cells,T helper 17 cells,SNAI1,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,SNAI2,17,0.0,0.0,0,0.0
Normal,T cells,T helper 17 cells,TWIST1,17,0.0,0.0,0,0.0
Normal,T cells,Unknown,FAP,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,COL1A1,111,0.011948499845547054,0.0,1,0.9009009009009009
Normal,T cells,Unknown,COL1A2,111,0.022003177908699018,0.0,2,1.8018018018018018
Normal,T cells,Unknown,COL3A1,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,FN1,111,0.012176777290288722,0.0,1,0.9009009009009009
Normal,T cells,Unknown,POSTN,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,ACTA2,111,0.07456395655422704,0.0,4,3.6036036036036037
Normal,T cells,Unknown,TAGLN,111,0.02124289145455231,0.0,1,0.9009009009009009
Normal,T cells,Unknown,CXCL12,111,0.01730146123216829,0.0,1,0.9009009009009009
Normal,T cells,Unknown,CCL2,111,0.07180533149219265,0.0,5,4.504504504504505
Normal,T cells,Unknown,CD74,111,1.0819434886943986,0.0,53,47.74774774774775
Normal,T cells,Unknown,HLA-DRA,111,0.20498931066343337,0.0,13,11.711711711711711
Normal,T cells,Unknown,CLDN1,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,CLDN2,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,CLDN3,111,0.054296140386812616,0.0,4,3.6036036036036037
Normal,T cells,Unknown,CLDN4,111,0.042308795089244754,0.0,3,2.7027027027027026
Normal,T cells,Unknown,CLDN7,111,0.04905756845413161,0.0,4,3.6036036036036037
Normal,T cells,Unknown,CLDN18,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,OCLN,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,TJP1,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,CDH1,111,0.02025094028783789,0.0,1,0.9009009009009009
Normal,T cells,Unknown,EPCAM,111,0.03763909586728513,0.0,2,1.8018018018018018
Normal,T cells,Unknown,VIM,111,1.5690207934979412,1.9629008490507587,76,68.46846846846847
Normal,T cells,Unknown,ZEB1,111,0.0827033845063459,0.0,5,4.504504504504505
Normal,T cells,Unknown,SNAI1,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,SNAI2,111,0.0,0.0,0,0.0
Normal,T cells,Unknown,TWIST1,111,0.0,0.0,0,0.0
Normal,T cells,gamma delta T cells,FAP,777,0.0,0.0,0,0.0
Normal,T cells,gamma delta T cells,COL1A1,777,0.008761811100472543,0.0,5,0.6435006435006435
Normal,T cells,gamma delta T cells,COL1A2,777,0.03177786679002351,0.0,18,2.3166023166023164
Normal,T cells,gamma delta T cells,COL3A1,777,0.024405063002299218,0.0,13,1.673101673101673
Normal,T cells,gamma delta T cells,FN1,777,0.019421603776319508,0.0,10,1.287001287001287
Normal,T cells,gamma delta T cells,POSTN,777,0.0037546359156368074,0.0,2,0.2574002574002574
Normal,T cells,gamma delta T cells,ACTA2,777,0.06513676184070269,0.0,37,4.761904761904762
Normal,T cells,gamma delta T cells,TAGLN,777,0.011587148454695235,0.0,6,0.7722007722007722
Normal,T cells,gamma delta T cells,CXCL12,777,0.01271604804203918,0.0,7,0.9009009009009009
Normal,T cells,gamma delta T cells,CCL2,777,0.1151184295904035,0.0,63,8.108108108108109
Normal,T cells,gamma delta T cells,CD74,777,0.8769927102415025,1.0557266971300208,393,50.57915057915058
Normal,T cells,gamma delta T cells,HLA-DRA,777,0.2073054624512974,0.0,104,13.384813384813384
Normal,T cells,gamma delta T cells,CLDN1,777,0.0,0.0,0,0.0
Normal,T cells,gamma delta T cells,CLDN2,777,0.0,0.0,0,0.0
Normal,T cells,gamma delta T cells,CLDN3,777,0.0783758079982221,0.0,41,5.276705276705277
Normal,T cells,gamma delta T cells,CLDN4,777,0.14552624290335311,0.0,79,10.167310167310168
Normal,T cells,gamma delta T cells,CLDN7,777,0.08701796695867443,0.0,45,5.7915057915057915
Normal,T cells,gamma delta T cells,CLDN18,777,0.0,0.0,0,0.0
Normal,T cells,gamma delta T cells,OCLN,777,0.009664372492633291,0.0,5,0.6435006435006435
Normal,T cells,gamma delta T cells,TJP1,777,0.0016164563480666524,0.0,1,0.1287001287001287
Normal,T cells,gamma delta T cells,CDH1,777,0.0016955069248008024,0.0,1,0.1287001287001287
Normal,T cells,gamma delta T cells,EPCAM,777,0.04546972945920791,0.0,24,3.088803088803089
Normal,T cells,gamma delta T cells,VIM,777,1.8152097474728213,2.0142244328448635,586,75.41827541827541
