class,cell_type,cell_subtype,gene,n_cells,mean_log_normalized,median_log_normalized,positive_cells,positive_percent
Normal,Myeloids,Pro-inflammatory,CLDN1,74,0.0,0.0,0,0.0
Normal,Myeloids,Pro-inflammatory,CLDN2,74,0.0,0.0,0,0.0
Normal,Myeloids,Pro-inflammatory,CLDN3,74,0.07396362610298464,0.0,5,6.756756756756757
Normal,Myeloids,Pro-inflammatory,CLDN4,74,0.134108505528788,0.0,8,10.81081081081081
Normal,Myeloids,Pro-inflammatory,CLDN7,74,0.04857909668426214,0.0,3,4.054054054054054
Normal,Myeloids,Pro-inflammatory,CLDN18,74,0.0,0.0,0,0.0
Normal,Myeloids,Pro-inflammatory,OCLN,74,0.0,0.0,0,0.0
Normal,Myeloids,Pro-inflammatory,TJP1,74,0.014546582497839232,0.0,1,1.3513513513513513
Normal,Myeloids,Pro-inflammatory,CDH1,74,0.0458514976009913,0.0,2,2.7027027027027026
Normal,Myeloids,Pro-inflammatory,EPCAM,74,0.033215622645117,0.0,3,4.054054054054054
Normal,Myeloids,Pro-inflammatory,VIM,74,2.684387872653913,2.9503193220700314,69,93.24324324324324
Normal,Myeloids,Pro-inflammatory,ZEB1,74,0.013840013984809427,0.0,1,1.3513513513513513
Normal,Myeloids,Pro-inflammatory,SNAI1,74,0.06114091316626345,0.0,5,6.756756756756757
Normal,Myeloids,Pro-inflammatory,SNAI2,74,0.0,0.0,0,0.0
Normal,Myeloids,Pro-inflammatory,TWIST1,74,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,FAP,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,COL1A1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,COL1A2,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,COL3A1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,FN1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,POSTN,6,0.07087160571573081,0.0,1,16.666666666666664
Normal,Myeloids,Proliferating,ACTA2,6,0.16045962727229915,0.0,1,16.666666666666664
Normal,Myeloids,Proliferating,TAGLN,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,CXCL12,6,0.21924649903270796,0.0,2,33.33333333333333
Normal,Myeloids,Proliferating,CCL2,6,0.6193126265293433,0.45586253558502354,4,66.66666666666666
Normal,Myeloids,Proliferating,CD74,6,4.759364523206739,4.8531022175441585,6,100.0
Normal,Myeloids,Proliferating,HLA-DRA,6,4.4251196377360715,4.52717540533107,6,100.0
Normal,Myeloids,Proliferating,CLDN1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,CLDN2,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,CLDN3,6,0.15195417852834117,0.0,2,33.33333333333333
Normal,Myeloids,Proliferating,CLDN4,6,0.4778509724605618,0.4144917786602928,3,50.0
Normal,Myeloids,Proliferating,CLDN7,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,CLDN18,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,OCLN,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,TJP1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,CDH1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,EPCAM,6,0.4027451403281333,0.45586253558502354,4,66.66666666666666
Normal,Myeloids,Proliferating,VIM,6,3.260371472442479,3.377906297648277,6,100.0
Normal,Myeloids,Proliferating,ZEB1,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,SNAI1,6,0.21924649903270796,0.0,2,33.33333333333333
Normal,Myeloids,Proliferating,SNAI2,6,0.0,0.0,0,0.0
Normal,Myeloids,Proliferating,TWIST1,6,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,FAP,156,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,COL1A1,156,0.04650283344706184,0.0,7,4.487179487179487
Normal,Myeloids,SPP1+,COL1A2,156,0.07914362151665702,0.0,10,6.41025641025641
Normal,Myeloids,SPP1+,COL3A1,156,0.016440663826150993,0.0,4,2.564102564102564
Normal,Myeloids,SPP1+,FN1,156,0.04502205173942702,0.0,5,3.205128205128205
Normal,Myeloids,SPP1+,POSTN,156,0.002809053554414708,0.0,1,0.641025641025641
Normal,Myeloids,SPP1+,ACTA2,156,0.03675915631122453,0.0,7,4.487179487179487
Normal,Myeloids,SPP1+,TAGLN,156,0.08915020218424033,0.0,12,7.6923076923076925
Normal,Myeloids,SPP1+,CXCL12,156,0.28748376090327643,0.0,36,23.076923076923077
Normal,Myeloids,SPP1+,CCL2,156,1.2464547830490404,0.0,75,48.07692307692308
Normal,Myeloids,SPP1+,CD74,156,4.597287047048397,4.629306643426025,156,100.0
Normal,Myeloids,SPP1+,HLA-DRA,156,4.436321891747912,4.514348671353246,156,100.0
Normal,Myeloids,SPP1+,CLDN1,156,0.015988274489409038,0.0,2,1.282051282051282
Normal,Myeloids,SPP1+,CLDN2,156,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,CLDN3,156,0.15103922390434477,0.0,19,12.179487179487179
Normal,Myeloids,SPP1+,CLDN4,156,0.1862626624225692,0.0,27,17.307692307692307
Normal,Myeloids,SPP1+,CLDN7,156,0.10051905499665571,0.0,14,8.974358974358974
Normal,Myeloids,SPP1+,CLDN18,156,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,OCLN,156,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,TJP1,156,0.011346227266470577,0.0,1,0.641025641025641
Normal,Myeloids,SPP1+,CDH1,156,0.0364690664026404,0.0,4,2.564102564102564
Normal,Myeloids,SPP1+,EPCAM,156,0.09074317640435244,0.0,12,7.6923076923076925
Normal,Myeloids,SPP1+,VIM,156,2.381192175482936,2.5304105720550547,141,90.38461538461539
Normal,Myeloids,SPP1+,ZEB1,156,0.0061219192938268855,0.0,1,0.641025641025641
Normal,Myeloids,SPP1+,SNAI1,156,0.07736912583811417,0.0,12,7.6923076923076925
Normal,Myeloids,SPP1+,SNAI2,156,0.0,0.0,0,0.0
Normal,Myeloids,SPP1+,TWIST1,156,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,FAP,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,COL1A1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,COL1A2,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,COL3A1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,FN1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,POSTN,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,ACTA2,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,TAGLN,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CXCL12,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CCL2,4,0.24255628411837526,0.0,1,25.0
Normal,Myeloids,Unknown,CD74,4,3.869048245206329,3.5193650633831077,4,100.0
Normal,Myeloids,Unknown,HLA-DRA,4,3.6369136273307836,3.394214574590057,4,100.0
Normal,Myeloids,Unknown,CLDN1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CLDN2,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CLDN3,4,0.14993226392941328,0.0,1,25.0
Normal,Myeloids,Unknown,CLDN4,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CLDN7,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CLDN18,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,OCLN,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,TJP1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,CDH1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,EPCAM,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,VIM,4,3.0364627674050944,3.0621010462807354,4,100.0
Normal,Myeloids,Unknown,ZEB1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,SNAI1,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,SNAI2,4,0.0,0.0,0,0.0
Normal,Myeloids,Unknown,TWIST1,4,0.0,0.0,0,0.0
Normal,Myeloids,cDC,FAP,129,0.0,0.0,0,0.0
Normal,Myeloids,cDC,COL1A1,129,0.01227124300988842,0.0,3,2.3255813953488373
Normal,Myeloids,cDC,COL1A2,129,0.05134661157688552,0.0,7,5.426356589147287
Normal,Myeloids,cDC,COL3A1,129,0.042590928427704115,0.0,7,5.426356589147287
Normal,Myeloids,cDC,FN1,129,0.02741659099925428,0.0,5,3.875968992248062
Normal,Myeloids,cDC,POSTN,129,0.0,0.0,0,0.0
Normal,Myeloids,cDC,ACTA2,129,0.039604410964274486,0.0,6,4.651162790697675
Normal,Myeloids,cDC,TAGLN,129,0.06429519263920154,0.0,12,9.30232558139535
Normal,Myeloids,cDC,CXCL12,129,0.02249585937523802,0.0,4,3.10077519379845
Normal,Myeloids,cDC,CCL2,129,0.22229909306531095,0.0,30,23.25581395348837
Normal,Myeloids,cDC,CD74,129,5.217431440393438,5.248220129938512,129,100.0
Normal,Myeloids,cDC,HLA-DRA,129,5.059773986304375,5.061860332615522,129,100.0
Normal,Myeloids,cDC,CLDN1,129,0.008013578716791231,0.0,1,0.7751937984496124
Normal,Myeloids,cDC,CLDN2,129,0.0,0.0,0,0.0
Normal,Myeloids,cDC,CLDN3,129,0.11759660270995799,0.0,21,16.27906976744186
Normal,Myeloids,cDC,CLDN4,129,0.17203367871853675,0.0,26,20.155038759689923
Normal,Myeloids,cDC,CLDN7,129,0.04650383157252051,0.0,8,6.2015503875969
Normal,Myeloids,cDC,CLDN18,129,0.0,0.0,0,0.0
Normal,Myeloids,cDC,OCLN,129,0.0038860754678614485,0.0,1,0.7751937984496124
Normal,Myeloids,cDC,TJP1,129,0.01072094031910538,0.0,2,1.550387596899225
Normal,Myeloids,cDC,CDH1,129,0.016211468125976673,0.0,3,2.3255813953488373
Normal,Myeloids,cDC,EPCAM,129,0.04812350429433333,0.0,8,6.2015503875969
Normal,Myeloids,cDC,VIM,129,3.1916363741004448,3.250912943124212,128,99.2248062015504
Normal,Myeloids,cDC,ZEB1,129,0.030292300914927617,0.0,6,4.651162790697675
Normal,Myeloids,cDC,SNAI1,129,0.09357539231419867,0.0,13,10.077519379844961
Normal,Myeloids,cDC,SNAI2,129,0.0,0.0,0,0.0
Normal,Myeloids,cDC,TWIST1,129,0.0,0.0,0,0.0
Normal,Stromal cells,Enteric glial cells,FAP,282,0.0,0.0,0,0.0
Normal,Stromal cells,Enteric glial cells,COL1A1,282,1.4125149569234332,1.7831202599534235,185,65.60283687943263
Normal,Stromal cells,Enteric glial cells,COL1A2,282,1.9831432273943823,2.2713864676066393,226,80.1418439716312
Normal,Stromal cells,Enteric glial cells,COL3A1,282,0.9128142841229009,0.0,130,46.09929078014184
Normal,Stromal cells,Enteric glial cells,FN1,282,0.25418705667409613,0.0,50,17.73049645390071
Normal,Stromal cells,Enteric glial cells,POSTN,282,0.01635520873372813,0.0,4,1.4184397163120568
Normal,Stromal cells,Enteric glial cells,ACTA2,282,0.1271240056687603,0.0,27,9.574468085106384
Normal,Stromal cells,Enteric glial cells,TAGLN,282,0.09144844546964875,0.0,18,6.382978723404255
Normal,Stromal cells,Enteric glial cells,CXCL12,282,0.41827831363301987,0.0,77,27.30496453900709
Normal,Stromal cells,Enteric glial cells,CCL2,282,2.5134808740085526,2.671888574122737,199,70.56737588652481
Normal,Stromal cells,Enteric glial cells,CD74,282,1.832918145521432,2.0727978800690168,190,67.37588652482269
Normal,Stromal cells,Enteric glial cells,HLA-DRA,282,1.4056206825721738,1.5476219624639724,159,56.38297872340425
Normal,Stromal cells,Enteric glial cells,CLDN1,282,0.0,0.0,0,0.0
Normal,Stromal cells,Enteric glial cells,CLDN2,282,0.0,0.0,0,0.0
Normal,Stromal cells,Enteric glial cells,CLDN3,282,0.13143314676645848,0.0,27,9.574468085106384
Normal,Stromal cells,Enteric glial cells,CLDN4,282,0.1315481972113454,0.0,28,9.929078014184398
Normal,Stromal cells,Enteric glial cells,CLDN7,282,0.04520233747313098,0.0,10,3.546099290780142
Normal,Stromal cells,Enteric glial cells,CLDN18,282,0.0,0.0,0,0.0
Normal,Stromal cells,Enteric glial cells,OCLN,282,0.0492626926807455,0.0,10,3.546099290780142
Normal,Stromal cells,Enteric glial cells,TJP1,282,0.148463852982885,0.0,33,11.702127659574469
Normal,Stromal cells,Enteric glial cells,CDH1,282,0.01049359608112305,0.0,2,0.7092198581560284
Normal,Stromal cells,Enteric glial cells,EPCAM,282,0.050958479655656995,0.0,11,3.900709219858156
Normal,Stromal cells,Enteric glial cells,VIM,282,4.012029736310549,4.099756398175103,282,100.0
Normal,Stromal cells,Enteric glial cells,ZEB1,282,0.11711509740880321,0.0,22,7.801418439716312
Normal,Stromal cells,Enteric glial cells,SNAI1,282,0.23071532392393518,0.0,48,17.02127659574468
Normal,Stromal cells,Enteric glial cells,SNAI2,282,0.0030327066133215698,0.0,1,0.3546099290780142
Normal,Stromal cells,Enteric glial cells,TWIST1,282,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,FAP,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,COL1A1,80,0.03987057101757932,0.0,4,5.0
Normal,Stromal cells,Lymphatic ECs,COL1A2,80,0.032103509215809053,0.0,4,5.0
Normal,Stromal cells,Lymphatic ECs,COL3A1,80,0.0431417942552758,0.0,5,6.25
Normal,Stromal cells,Lymphatic ECs,FN1,80,0.3988869982730264,0.0,28,35.0
Normal,Stromal cells,Lymphatic ECs,POSTN,80,0.029743838894245457,0.0,2,2.5
Normal,Stromal cells,Lymphatic ECs,ACTA2,80,0.044688114440392675,0.0,4,5.0
Normal,Stromal cells,Lymphatic ECs,TAGLN,80,0.03998730195260642,0.0,4,5.0
Normal,Stromal cells,Lymphatic ECs,CXCL12,80,0.03604631751555311,0.0,3,3.75
Normal,Stromal cells,Lymphatic ECs,CCL2,80,1.5614022251872606,1.2195440648227818,53,66.25
Normal,Stromal cells,Lymphatic ECs,CD74,80,1.4003311883186516,1.4413769462476123,66,82.5
Normal,Stromal cells,Lymphatic ECs,HLA-DRA,80,0.7732979781187803,0.6719611687555742,44,55.00000000000001
Normal,Stromal cells,Lymphatic ECs,CLDN1,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,CLDN2,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,CLDN3,80,0.08420757877534106,0.0,9,11.25
Normal,Stromal cells,Lymphatic ECs,CLDN4,80,0.12682534532539638,0.0,10,12.5
Normal,Stromal cells,Lymphatic ECs,CLDN7,80,0.026807438829683727,0.0,3,3.75
Normal,Stromal cells,Lymphatic ECs,CLDN18,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,OCLN,80,0.05610574916003257,0.0,3,3.75
Normal,Stromal cells,Lymphatic ECs,TJP1,80,0.49783343400648816,0.0,36,45.0
Normal,Stromal cells,Lymphatic ECs,CDH1,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,EPCAM,80,0.034754621603984036,0.0,4,5.0
Normal,Stromal cells,Lymphatic ECs,VIM,80,3.8397789821124966,3.857775684992677,80,100.0
Normal,Stromal cells,Lymphatic ECs,ZEB1,80,0.21686682750819894,0.0,16,20.0
Normal,Stromal cells,Lymphatic ECs,SNAI1,80,0.0,0.0,0,0.0
Normal,Stromal cells,Lymphatic ECs,SNAI2,80,0.07249033061896339,0.0,6,7.5
Normal,Stromal cells,Lymphatic ECs,TWIST1,80,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,FAP,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,COL1A1,9,0.7053523831763601,0.0,2,22.22222222222222
Normal,Stromal cells,Myofibroblasts,COL1A2,9,0.704649257638288,0.0,3,33.33333333333333
Normal,Stromal cells,Myofibroblasts,COL3A1,9,1.636482586842006,2.02537432040956,6,66.66666666666666
Normal,Stromal cells,Myofibroblasts,FN1,9,0.24492971831651106,0.0,1,11.11111111111111
Normal,Stromal cells,Myofibroblasts,POSTN,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,ACTA2,9,3.55479949856743,3.307464903999448,8,88.88888888888889
Normal,Stromal cells,Myofibroblasts,TAGLN,9,2.861573668937857,4.2195323378414855,6,66.66666666666666
Normal,Stromal cells,Myofibroblasts,CXCL12,9,0.7125861984267957,0.0,3,33.33333333333333
Normal,Stromal cells,Myofibroblasts,CCL2,9,1.1924633574553176,0.0,3,33.33333333333333
Normal,Stromal cells,Myofibroblasts,CD74,9,0.4410972792584454,0.0,2,22.22222222222222
Normal,Stromal cells,Myofibroblasts,HLA-DRA,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN1,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN2,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN3,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN4,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN7,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,CLDN18,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,OCLN,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,TJP1,9,0.22632021414011558,0.0,1,11.11111111111111
Normal,Stromal cells,Myofibroblasts,CDH1,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,EPCAM,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,VIM,9,3.1207235615917317,3.307464903999448,9,100.0
Normal,Stromal cells,Myofibroblasts,ZEB1,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,SNAI1,9,0.0,0.0,0,0.0
Normal,Stromal cells,Myofibroblasts,SNAI2,9,0.28344802975497585,0.0,1,11.11111111111111
Normal,Stromal cells,Myofibroblasts,TWIST1,9,0.0,0.0,0,0.0
Normal,Stromal cells,Pericytes,FAP,92,0.0,0.0,0,0.0
Normal,Stromal cells,Pericytes,COL1A1,92,1.3577338480225314,1.533570843041122,59,64.13043478260869
Normal,Stromal cells,Pericytes,COL1A2,92,1.7067308309706577,1.9808874115574775,73,79.34782608695652
Normal,Stromal cells,Pericytes,COL3A1,92,1.70411868843848,1.9920564599279165,69,75.0
Normal,Stromal cells,Pericytes,FN1,92,0.35355934803771955,0.0,21,22.82608695652174
Normal,Stromal cells,Pericytes,POSTN,92,0.02271030502046335,0.0,1,1.0869565217391304
Normal,Stromal cells,Pericytes,ACTA2,92,2.9593080650366566,3.0205712033294123,80,86.95652173913044
Normal,Stromal cells,Pericytes,TAGLN,92,2.299026513655276,2.5713759982624573,69,75.0
Normal,Stromal cells,Pericytes,CXCL12,92,0.6118969624993611,0.0,32,34.78260869565217
Normal,Stromal cells,Pericytes,CCL2,92,2.4949904997211907,2.6359999844400086,61,66.30434782608695
Normal,Stromal cells,Pericytes,CD74,92,0.28261752742106777,0.0,18,19.565217391304348
Normal,Stromal cells,Pericytes,HLA-DRA,92,0.18752370631092194,0.0,12,13.043478260869565
Normal,Stromal cells,Pericytes,CLDN1,92,0.018228736005209013,0.0,1,1.0869565217391304
Normal,Stromal cells,Pericytes,CLDN2,92,0.0,0.0,0,0.0
Normal,Stromal cells,Pericytes,CLDN3,92,0.08296658613273637,0.0,5,5.434782608695652
Normal,Stromal cells,Pericytes,CLDN4,92,0.04066955827806676,0.0,3,3.260869565217391
Normal,Stromal cells,Pericytes,CLDN7,92,0.06473453108814546,0.0,5,5.434782608695652
Normal,Stromal cells,Pericytes,CLDN18,92,0.0,0.0,0,0.0
Normal,Stromal cells,Pericytes,OCLN,92,0.055942822740592375,0.0,3,3.260869565217391
Normal,Stromal cells,Pericytes,TJP1,92,0.33016931927806265,0.0,21,22.82608695652174
Normal,Stromal cells,Pericytes,CDH1,92,0.016645310975048445,0.0,1,1.0869565217391304
Normal,Stromal cells,Pericytes,EPCAM,92,0.040181696031491236,0.0,3,3.260869565217391
Normal,Stromal cells,Pericytes,VIM,92,3.037589724862127,3.195777837698608,89,96.73913043478261
Normal,Stromal cells,Pericytes,ZEB1,92,0.06860985152310643,0.0,5,5.434782608695652
Normal,Stromal cells,Pericytes,SNAI1,92,0.13809452352390644,0.0,9,9.782608695652174
Normal,Stromal cells,Pericytes,SNAI2,92,0.26576604366808015,0.0,19,20.652173913043477
Normal,Stromal cells,Pericytes,TWIST1,92,0.014675061448137128,0.0,2,2.1739130434782608
Normal,Stromal cells,Smooth muscle cells,FAP,123,0.0,0.0,0,0.0
Normal,Stromal cells,Smooth muscle cells,COL1A1,123,0.5274389038893448,0.0,46,37.39837398373984
Normal,Stromal cells,Smooth muscle cells,COL1A2,123,0.4622836649391212,0.0,41,33.33333333333333
Normal,Stromal cells,Smooth muscle cells,COL3A1,123,0.3501588835472754,0.0,33,26.82926829268293
Normal,Stromal cells,Smooth muscle cells,FN1,123,0.6319341028098503,0.0,47,38.21138211382114
Normal,Stromal cells,Smooth muscle cells,POSTN,123,0.05964824388614871,0.0,5,4.0650406504065035
Normal,Stromal cells,Smooth muscle cells,ACTA2,123,4.15759830421053,4.207775869521087,122,99.1869918699187
Normal,Stromal cells,Smooth muscle cells,TAGLN,123,4.745766534308745,4.855185022003571,123,100.0
Normal,Stromal cells,Smooth muscle cells,CXCL12,123,0.38840851119596165,0.0,30,24.390243902439025
Normal,Stromal cells,Smooth muscle cells,CCL2,123,1.5394312370353385,0.7809620773049205,62,50.40650406504065
Normal,Stromal cells,Smooth muscle cells,CD74,123,0.18767768364342485,0.0,20,16.260162601626014
Normal,Stromal cells,Smooth muscle cells,HLA-DRA,123,0.09801131338541036,0.0,12,9.75609756097561
Normal,Stromal cells,Smooth muscle cells,CLDN1,123,0.018394785829147244,0.0,2,1.6260162601626018
Normal,Stromal cells,Smooth muscle cells,CLDN2,123,0.0,0.0,0,0.0
Normal,Stromal cells,Smooth muscle cells,CLDN3,123,0.12311970740246117,0.0,14,11.38211382113821
Normal,Stromal cells,Smooth muscle cells,CLDN4,123,0.17948994905205953,0.0,19,15.447154471544716
Normal,Stromal cells,Smooth muscle cells,CLDN7,123,0.027869229166426413,0.0,3,2.4390243902439024
Normal,Stromal cells,Smooth muscle cells,CLDN18,123,0.0,0.0,0,0.0
Normal,Stromal cells,Smooth muscle cells,OCLN,123,0.0,0.0,0,0.0
Normal,Stromal cells,Smooth muscle cells,TJP1,123,0.2052936371362665,0.0,21,17.073170731707318
Normal,Stromal cells,Smooth muscle cells,CDH1,123,0.015511867097866056,0.0,2,1.6260162601626018
Normal,Stromal cells,Smooth muscle cells,EPCAM,123,0.05833980473040202,0.0,7,5.691056910569105
Normal,Stromal cells,Smooth muscle cells,VIM,123,3.591627472832179,3.6819649432942887,123,100.0
Normal,Stromal cells,Smooth muscle cells,ZEB1,123,0.3134765945899873,0.0,33,26.82926829268293
Normal,Stromal cells,Smooth muscle cells,SNAI1,123,0.05195348617610331,0.0,5,4.0650406504065035
Normal,Stromal cells,Smooth muscle cells,SNAI2,123,0.11126432826897227,0.0,12,9.75609756097561
Normal,Stromal cells,Smooth muscle cells,TWIST1,123,0.0,0.0,0,0.0
Normal,Stromal cells,Stalk-like ECs,FAP,96,0.051042087781581535,0.0,8,8.333333333333332
Normal,Stromal cells,Stalk-like ECs,COL1A1,96,0.0881417219741395,0.0,10,10.416666666666668
Normal,Stromal cells,Stalk-like ECs,COL1A2,96,0.15819117390236867,0.0,15,15.625
Normal,Stromal cells,Stalk-like ECs,COL3A1,96,0.11159353068444351,0.0,14,14.583333333333334
Normal,Stromal cells,Stalk-like ECs,FN1,96,0.1961453424259937,0.0,19,19.791666666666664
Normal,Stromal cells,Stalk-like ECs,POSTN,96,0.5518378743905578,0.0,43,44.79166666666667
Normal,Stromal cells,Stalk-like ECs,ACTA2,96,0.2724305650374435,0.0,14,14.583333333333334
Normal,Stromal cells,Stalk-like ECs,TAGLN,96,0.21788284266207145,0.0,20,20.833333333333336
Normal,Stromal cells,Stalk-like ECs,CXCL12,96,0.10025091282263231,0.0,10,10.416666666666668
Normal,Stromal cells,Stalk-like ECs,CCL2,96,2.6963560660689416,3.0713831812116767,83,86.45833333333334
Normal,Stromal cells,Stalk-like ECs,CD74,96,3.4391284977333947,3.489464695835536,96,100.0
Normal,Stromal cells,Stalk-like ECs,HLA-DRA,96,2.4690151045515143,2.446731825639074,94,97.91666666666666
Normal,Stromal cells,Stalk-like ECs,CLDN1,96,0.0,0.0,0,0.0
Normal,Stromal cells,Stalk-like ECs,CLDN2,96,0.0,0.0,0,0.0
Normal,Stromal cells,Stalk-like ECs,CLDN3,96,0.08304225345562194,0.0,12,12.5
Normal,Stromal cells,Stalk-like ECs,CLDN4,96,0.13106732992316497,0.0,18,18.75
Normal,Stromal cells,Stalk-like ECs,CLDN7,96,0.054851895012003236,0.0,9,9.375
Normal,Stromal cells,Stalk-like ECs,CLDN18,96,0.0,0.0,0,0.0
Normal,Stromal cells,Stalk-like ECs,OCLN,96,0.09169253819356626,0.0,14,14.583333333333334
Normal,Stromal cells,Stalk-like ECs,TJP1,96,0.6279392431584305,0.6586425477243382,61,63.541666666666664
Normal,Stromal cells,Stalk-like ECs,CDH1,96,0.007337319160101818,0.0,2,2.083333333333333
Normal,Stromal cells,Stalk-like ECs,EPCAM,96,0.048057835857220704,0.0,8,8.333333333333332
Normal,Stromal cells,Stalk-like ECs,VIM,96,3.047972806021871,3.0926332286444778,95,98.95833333333334
Normal,Stromal cells,Stalk-like ECs,ZEB1,96,0.41238145255565417,0.0,44,45.83333333333333
Normal,Stromal cells,Stalk-like ECs,SNAI1,96,0.35831525317232255,0.0,36,37.5
Normal,Stromal cells,Stalk-like ECs,SNAI2,96,0.08683068408540943,0.0,13,13.541666666666666
Normal,Stromal cells,Stalk-like ECs,TWIST1,96,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 1,FAP,972,0.0018173306035895215,0.0,2,0.205761316872428
Normal,Stromal cells,Stromal 1,COL1A1,972,2.1524698753388685,2.301764261159372,900,92.5925925925926
Normal,Stromal cells,Stromal 1,COL1A2,972,2.5314557661267885,2.694322587743274,918,94.44444444444444
Normal,Stromal cells,Stromal 1,COL3A1,972,2.635527144136748,2.8150048864981136,915,94.1358024691358
Normal,Stromal cells,Stromal 1,FN1,972,1.3394100073916662,1.3380932801335566,655,67.38683127572016
Normal,Stromal cells,Stromal 1,POSTN,972,0.661026203496031,0.0,360,37.03703703703704
Normal,Stromal cells,Stromal 1,ACTA2,972,0.5695333557872478,0.0,371,38.168724279835395
Normal,Stromal cells,Stromal 1,TAGLN,972,0.3720339652168728,0.0,219,22.530864197530864
Normal,Stromal cells,Stromal 1,CXCL12,972,1.452671894180467,1.6096779988698287,746,76.74897119341564
Normal,Stromal cells,Stromal 1,CCL2,972,3.360369637299562,3.6443312073769745,922,94.8559670781893
Normal,Stromal cells,Stromal 1,CD74,972,0.6547418368164626,0.0,451,46.39917695473251
Normal,Stromal cells,Stromal 1,HLA-DRA,972,0.2340674283916207,0.0,196,20.16460905349794
Normal,Stromal cells,Stromal 1,CLDN1,972,0.0,0.0,0,0.0
Normal,Stromal cells,Stromal 1,CLDN2,972,0.00116339491971237,0.0,1,0.102880658436214
Normal,Stromal cells,Stromal 1,CLDN3,972,0.09597956893161746,0.0,91,9.362139917695474
Normal,Stromal cells,Stromal 1,CLDN4,972,0.14941450024029604,0.0,141,14.506172839506174
Normal,Stromal cells,Stromal 1,CLDN7,972,0.03425775985420502,0.0,36,3.7037037037037033
