"model_id","subset","outcome","term","estimate","std_error","df","statistic","p_value","ci_low","ci_high","icc"
"B2_candidate_SASP_adjusted","all_cells_including_normal","SASP_mean","MKI67",0.0220885525388245,0.00347054883681849,21982.001685854,6.36457044041296,0.000000000199703269420646,0.0152862768186603,0.0288908282589888,0.207495894854039
"B2_candidate_MKI67","all_cells_including_normal","MKI67","(Intercept)",0.143418184221196,0.0111575524224522,24.2556305928568,12.8539108570619,0.00000000000254288213468968,0.121549381473189,0.165286986969202,0.0229644009507836
"B2_candidate_MKI67","all_cells_including_normal","MKI67","compartmentFibroblast",-0.133663090939601,0.00702027043279932,19096.3015275764,-19.0395928788036,0.00000000000000000000000000000000000000000000000000000000000000000000000000000004423797189648,-0.147422820987888,-0.119903360891314,0.0229644009507836
"B2_class_adjusted","all_cells_including_normal","SenMayo_mean","(Intercept)",0.174548812491937,0.00679187208883912,26.7573910523968,25.6996613317803,0.0000000000000000000215171912025107,0.161236743197812,0.187860881786061,0.1490759331434
"B2_class_adjusted","all_cells_including_normal","SenMayo_mean","compartmentFibroblast",0.162907842254872,0.00175751554584872,22000.8917066352,92.6921202146194,0,0.159463111785008,0.166352572724735,0.1490759331434
"B2_class_adjusted","all_cells_including_normal","SenMayo_mean","MKI67",0.0152404669674431,0.00150598164633402,21984.734028479,10.1199553158849,0.00000000000000000000000508691606688458,0.0122887429406285,0.0181921909942578,0.1490759331434
"B2_class_adjusted","all_cells_including_normal","SenMayo_mean","ClassTumor",0.0675794880855661,0.00198849546436652,21884.3867349776,33.985236223355,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000936551933190307,0.0636820369754078,0.0714769391957245,0.1490759331434
"B2_tumor_unadjusted","tumor_cells","SenMayo_mean","(Intercept)",0.243438260189054,0.00732202885940704,23.0657992264554,33.2473778597983,0.00000000000000000000543079174124706,0.229087083624616,0.257789436753492,0.18410481448387
"B2_tumor_unadjusted","tumor_cells","SenMayo_mean","compartmentFibroblast",0.145595048762465,0.00216136449375633,18968.7924415749,67.3625615591697,0,0.141358774354702,0.149831323170227,0.18410481448387
"B2_tumor_MKI67_adjusted","tumor_cells","SenMayo_mean","(Intercept)",0.241441919305518,0.00735532925366332,23.1150255164867,32.8254400284349,0.00000000000000000000674495320603699,0.227025473968338,0.255858364642698,0.185997786794104
"B2_tumor_MKI67_adjusted","tumor_cells","SenMayo_mean","compartmentFibroblast",0.147007044785816,0.00216263562640039,18969.07897912,67.9758730464006,0,0.142768278958071,0.151245810613561,0.185997786794104
"B2_tumor_MKI67_adjusted","tumor_cells","SenMayo_mean","MKI67",0.013439481631117,0.00150582303757958,18952.5988916538,8.92500731873463,0.000000000000000000485473953130321,0.010488068477461,0.0163908947847729,0.185997786794104
"B2_tumor_depth_adjusted","tumor_cells","SenMayo_zmean","(Intercept)",-0.790225052911544,0.0166383657335992,51.8060110442014,-47.4941509018389,0.0000000000000000000000000000000000000000000218533677265771,-0.822836249749398,-0.757613856073689,0.214698983737474
"B2_tumor_depth_adjusted","tumor_cells","SenMayo_zmean","compartmentFibroblast",0.483478828372869,0.0036740550886622,18969.9949173927,131.5926998114,0,0.476277680399092,0.490679976346647,0.214698983737474
"B2_tumor_depth_adjusted","tumor_cells","SenMayo_zmean","MKI67_z",-0.00322455528773359,0.000927774821145886,18952.2175620138,-3.47557964954359,0.000510891072371231,-0.00504299393717953,-0.00140611663828765,0.214698983737474
"B2_tumor_depth_adjusted","tumor_cells","SenMayo_zmean","log_nCount_RNA",0.0799127769977751,0.00100995450530862,18967.5388259366,79.1251255157831,0,0.0779332661673702,0.08189228782818,0.214698983737474
"B2_tumor_SASP_adjusted","tumor_cells","SASP_mean","(Intercept)",0.267428791574734,0.0177722980004641,22.9626281633748,15.0475077318505,0.000000000000220253209634078,0.232595087493824,0.302262495655644,0.207223253875031
"B2_tumor_SASP_adjusted","tumor_cells","SASP_mean","compartmentFibroblast",0.26423414726863,0.00489115068850438,18969.9309077711,54.0229005599146,0,0.254647491919161,0.273820802618099,0.207223253875031
"B2_tumor_SASP_adjusted","tumor_cells","SASP_mean","MKI67",0.0102167993453491,0.00340538759156836,18951.826793078,3.00018693045266,0.00270164721146481,0.00354223966587506,0.016891359024823,0.207223253875031
"B2_tumor_MKI67","tumor_cells","MKI67","(Intercept)",0.149495039209983,0.0131213996060579,23.9754338621795,11.3932235659498,0.0000000000367769172846099,0.123777095982109,0.175212982437856,0.0280555025260943
