test_ligand,auroc,aupr,aupr_corrected,pearson,rank,sender_mean_count,sender_positive_percent,cellchat_direct_support
CCL20,0.566600283625037,0.0237265314776647,0.00729274995028968,0.021055660273978,208,0.721830985915493,26.4084507042254,FALSE
FLRT2,0.540566600283618,0.021568732510513,0.00513495098313797,0.0210061584345138,209,0.151408450704225,13.0281690140845,FALSE
ADAM10,0.54822677007642,0.0215927518098911,0.00515897028251615,0.0206131546669983,210,0.436619718309859,32.0422535211268,FALSE
TSPAN5,0.544305902229625,0.0211397391433227,0.00470595761594767,0.020600458918959,211,0.327464788732394,22.5352112676056,FALSE
COL11A1,0.571075405274209,0.0235510233549102,0.00711724182753525,0.0205877052960889,212,3.47887323943662,67.6056338028169,FALSE
COL5A2,0.56865341171884,0.0232558726829781,0.00682209115560307,0.0205829596121103,213,9.71478873239437,94.7183098591549,FALSE
HLA-DRA,0.552476845569595,0.0225800264842826,0.00614624495690757,0.020378448545302,214,0.852112676056338,43.6619718309859,FALSE
PSAP,0.554865870579816,0.0218707592745611,0.00543697774718611,0.0203500082201581,215,7.48591549295775,93.6619718309859,FALSE
FST,0.549682164112631,0.0216150020299896,0.00518122050261461,0.0202739951471256,216,0.345070422535211,20.0704225352113,FALSE
SEMA5A,0.554253802372205,0.0218673329645654,0.00543355143719038,0.0200511597080565,217,0.366197183098592,26.056338028169,FALSE
