gene,logFC,logCPM,F,PValue,FDR
PLCH1,0.68120876588038,1.32247116944838,3.06486467762298,0.100831009566232,0.491888598242198
DFNB31,1.13601379882078,3.22393283338846,3.05973688222225,0.100908046216728,0.492039078933462
NIPAL3,0.462634876569462,3.34379928836535,3.05861141386993,0.100956872549089,0.492039078933462
EIF2AK4,-0.470254756168111,4.60065490531297,3.05782061293642,0.100980984402211,0.492039078933462
NOTCH3,0.852095151600531,0.885599772797584,3.06074890459807,0.101068641183382,0.492113156207873
HK1,0.625653411669221,4.13650755788647,3.05599465503779,0.10107561799282,0.492113156207873
FMO5,0.962982134719737,2.17791283803106,3.05556485525137,0.101193837573093,0.492354870741982
IGF1R,0.602151015059902,3.66892341859451,3.05304108064364,0.10123244342695,0.492354870741982
PHF2,0.537195316754757,2.55575872501513,3.050923892149,0.101390262728744,0.492354870741982
NOSTRIN,-0.578069993836771,4.11030486589838,3.04934323156387,0.10141908359031,0.492354870741982
RAB3B,1.81891711263812,2.5810355762582,3.05031211379049,0.101450111392572,0.492354870741982
UBE2I,-0.316064203919661,7.28301748668579,3.0483605899691,0.101456832950601,0.492354870741982
SNHG9,0.537315614991388,4.49380543110128,3.04831049119401,0.101464390895099,0.492354870741982
SLU7,-0.380188436667423,4.94959941687564,3.04800732518533,0.101478441263705,0.492354870741982
NPLOC4,0.501866643492259,4.54515153592564,3.04794086501008,0.10148287788516,0.492354870741982
CPEB3,0.956377905495427,1.41714707556043,3.05012665200692,0.101574686567679,0.492445999803189
KLHL8,-0.571983327378035,2.91362898485941,3.04698556382729,0.101581145629647,0.492445999803189
MON1A,-0.45205688967252,2.84592054953599,3.04584472530792,0.101640793230349,0.492542459490517
ANKEF1,-0.743651621303095,2.30340799044546,3.04481166844125,0.101743722295245,0.492848499984512
CAST,0.414692735051304,7.01876923456365,3.04141368469963,0.101813007506479,0.492886401325411
LAG3,0.949154314556669,1.13412568216491,3.04572717421961,0.101831102202651,0.492886401325411
DSCC1,-0.899308347860742,2.37374186323447,3.04223072587384,0.101875689147132,0.492909669747018
DESI1,-0.54605959095503,5.57620959336214,3.03882189232834,0.101948019944496,0.492969627172649
UNC50,-0.443724430700568,4.91579584556509,3.03833825139197,0.101975115573005,0.492969627172649
TMEM60,-0.422172924842898,4.40171323084287,3.03740788627337,0.102026536641615,0.492969627172649
EVX1,-1.32447457321869,0.813123119478925,3.02949295628628,0.102047219247667,0.492969627172649
RP11-390E23.6,-0.573780511202825,3.39289061091808,3.03564614669412,0.102140805375607,0.492976387158902
ZNF599,-0.853306195719609,1.46202952904921,3.0372692535818,0.102161763877684,0.492976387158902
SMARCA4,-0.441090368291198,5.94402646204099,3.0342219740208,0.102183995200957,0.492976387158902
DNM2,0.481636582343542,5.73785567129296,3.03375540770053,0.102207758745155,0.492976387158902
BRIX1,-0.618370087743075,5.71115689010707,3.03041490840587,0.102381737869031,0.493623390636251
EXO1,-1.07854426206407,0.974131204517623,3.02798098395571,0.102430603550229,0.493666903380353
TTC27,-0.567808575733421,2.78471206884857,3.02979867912811,0.102474314837942,0.493685550216538
ANKRD52,0.58278123678024,2.72780557980252,3.02794557816182,0.102559149081191,0.493902221634295
C5orf22,0.563906164750703,2.37686954690212,3.02765033755208,0.102602532381792,0.493919183660754
SLC12A6,0.586015247239119,2.14828945771309,3.02702551551594,0.102658348189391,0.493941466215667
FANCF,-0.642913730238436,3.96257465485329,3.02478805940777,0.102686887012473,0.493941466215667
ACSS2,-0.636518482643133,4.99163407557716,3.0216583895318,0.102838091113466,0.494215481410663
DCAF6,0.509583416552626,4.48950117441194,3.02126450941328,0.102859621252014,0.494215481410663
SERPINB5,1.88125188613861,6.27185869985049,3.02064855090688,0.102887345481075,0.494215481410663
HMOX2,-0.405389493679565,5.41458838134359,3.01921541017396,0.102963024328823,0.494215481410663
ELOVL7,0.988510313167,3.18226645351338,3.0191280449623,0.102997050626034,0.494215481410663
PCNXL4,0.556020028103631,3.242002111926,3.01755863399874,0.103073615609474,0.494215481410663
CDC25B,-0.761489246064893,5.22894651568177,3.01699957143959,0.103079600282376,0.494215481410663
ASPSCR1,-0.404722511687496,4.79741233193137,3.01696240650557,0.103083623657219,0.494215481410663
AC069513.4,-0.833611727083996,1.11772898453275,3.01618010133498,0.10319818130145,0.494215481410663
BCL7C,-0.46029065289433,5.59389320630508,3.01421282748681,0.103223921055016,0.494215481410663
NXPE1,1.61524754313408,1.07608389394848,3.01821588464012,0.103228312750174,0.494215481410663
VCL,0.569320265336576,5.78511543898984,3.01360461792329,0.103254316152082,0.494215481410663
FOXJ3,0.430896257528264,3.80699627352005,3.01342956102639,0.103275948630078,0.494215481410663
EPHA2,0.884467810723882,6.63421645289024,3.01208728888931,0.103333292777562,0.494215481410663
HSD17B1,-1.53695109969112,2.72594819976955,3.01385144442641,0.103342128345979,0.494215481410663
PROCR,-0.904065690214486,4.28245065630563,3.01073412347504,0.103417081807132,0.494383125259326
SKP2,-0.565978907634378,3.04250950689854,3.00996613215949,0.103491468284008,0.494542814080896
PMPCB,-0.548253611067377,5.53483416139034,3.00802103542046,0.103547984308026,0.494542814080896
HRAS,-0.474720317306614,5.12319852166744,3.00712192907331,0.103596242166649,0.494542814080896
TBXAS1,0.860842314731875,2.90106152053558,3.00763543428181,0.103610131979179,0.494542814080896
PDHB,-0.643206501385018,5.48496245492896,3.00292033845566,0.103815867357961,0.494896300467231
MEF2D,0.631554116310178,4.40995873008452,3.0028205634466,0.103825192375816,0.494896300467231
TKT,-0.551789528313113,7.94152040543116,3.00162639358744,0.103882178234549,0.494896300467231
LARP1B,0.425738114443094,4.70707663095646,3.00015623893569,0.10396309029127,0.494896300467231
NAT6,-0.659902347138718,2.50379019494716,3.00090443720561,0.10400741085749,0.494896300467231
EPS15,0.523570478618913,3.94751819398457,2.99910892930988,0.104024569139746,0.494896300467231
TOP3B,0.57899318436124,2.2278569959006,2.99853681443107,0.104139389480614,0.494896300467231
BAZ2B,0.315470208298517,4.67501224610189,2.9965706661952,0.104152935404724,0.494896300467231
SF3B1,0.292762960219215,6.1385432510699,2.99649245997754,0.104153190710893,0.494896300467231
MPST,-0.535661822316073,7.56780995510918,2.99594524113767,0.104181750657862,0.494896300467231
LEMD1,1.78325274431437,4.4433724500571,2.99499357623275,0.104240717806568,0.494896300467231
MT-ND3,0.589124280582343,11.5590394708528,2.99470842872576,0.104247099964224,0.494896300467231
SDHC,-0.36164183950696,6.85081001374564,2.99378694260042,0.104295840621701,0.494896300467231
NCL,-0.46132233823191,8.11112879325897,2.99288119528142,0.104343747887084,0.494896300467231
TRAF4,0.630166783115308,6.46555317371385,2.99280680532574,0.104347701699272,0.494896300467231
PTGFRN,0.602393972136612,3.8697096734354,2.99297986979004,0.104350329514994,0.494896300467231
NUP37,-0.619240855591528,4.95320871661042,2.99217225842193,0.104385252612007,0.494896300467231
POLR2J3,0.57449788692542,5.61945056288701,2.99141593597164,0.104421701911163,0.494896300467231
ZDHHC5,0.374490242481823,3.83549815898354,2.99123407659065,0.104443049448939,0.494896300467231
TNKS2,0.461097345878961,3.80798303167587,2.98920563537945,0.104551268905178,0.495141579886657
SNAP29,-0.387179128546052,4.78839667099054,2.98861580729583,0.104574732835395,0.495141579886657
TOPORS-AS1,0.482070288754794,3.62747240148479,2.98473557991579,0.104792348312862,0.495826090599011
ASH1L,0.385633285271997,4.96873583313195,2.98404892197813,0.104815533951417,0.495826090599011
ZBTB4,0.543173354058075,2.69578830225261,2.98443612547969,0.104846886268784,0.495826090599011
TRAPPC2,-0.444362881357797,4.04784159433519,2.98245396831345,0.104909464882527,0.495826090599011
MORC3,0.447110714333627,3.33978823616916,2.98247326786051,0.104919377737923,0.495826090599011
CCL4L2,0.94329434473414,5.00021017544481,2.98084542861112,0.104985836322819,0.49589001750947
DDX56,-0.393083758564914,5.16092088233498,2.98032462026906,0.105012945359119,0.49589001750947
PTPRD,-1.64563437540814,2.66186538871497,2.97906645353712,0.105185481493532,0.496425954072702
CASZ1,0.626655623566852,3.80190857571708,2.97689817110702,0.105206565684361,0.496425954072702
LPCAT3,0.711521064661381,4.39492214870236,2.97522818519533,0.105288905593772,0.496625363232746
IBTK,0.453039490676802,4.84636613729656,2.97321752831659,0.105393792566066,0.496778140067965
CFAP20,-0.520912479773168,4.95582361738427,2.97308943053431,0.105401479318754,0.496778140067965
MIA3,0.779361141863569,4.74092974684976,2.97169816261069,0.105475566842179,0.496938307506253
HOMER1,-0.767638544659827,3.54754926693316,2.97105035240172,0.105535477332835,0.497031584808497
SPRED1,0.545888535552895,3.29035662569801,2.96966664308209,0.105605577133759,0.497149467835934
INTS8,-0.465415773677864,3.55852164781418,2.96760228484232,0.105715798164976,0.497149467835934
FGFBP1,-1.48409933182026,5.87472522239798,2.9667732514554,0.105739335401636,0.497149467835934
CNBP,-0.345888490333711,7.81986551122986,2.96504840062655,0.105829305277736,0.497149467835934
HOXA10,-0.564500253909817,5.12800668212227,2.96496578707646,0.105836626918379,0.497149467835934
QRSL1,-0.580411507678431,3.73792019692654,2.96520290784551,0.105840689157499,0.497149467835934
MED20,-0.475054239543375,2.59785429442106,2.96620863281959,0.105841360354386,0.497149467835934
HADHB,-0.3750677557631,5.76824119797163,2.96279253156767,0.105951521058178,0.49715412920118
FAM207A,-0.582078795039273,5.59312074886684,2.96269775655428,0.105957688584991,0.49715412920118
EHBP1L1,0.690652758647236,3.63810352140614,2.96286037956013,0.105962719330185,0.49715412920118
APTX,-0.417823794232165,4.36330730838746,2.96014757556618,0.106101892529658,0.497477087279251
SNX7,-0.578550631264125,4.95612459394296,2.95988166685108,0.106111850672186,0.497477087279251
DDX18,-0.431512346026346,6.60004367159484,2.95868069496142,0.106173088317992,0.497518530426838
PIGC,-0.50996486997752,4.72188293535498,2.95827067884673,0.106200993703413,0.497518530426838
BAK1,0.399179651453912,4.91028774037194,2.955748048832,0.106334506376816,0.497669509870622
OCEL1,0.59933600678702,4.10462940554417,2.955767908621,0.106338951408278,0.497669509870622
HNRNPA3,-0.364626047160134,7.99512541462291,2.95533559791693,0.106353713351417,0.497669509870622
NUDT12,-0.586619900165801,2.45369434506878,2.95507790075859,0.106456779210937,0.497963741488379
TUBB,-0.558519089734941,8.00221569236467,2.95119311960744,0.106578325721008,0.498100841372236
PHF21A,0.462608310923992,2.16351829058754,2.95266116803218,0.106599776396917,0.498100841372236
SPG21,-0.350138867304211,6.2097117863575,2.95006740883846,0.1066398118559,0.498100841372236
PGM2,-0.470503938173885,3.7961751977082,2.94945342384429,0.106690189983812,0.498100841372236
TARBP2,-0.426149306141383,3.92488508632804,2.94875617475972,0.10672547412761,0.498100841372236
FAM229B,1.01635347306291,2.07198358567907,2.95045685646046,0.106738150559644,0.498100841372236
PPP1R14A,-1.55036830134172,1.89262452016363,2.94919321222039,0.106785405837546,0.498100841372236
VPS33B,-0.484558954578152,2.14102449037231,2.94907046886147,0.106807677792433,0.498100841372236
CTSV,-1.08144438639617,3.72646215252403,2.94317374421719,0.107043214821408,0.498230593073038
ZNF487,-0.639494369081016,2.3376336880437,2.94413407885294,0.107062299230817,0.498230593073038
RP11-489E7.4,0.821540943298107,2.30222323339744,2.94327030566476,0.107098772488009,0.498230593073038
PREB,-0.383917998914982,4.98567176309722,2.94108868520074,0.107132153468039,0.498230593073038
TBC1D2,0.703594475186438,2.9724701873541,2.94117050319031,0.107163471385979,0.498230593073038
BTBD16,-1.10376898638829,1.04556444683491,2.93948426499303,0.107165525932853,0.498230593073038
EGFL7,-1.43225481209581,4.00486374543816,2.94077909897831,0.107172121348486,0.498230593073038
TSEN2,-0.595000884163713,2.6944199197706,2.94117106729102,0.10719407133007,0.498230593073038
MYADM,0.876125190049644,6.3133692492885,2.93983068548815,0.1071973820622,0.498230593073038
EPS8L1,1.16141877720579,5.38227383748109,2.93465969131191,0.107482227887497,0.499367186259458
ZNF69,-0.776114394786407,1.56138292130507,2.93473117162103,0.10762389790866,0.499704058191885
TNFAIP6,1.10949912328581,1.19867438748231,2.93615494971423,0.10763539111566,0.499704058191885
GMPPB,0.430741384594225,4.5175033891602,2.92997814765618,0.10774225979621,0.499966143118368
GNG10,0.678856000098005,0.892499728819258,2.9337579540308,0.107772542028017,0.499966143118368
ABHD17B,0.589628784589383,4.16848623311073,2.92753156562784,0.107880057065497,0.500277614932102
TCAIM,-0.334239021892936,4.02334028825026,2.92669487423745,0.107930738981399,0.500325397201089
TTI1,-0.640495069594383,2.58026349959836,2.92687551360315,0.107988938678626,0.500407980241903
PKN2,0.465165139446515,5.03909688051897,2.92440737322451,0.108047692714598,0.500493069318351
DUS4L,-0.594541978292707,2.8241773614805,2.9238894959822,0.108134169826047,0.500706464243104
MDH1,-0.609843568580684,6.57114264464423,2.91905844621407,0.108340646689392,0.501475141250751
LINC01207,1.46976444715202,5.23156721990102,2.91461683894989,0.108588686152616,0.502435552694945
ERAP2,1.31315876484028,3.7328694556731,2.91237069521688,0.108728220665725,0.502893386438594
H2AFJ,-1.12112070512206,7.85235029815023,2.91053185323448,0.108813725038742,0.503039029042635
RPS2,-0.414874416797347,12.8322523564199,2.91004358206724,0.108840903628707,0.503039029042635
IQGAP1,0.495198209431535,6.30039934518509,2.90810156779644,0.108949135051975,0.503305026235178
XXbac-BPG32J3.19,-2.60353323238797,5.26494411617425,2.90785818613062,0.108979693760712,0.503305026235178
MCOLN1,0.409986000014474,3.04238948616364,2.9069702438857,0.109047314705311,0.503429685735286
PAICS,-0.668799865452973,6.23155264036021,2.90068093226179,0.109364138031852,0.504668026755776
ZNF248,-0.523909707125654,1.66106013178977,2.90286157639752,0.109397007494634,0.504668026755776
OTUD3,0.497919668197071,2.96024352145427,2.89992338145883,0.109445803802128,0.504705230707915
CHMP4C,-0.385472317485479,5.15539991263262,2.89748643900108,0.109545016046115,0.504738181853051
TKFC,-0.751142031500546,4.0760881688996,2.89753645601222,0.109554562315919,0.504738181853051
C1orf106,0.773786521527917,5.67178519444518,2.89603568376909,0.109625027154647,0.504738181853051
MRPL43,-0.580941901492931,6.50800102092633,2.89594186407609,0.109629940159706,0.504738181853051
SSBP3,0.540466981695611,5.10076882042965,2.89551588161737,0.109656620575289,0.504738181853051
FDPS,-0.550433272993678,7.39567825722141,2.89329298918901,0.109778521388329,0.505111644457029
URB1-AS1,-0.486104703624603,3.0178926565139,2.89244595423011,0.109873349456204,0.505207166322582
SSSCA1,-0.437546646909341,5.61275805417094,2.89148706121757,0.109881933227023,0.505207166322582
TPSAB1,1.31982931871157,0.950987158507672,2.89484362860769,0.109921597966724,0.505207166322582
MVB12B,-0.88684235080539,2.04893510475395,2.89194407719906,0.109983221551945,0.505302965609991
SMN2,0.671499488193684,1.56297221215222,2.89173587402557,0.11004850532308,0.505415503876309
COX5A,-0.502767029881526,8.98878030205865,2.88677670458107,0.110145896724459,0.505655490948267
NUTF2,-0.465807979401381,7.05905396910109,2.88613130039736,0.110182376366744,0.505655490948267
RRM2,-0.872459284497925,5.00758678006799,2.88412998086462,0.110299770396021,0.505748341959144
COMMD9,-0.320138791405189,4.54338967984184,2.88310239308645,0.110360030221962,0.505748341959144
LAMTOR1,-0.366734201266207,6.95291114420146,2.88236037871253,0.110395743198116,0.505748341959144
MOB3A,0.375148361282638,2.60754395179024,2.88253194048465,0.110447308705539,0.505748341959144
LGALS3BP,-0.472843475862437,8.03333886952651,2.8813563326251,0.110452627918903,0.505748341959144
FAM118A,0.889035840800243,4.14977927177066,2.88097689923809,0.110481646560757,0.505748341959144
TRERF1,0.748669017918908,2.27002124758711,2.88108204154105,0.110559836375804,0.505748341959144
PHC2,0.59514672740697,4.38698743802292,2.87932323571038,0.110573834867296,0.505748341959144
GRHL2,0.614790461176279,2.91421826157167,2.87971273768186,0.110587646232634,0.505748341959144
QSOX1,1.07272345809917,6.78852914458446,2.87791806952376,0.110647738921481,0.505748341959144
NPIPA1,0.515404593698659,1.90412302841193,2.88011877482951,0.110655046323803,0.505748341959144
DENND5B,-1.09066940643418,1.74347007051247,2.87943674966789,0.110692397981858,0.505748341959144
DNAH7,1.14738890074806,0.679456882352939,2.8784317526999,0.1108140074744,0.506117348549683
MRPS35,-0.540712781707869,6.50213729597983,2.87192950734816,0.110988879726901,0.506729258915265
OXLD1,-0.416928084396721,4.92566305048843,2.86982811132778,0.111112403368504,0.507106368375372
LIPE-AS1,0.765710875696958,2.21376011030522,2.87019100638506,0.111185817659721,0.507254590066865
SHC1,0.47290817046991,4.46206020491393,2.86619055476508,0.11132178488087,0.507687978085705
PTTG1,-0.569287948359433,6.54040614044038,2.86440126326669,0.111419115707911,0.507778828437882
RP11-35G9.3,0.604109913189001,0.944909338148318,2.86854390972984,0.111423665121669,0.507778828437882
KIAA0100,0.448103445485796,3.62456479515219,2.8635342576079,0.111484672449347,0.507870064823475
SRC,0.519881015795381,4.11543974422699,2.86202462061223,0.111563434161555,0.508036608132251
MIATNB,-0.702162539898359,1.2389797163883,2.86350135137836,0.111603231969654,0.508036608132251
TTC39A,0.673542963865918,4.23136722951606,2.85995015979142,0.111681221686353,0.508204927622327
PNISR,-0.50723356771596,6.31524132764787,2.85620960293326,0.111889569530346,0.508648629134623
FXYD1,1.3085406022884,1.23964573069392,2.85992768577015,0.111908373037503,0.508648629134623
RP3-395M20.8,0.814320404392,3.02100415594685,2.85610151223817,0.111932150681938,0.508648629134623
TUBA1B,-0.545143267170346,8.88199402656144,2.85288198778127,0.112081008744193,0.508648629134623
CCDC28B,0.853364421609868,2.87125597790197,2.85352605444864,0.112089204454731,0.508648629134623
ATG9B,1.52097440577247,1.84354718269385,2.85469602797322,0.112143447842359,0.508648629134623
ZUFSP,-0.480293250842293,2.69497128264726,2.85284331045841,0.112150186624606,0.508648629134623
TPD52L2,-0.467823217451064,5.77303695228823,2.85168821086636,0.112150932253376,0.508648629134623
INPP5F,0.508257840054089,2.73685421424891,2.85199198212591,0.11218342630512,0.508648629134623
CD2,0.653898615219795,1.65496811927436,2.85346450227139,0.112216767559183,0.508648629134623
PI4KA,0.448455423243589,3.28179292262097,2.85030612458305,0.112254481445353,0.508648629134623
RP6-65G23.3,-0.656335957065822,2.06029435386774,2.85150615368173,0.1122852653616,0.508648629134623
SEC24C,0.485269161870945,3.91150519136029,2.84854943614091,0.112342118678582,0.508648629134623
PDE9A,0.886390669095804,2.8611294813026,2.84897645815665,0.112353425707486,0.508648629134623
FBXO34,0.364920386779296,4.09893147306706,2.84482980908137,0.112555864652682,0.509170209243822
AP1G1,0.376535968346201,4.18802281702246,2.84435323552023,0.112582339127575,0.509170209243822
TRAF3,0.60114324289755,3.31062854363233,2.8444690808133,0.11259191133307,0.509170209243822
CLTB,0.692215031962603,7.96682561166661,2.8399648434294,0.112829282892034,0.509906093595426
MELK,-0.501452780918867,2.83108944114852,2.84077535313093,0.112840338386789,0.509906093595426
CLDN23,1.41446788830069,4.77773086315883,2.83789079784554,0.112954776915214,0.509906093595426
TSR2,-0.529571733672533,5.10610710390226,2.83661053215269,0.11302747190454,0.509906093595426
SPEN,0.406154445427774,4.67327843818351,2.83501796742708,0.113121689959016,0.509906093595426
NME7,0.525591677477664,3.31545636854768,2.83524575213991,0.11312822018866,0.509906093595426
SP1,0.403788921614354,3.94201319062118,2.83498089935576,0.113130399774541,0.509906093595426
YPEL3,0.775962313640514,4.56563803609606,2.83483040181255,0.113133102118408,0.509906093595426
FAM220A,-0.443871603261475,2.48115218309109,2.83563716053538,0.113164345447026,0.509906093595426
GINS1,-0.71418232838833,2.1099429242365,2.83626999209682,0.113166149413883,0.509906093595426
PRRT3-AS1,-0.718451740116325,2.43087908359936,2.83348088636161,0.113302425769404,0.510134600210987
CDADC1,-0.529829436623279,3.05606360672182,2.83151458774458,0.113368211262511,0.510134600210987
CXCL13,0.976700640746496,1.65090860444935,2.83348391167457,0.113384195637724,0.510134600210987
MRPL10,-0.442755026818513,4.76482018662309,2.83008462561354,0.113410725177313,0.510134600210987
ODC1,-0.465160651883,7.73436967073271,2.82979426194042,0.113422711934571,0.510134600210987
HECTD4,0.45992440436938,3.25023767264301,2.82872076549976,0.113511554135359,0.510348935882159
LAD1,0.550723433553281,6.72130020227263,2.8261566159996,0.113635885289454,0.510722616837731
POR,-0.422001838391532,5.49379464034487,2.82311399771198,0.113816311071568,0.510743867123858
SLC25A6,-0.542381035057917,10.164414814564,2.82144104932781,0.113912924111019,0.510743867123858
HR,0.656435820272814,2.46625359747725,2.82153960159239,0.113979862863912,0.510743867123858
TRPM2-AS,-1.29274203906535,1.83344181285804,2.82218346206795,0.113989682616453,0.510743867123858
HOXA3,-0.849971067023157,2.84031068010864,2.81965819714198,0.114085587446499,0.510743867123858
NRM,0.821926766260633,2.50938697876813,2.81819269397544,0.114174950484327,0.510743867123858
CAPZB,0.358221952444103,7.34548354643253,2.81689897011955,0.114180563576461,0.510743867123858
WIPF1,0.947661094078181,1.9475262869323,2.81843688310119,0.114224952351292,0.510743867123858
HDDC3,-0.468739269005346,4.61770347736512,2.81593898180169,0.114243995012021,0.510743867123858
CTA-445C9.14,-0.766699653993665,0.830344808705758,2.81538528008759,0.114245093687579,0.510743867123858
RP11-295G20.2,0.652775618197487,4.72484045539891,2.8128310566693,0.114424418157672,0.510743867123858
TEAD3,0.465114568343394,3.19465526021617,2.81291111992632,0.114444147798362,0.510743867123858
MYC,-0.954454160924325,7.0476661470463,2.81159556687904,0.114494350567103,0.510743867123858
MIER3,0.601425193817009,3.42147710664846,2.81189743559188,0.114497686744206,0.510743867123858
WWP1,0.794705266004682,4.57908832873999,2.81046404745343,0.114565739478681,0.510743867123858
GAK,0.365296447905745,4.99586302737709,2.80805404687754,0.114707042972505,0.510743867123858
C7orf50,-0.560420428516364,6.3397879072905,2.80751171851039,0.11473645539851,0.510743867123858
RASSF6,0.621486061892196,3.95760463346041,2.80757852391828,0.114742518907474,0.510743867123858
PVRL2,0.732427992762669,6.5012685390675,2.80728592469091,0.114749524661299,0.510743867123858
XXbac-B135H6.15,0.467562822048547,2.30991412516786,2.80823925210736,0.114779299376529,0.510743867123858
PHLDB3,0.953561713854232,2.55290652477357,2.80711812159266,0.114827727672598,0.510743867123858
PTK2,0.496173904258718,4.67980495272374,2.80541367576185,0.114864564742561,0.510743867123858
MCU,0.577116863274703,4.37787567997857,2.80530769478233,0.114872924606571,0.510743867123858
FUT4,-0.494088301166818,4.0338494315863,2.80372084603473,0.114974609066191,0.510743867123858
ARNTL2,0.696955916468565,3.4996368660686,2.80355203670334,0.114990698579822,0.510743867123858
CEBPZOS,-0.411910295714026,5.12791124522232,2.80322410583742,0.114994137588569,0.510743867123858
ZSCAN21,-0.604995840755717,1.423625693577,2.8056553918618,0.115004073830937,0.510743867123858
NMI,-0.483984795685758,5.23114858053586,2.80205865552976,0.115062465104446,0.510743867123858
ZBTB48,0.454112031496614,2.49645083312864,2.8024173593524,0.115108369959775,0.510743867123858
GRN,0.42547092936269,7.20091909674812,2.8009529542126,0.115126207191308,0.510743867123858
RSF1,-0.371936585881818,5.42837181574662,2.80037324953228,0.115162535281199,0.510743867123858
MT-ATP6,-0.416957272170145,12.9878902484297,2.80029264972293,0.115165562096602,0.510743867123858
FAM195A,-0.373407448994724,6.80950018015418,2.80028077607425,0.11516628657914,0.510743867123858
HLA-DPB1,0.895137375937699,5.36444840905506,2.80029028129022,0.115167735747598,0.510743867123858
KIAA1522,0.643959879406032,4.94605004527959,2.79892850641286,0.115250067821845,0.510743867123858
ZNF823,-0.634498886888262,2.47452552181352,2.80017169087193,0.115261974497166,0.510743867123858
MESDC1,0.537497536049728,4.88393248159105,2.79859083660607,0.115270235453018,0.510743867123858
MTL5,-0.856786586858195,3.13462763866014,2.79703009034543,0.115410212305758,0.510743867123858
HLA-C,0.545283863109954,10.1127866545743,2.79572653208879,0.115438204820304,0.510743867123858
HOXA5,-0.918692826408541,3.07021920198561,2.7957617908113,0.115491392014294,0.510743867123858
TRMT12,-0.883066734861057,2.19632126592815,2.79659322264137,0.115504748053022,0.510743867123858
PRPS2,-0.408021646577425,5.18404424614457,2.79433964495543,0.115523315510855,0.510743867123858
DEXI,-0.434046134861927,4.04529178613918,2.79355075349463,0.115580591350033,0.510743867123858
GLCE,-0.503027888075054,4.6976267224511,2.79345012098389,0.115580600481956,0.510743867123858
PLIN2,-1.16889873043392,6.4605211344644,2.7933098524117,0.115583504460698,0.510743867123858
AMT,-0.921801802348762,2.58789566390687,2.7936060698809,0.115653902958234,0.510743867123858
ZNF250,-0.694811431756605,1.22633792765086,2.793956645625,0.115676645468555,0.510743867123858
TPX2,-0.668219217986703,4.53415586785032,2.79175748037222,0.115684168051721,0.510743867123858
SLC29A1,-0.572976465045496,3.97347978228444,2.79045374969928,0.115768867855731,0.510743867123858
CCDC80,0.980173755262772,1.9143164900771,2.7915454357789,0.11582877175544,0.510743867123858
NIPSNAP3A,-0.398434300937152,4.03217953647172,2.78889401870523,0.115860188340511,0.510743867123858
C16orf72,0.422815162191478,5.23015247720344,2.78761005343563,0.115927212745117,0.510743867123858
NDEL1,0.642333217852027,4.1254318345283,2.78751896991533,0.11593882236012,0.510743867123858
UQCC3,-0.433293244644239,6.45425716857942,2.78719524586235,0.115950052512201,0.510743867123858
QTRT1,0.765422774758909,6.32053831345306,2.78686880671259,0.115969358522603,0.510743867123858
DLD,-0.407195425386349,5.53918430799646,2.78670417746109,0.115980998553616,0.510743867123858
ZBTB24,-0.520625673235564,2.58852529438845,2.78780447509623,0.115990092977688,0.510743867123858
VEZT,0.445491769332954,4.80220315515445,2.78446668273842,0.116117054642437,0.510752664695351
GDPD3,1.02823662073501,2.8540105783461,2.78466145891504,0.116150754773624,0.510752664695351
ARL5A,-0.440909851276971,6.11247497715275,2.78376834874792,0.116156306819983,0.510752664695351
TWF2,-0.328273421307038,4.99141999491391,2.78381034835658,0.116156969502986,0.510752664695351
SCIN,1.12619249985208,2.20892438459758,2.78337206816775,0.116286738050283,0.510900568102952
C12orf57,0.714682011117499,7.02957220890172,2.7815006729509,0.116292670735367,0.510900568102952
RAI1,0.566554819635852,2.7316355495437,2.78199735060037,0.116314300913439,0.510900568102952
FKBP1A,-0.606961089584689,7.80126103415232,2.77848140167917,0.116475000385639,0.511425134577765
TTPAL,-0.57144662788444,3.11832059623458,2.77680271712245,0.116620633985885,0.511883200750658
SLC39A5,-1.27944122348869,4.15699933326022,2.77202757510933,0.116886332000832,0.512867754894586
DHX57,0.562799111739977,2.61850829884146,2.76998816797491,0.117050316091455,0.513175391245847
C1orf74,0.568919259431777,1.60122601152739,2.77103342149211,0.11710214601626,0.513175391245847
FNDC3B,0.514315850898355,5.25783321895972,2.76812268456717,0.117104920197688,0.513175391245847
CCNC,-0.436362911807995,5.71887982174644,2.76700901197121,0.117172412458929,0.513175391245847
PARD6G-AS1,-1.45338948406778,3.32744368634482,2.76767344538147,0.117189555343548,0.513175391245847
BCL2L2,0.54642651084078,2.64752839059504,2.7656895387453,0.117309981380672,0.513175391245847
PLP2,-0.453558817023624,8.32355490173818,2.76410156184799,0.117348171359677,0.513175391245847
TCP1,-0.602800408547042,7.28879561346224,2.76252616929583,0.117444322207896,0.513175391245847
ABAT,-1.04248601653071,2.55923792931323,2.76299034908396,0.117511308793636,0.513175391245847
TMEM126A,-0.477340026699024,5.71113237745024,2.76029104087393,0.117582313641689,0.513175391245847
NAT2,-1.52618014827947,1.94918535121374,2.76178213568649,0.117597347326235,0.513175391245847
RGMB,1.62320290334012,5.22426556575368,2.7596459968031,0.117622442784936,0.513175391245847
CRNDE,-1.07184942846255,4.61598584465796,2.75944382831785,0.117642086248282,0.513175391245847
ZFPM1,0.632318736191134,1.54744513022597,2.76114107344727,0.117714329102953,0.513175391245847
SPINT2,0.507717643102954,9.54588144486368,2.75801273254529,0.117720288594058,0.513175391245847
