patient,row,col,DefineTypes,FAP_fibroblasts,SPP1_macrophages,immune_score,epithelial_flag,nhood_FAP_fibroblasts,nhood_SPP1_macrophages,nhood_immune_score,nhood_epithelial_flag,habitat
P6,400.03758956,401.95452248,FAP+ fibroblasts,0.259106494334135,0.348049312841747,0,0,0.339785332346815,0.339405441489669,0.0171683685429794,0.285714285714286,Epithelial/other
P6,373.87709324,394.51231232,MSC cells,0.0714985679107717,0.200072843995128,0,0,0.111094770632665,0.188352906684419,0,0,Epithelial/other
P6,353.58015644,195.48957092,Malignant epithelial cells,0.406067846936737,0.351452946732354,0,1,0.270208114109035,0.33530663262914,0,0.857142857142857,Epithelial/other
P6,360.15786744,206.72806,Malignant epithelial cells,0.347986491247615,0.387767822412573,0,1,0.354572557168209,0.336991899351722,0,0.857142857142857,Epithelial/other
P6,52.95997028,204.02180176,Endothelial cells,0.28648063171558,0.373633675880184,0,0,0.370627860558187,0.304476923131845,0.0648584169562326,0,Epithelial/other
P6,203.27006336,199.7744798,MARCO_FAP,0.36695719268018,0.354008681339516,0,0,0.275281238929604,0.322328754504937,0,0,Epithelial/other
P6,549.8966396,262.46946236,Unknown,0.418968014674917,0.126279255205531,0,0,0.417312402929804,0.30057930050538,0.0362729352697433,0,Epithelial/other
P6,524.41270784,457.88385944,Malignant epithelial cells,0.17963435772584,0.304877815512466,0,1,0.140034182694348,0.264611434902811,0,1,Epithelial/other
P6,105.76959288,361.62375732,Myofibroblast cells,0.1868281211458,0.415212362736643,0,0,0.148082053385817,0.270678458945776,0.0820925625366174,0,TLS-like immune
P6,282.12742152,327.1941386,Fibroblast cells,0.442201219514714,0.279783617228295,0,0,0.203398053958519,0.154512761392958,0.10945879275815,0,TLS-like immune
P6,189.813946,87.12648056,Myofibroblast cells,0.730803914858642,0.395238290175869,0.1866279255605,0,0.8246755902989,0.453732183064228,0.0466134573863517,0.142857142857143,FAP+CAF/SPP1+TAM
P6,537.71847752,525.42755468,Malignant epithelial cells,0.290856466185037,0.326235736099193,0,1,0.208590264127239,0.298313887308959,0.00735245990042167,1,Epithelial/other
P6,354.51982944,473.44484432,Epitheial cells,0.487924422868004,0,0,0,0.219243849495018,0.204868426377385,0.0201773873897703,0,Epithelial/other
P6,72.65551636,230.25747192,Fibroblast cells,0.114694143122508,0.110106377397607,0,0,0.25897033933781,0.22631215166834,0,0,Epithelial/other
P6,406.16425752,277.9552734,Malignant epithelial cells,0.738110086236916,0.508425476754478,0,1,0.604944829898656,0.421950083482148,0.0179604731581255,0.571428571428571,FAP+CAF/SPP1+TAM
P6,294.83180048,214.47096552,Fibroblast cells,0,0,0,0,0.136139895380536,0.232401553387563,0,0,Epithelial/other
P6,439.24074712,394.2867908,MARCO_FAP,0.605126532838711,0.654026352452464,0.118760655681973,0,0.454801834857173,0.395919689216857,0.0562696512391895,0.428571428571429,SPP1+TAM-dominant
P6,125.50272588,395.33922456,Myofibroblast cells,0.096181893996231,0.118020905924802,0,0,0.218247493451545,0.195964874754697,0,0,Epithelial/other
P6,72.20447332,95.01973376,Myofibroblast cells,0.562364140166437,0.320581548679073,0,0,0.487037611499691,0.414968688179125,0.114623681384828,0,SPP1+TAM-dominant
P6,118.13568956,151.21217916,Myofibroblast cells,0.345337486255632,0.286793000489932,0,0,0.330094549011459,0.330190505053761,0.0258643924783579,0.428571428571429,Epithelial/other
P6,275.85040588,398.6092866,Immune cells,0.149154754671477,0.145041512836194,0.728019597479382,0,0.157383481742019,0.142678502940253,0.643443383488344,0,TLS-like immune
P6,392.82090092,202.89419416,Malignant epithelial cells,0.334608844814648,0.285423905309935,0,1,0.513321997058294,0.384328802129012,0.0508512074126117,0.571428571428571,FAP+CAF/SPP1+TAM
P6,380.83067344,525.95377156,Fibroblast cells,0.08043626718402,0.101932480635566,0,0,0.0926365242964703,0.150968499091589,0.0820108371623864,0,TLS-like immune
P6,92.2758886,233.94099008,Endothelial cells,0.428239086301091,0.447301710086087,0,0,0.28040293984388,0.227308144299885,0,0,Epithelial/other
P6,163.80379736,117.2711904,Malignant epithelial cells,0.393350759113882,0.351526464914298,0.0666651744748612,1,0.822454431214526,0.492726738215355,0.0466890476715586,0.142857142857143,FAP+CAF/SPP1+TAM
P6,235.78274916,150.83630996,MSC cells,0.323738594789641,0.391872284822848,0,0,0.290795757475781,0.310575715358724,0.0111791459028076,0.285714285714286,Epithelial/other
P6,137.68088796,124.86374824,Malignant epithelial cells,0.180421371436535,0.322766208662888,0.0809179692969502,1,0.48305467583714,0.363115589861001,0.0295802859841644,0.571428571428571,Epithelial/other
P6,248.59988888,75.66246996,Myofibroblast cells,0.472409437247748,0.445032163482157,0,0,0.532633091954025,0.455413260175782,0.0390539355478975,0,FAP+CAF/SPP1+TAM
P6,79.19564044,233.978577,Fibroblast cells,0.219944662151936,0.448565345492408,0,0,0.191444756493434,0.197415655303742,0,0,Epithelial/other
P6,131.1783508,143.65720824,Malignant epithelial cells,0.267033812315564,0.301700140418507,0.0439796014404705,1,0.319714460491402,0.289792417457153,0.0124556777427725,0.714285714285714,Epithelial/other
P6,491.78726128,476.75249328,Malignant epithelial cells,0.126009766396153,0.238335888178066,0,1,0.250357495878172,0.323109161835868,0,0.714285714285714,Epithelial/other
