patient,row,col,DefineTypes,FAP_fibroblasts,SPP1_macrophages,immune_score,epithelial_flag,nhood_FAP_fibroblasts,nhood_SPP1_macrophages,nhood_immune_score,nhood_epithelial_flag,habitat
P6,431.94888464,172.7118974,MARCO_FAP,1.17792927182161,0.476457674184298,0.0438597019984353,0,0.804100508505503,0.439778408530352,0.0243316390877074,0.285714285714286,FAP+CAF/SPP1+TAM
P6,360.30821512,251.832364,Malignant epithelial cells,0.442681708824057,0.33220216205028,0,1,0.404038562120653,0.315324310477665,0,0.714285714285714,Epithelial/other
P6,523.92407788,315.12873728,Unknown,0.53747376146107,0.403965068105362,0,0,0.412446969790887,0.362462502702969,0,0,Epithelial/other
P6,131.02800312,98.59049116,MARCO_FAP,0.851715487300082,0.51865426758831,0.0459650088942282,0,0.348698523884118,0.28842437492363,0.018144484394488,0.857142857142857,Epithelial/other
P6,184.58936412,474.04623504,Epitheial cells,0.258272916857824,0.222713171520044,0,0,0.158856835993255,0.161257480530237,0.0142125275957582,0,Epithelial/other
P6,262.95809232,451.2309746,Epitheial cells,0.142372081751491,0.0781923758998461,0,0,0.174730522733412,0.115677321440381,0.134770986712161,0,TLS-like immune
P6,289.11858864,458.67318476,Epitheial cells,0.300902458475796,0.222579299766084,0,0,0.174907584529398,0.183620886752548,0,0,Epithelial/other
P6,288.32926332,225.78462844,Fibroblast cells,0.337786192060424,0.274614386235149,0,0,0.2216287416307,0.211540459517822,0,0,Epithelial/other
P6,52.54651416,76.3014476,Myofibroblast cells,0.467912890030765,0.422806991405892,0,0,0.506959321585681,0.475193863702604,0.0184511562721107,0,FAP+CAF/SPP1+TAM
P6,275.47453668,285.92370044,Fibroblast cells,0.0897068740357727,0.172237198148684,0,0,0.165007423695671,0.132003596493134,0.0663231996330345,0,Epithelial/other
P6,163.54068892,49.65232132,Malignant epithelial cells,0.34248968534414,0.306210235566665,0.0776598958155293,1,0.280459254239206,0.294455653640118,0.0327023866503304,1,Epithelial/other
P6,112.1969562,327.79552932,Myofibroblast cells,0.138992473407453,0.288067538219517,0,0,0.17854400824938,0.338798677095633,0.0324210329822669,0,Epithelial/other
P6,288.70513252,338.4702146,Fibroblast cells,0.209216003105458,0,0,0,0.18113725105279,0.193948986928759,0,0,Epithelial/other
P6,425.33358672,153.95602432,Malignant epithelial cells,0.751985201105615,0.386044193774387,0.106820354838908,1,0.781957649353304,0.395727196478837,0.058772678195368,0.428571428571429,FAP+CAF/SPP1+TAM
P6,308.62620012,424.76978292,Immune cells,0.0876956794721324,0.0841878522932471,0,0,0.143295802472796,0.165233537574233,0.0334660671714052,0,Epithelial/other
P6,236.64724832,406.23943136,Fibroblast cells,0.175286002526374,0.252411843637979,0,0,0.141157301973888,0.140457537334998,0.147148381450088,0,TLS-like immune
P6,314.71528116,293.29073676,Fibroblast cells,0.510092018343731,0.081614722934997,0,0,0.34328846262751,0.273157544586032,0,0,Epithelial/other
P6,361.0223666,462.16876832,Epitheial cells,0.270219752230956,0.172940641427812,0,0,0.233113635528896,0.164067035542998,0,0,Epithelial/other
P6,59.53768128,215.26029084,Endothelial cells,0.150541123003259,0.144519478083129,0,0,0.232551615178089,0.211056031334803,0,0,Epithelial/other
P6,491.11069672,273.93347296,MSC cells,0.895257775248046,0.41663128433969,0.103955093104637,0,0.852776147718397,0.456895486773628,0.10329208007687,0,FAP+CAF/SPP1+TAM
P6,419.50761412,360.57132356,Malignant epithelial cells,0.292764065566688,0.248543345173652,0,1,0.349470912378709,0.310052168952223,0.0071254036795269,0.857142857142857,Epithelial/other
P6,52.54651416,83.8188316,Myofibroblast cells,0.334341503530946,0.505672454774684,0,0,0.502347066903081,0.498916324946528,0.0463751255505265,0,FAP+CAF/SPP1+TAM
P6,269.00958644,312.23454444,Endothelial cells,0.590911358036358,0.481502824987061,0,0,0.348170048533936,0.327318687649911,0.025687515852244,0,Epithelial/other
P6,327.53242088,225.63428076,Fibroblast cells,0.0722727564825101,0.325588868683586,0,0,0.254332416736383,0.295310325618629,0,0,Epithelial/other
P6,341.58992896,518.58673524,Epitheial cells,0.108880986222033,0.303066879777562,0.090492436972843,0,0.123289376231111,0.24173765431569,0.0129274909961204,0,Epithelial/other
P6,158.12817244,376.47059072,Fibroblast cells,0.100369847894471,0.0963550539786919,0,0,0.210474314481868,0.0911043609650561,0,0,Epithelial/other
P6,230.10712424,402.51832628,Fibroblast cells,0.207335755786919,0,0,0,0.177053657252514,0.156639422464801,0,0,Epithelial/other
P6,98.21462196,57.35763992,Myofibroblast cells,0.652130131931924,0.452613209183111,0.0678508564331277,0,0.616656799652892,0.390006920835046,0.0198153098168008,0,FAP+CAF/SPP1+TAM
P6,419.58278796,383.08588864,MARCO_FAP,0.66985342648143,0.309817727091863,0,0,0.690661390907402,0.399446964266126,0.0336796571546428,0.142857142857143,FAP+CAF/SPP1+TAM
P6,379.77823968,210.44916508,Malignant epithelial cells,0.205521568848624,0.315787903213617,0,1,0.216568926839206,0.26379728270746,0.0073035854305355,1,Epithelial/other
P6,405.78838832,172.78707124,FAP+ fibroblasts,0.467859564885665,0.28076816504642,0,0,0.511816328672746,0.307053402643812,0.0493782741421988,0.428571428571429,FAP+CAF-dominant
P6,347.56624924,342.00338508,Fibroblast cells,0.0778019637065947,0.224069655474993,0,0,0.26673191995498,0.202617864780685,0.0443047761018207,0,Epithelial/other
P6,530.95283192,461.60496452,Malignant epithelial cells,0.0979152355056972,0.203124334667899,0,1,0.14788836518432,0.257603251812453,0,1,Epithelial/other
P6,431.8737108,150.1597454,Malignant epithelial cells,0.456984787436559,0.365045610996483,0,1,0.643116004523961,0.358911114222593,0.0864123074807425,0.714285714285714,FAP+CAF-dominant
P6,294.75662664,191.95640044,Fibroblast cells,0.167509007614899,0.281415084338783,0,0,0.211585589114125,0.195591975179983,0.154582184757672,0,TLS-like immune
P6,504.4164664,341.4771682,MARCO_FAP,0.582568749306637,0.464066553040438,0,0,0.785703145125002,0.448061704400456,0.0588718856702004,0,FAP+CAF/SPP1+TAM
P6,164.17966656,229.95677656,Fibroblast cells,0.42124071253171,0.293903225781197,0,0,0.291362173697286,0.2355780516303,0,0,Epithelial/other
P6,536.96673912,307.57376636,Unknown,0.256238656720818,0.288472169507995,0,0,0.263435330230197,0.257968870694664,0.0712460031459233,0,Epithelial/other
P6,250.02819184,496.3352786,Epitheial cells,0.0498124976260832,0.188617142832763,0.199249990504333,0,0.18077927910365,0.188483963506623,0.261955874618233,0,TLS-like immune
P6,406.01390984,240.40594032,MARCO_FAP,1.24750474774858,0.468223717241496,0,0,0.9223224117479,0.502030881159242,0.06355704953857,0.142857142857143,FAP+CAF/SPP1+TAM
P6,91.93760632,136.29017192,Myofibroblast cells,0.437165467276282,0.386764727212038,0,0,0.286717824865494,0.361678355506778,0.0148220834981713,0,Epithelial/other
P6,131.44145924,218.79346132,Fibroblast cells,0.109077863998251,0,0,0,0.206746862031627,0.215197099572166,0,0,Epithelial/other
P6,517.53430148,356.47434928,Malignant epithelial cells,0.300373755096962,0.202793992783028,0,1,0.702073838912359,0.422934820094108,0.0747935425245107,0.142857142857143,FAP+CAF/SPP1+TAM
P6,177.82371852,402.70626088,Fibroblast cells,0.104263238383902,0.200185417697091,0,0,0.157934919559469,0.182477376247497,0.118311315267648,0,TLS-like immune
P6,170.15598684,68.4081944,MARCO_FAP,0.743060766430108,0.471183209072457,0.0633837861607683,0,0.607701328435492,0.411884212925242,0.0597761183694749,0.428571428571429,FAP+CAF/SPP1+TAM
P6,353.73050412,233.07649092,Malignant epithelial cells,0.352936012212204,0.297983549534441,0,1,0.28520084251333,0.312724567376693,0.0605295510155568,0.714285714285714,Epithelial/other
P6,269.42304256,432.4375146,Immune cells,0.378278702468671,0.34047268909152,0.284577555503762,0,0.299788220544382,0.265641167196533,0.487950675776781,0,TLS-like immune
P6,65.9650446,181.43206284,Endothelial cells,0.431323586703277,0.540663550113146,0.197748738359265,0,0.463085384341012,0.489126497101887,0.074848071657073,0,SPP1+TAM-dominant
P6,464.72467888,206.38977772,FAP+ fibroblasts,0.745312227757014,0.44984894280494,0,0,0.624013473854669,0.367785406956797,0.0312594787319325,0.571428571428571,FAP+CAF-dominant
P6,399.62413344,281.75155232,Malignant epithelial cells,0.205907229791077,0.302327041762563,0,1,0.397625770343899,0.380378139790258,0.0192403693209629,0.857142857142857,SPP1+TAM-dominant
P6,530.5393758,333.88461036,Malignant epithelial cells,0.0893656403120648,0.221479337811047,0,1,0.31402005205707,0.320231075601562,0,0.571428571428571,Epithelial/other
P6,301.33433764,203.19488952,Fibroblast cells,0.232409842679834,0.0985632798009313,0,0,0.171895093189675,0.204850509516738,0,0,Epithelial/other
P6,275.8879928,406.1266706,Immune cells,0.122297334532234,0.0873679445780975,0.773142898242804,0,0.128419933751623,0.106688794407973,0.771084817382481,0,TLS-like immune
P6,248.67506272,98.17703504,Myofibroblast cells,0.341551983545476,0.412033502335202,0,0,0.335173266384735,0.30177879464152,0,0,Epithelial/other
P6,171.3963552,436.53448888,Epitheial cells,0.21141504885272,0,0,0,0.177296676147234,0.111688541447626,0,0,Epithelial/other
P6,420.07141792,525.8410108,Malignant epithelial cells,0.107173931044207,0.212905988480768,0,1,0.177329031796753,0.309016443820352,0,1,Epithelial/other
P6,196.54200468,135.91430272,MARCO_FAP,0.623575768195408,0.477712817108226,0,0,0.560980179281246,0.443097612273101,0.0321227416718705,0.428571428571429,FAP+CAF/SPP1+TAM
P6,426.12291204,379.32719664,MARCO_FAP,0.821192137758909,0.352958130043905,0.0770966588566478,0,0.716573086399711,0.408289628685338,0.0336796571546428,0,FAP+CAF/SPP1+TAM
P6,530.95283192,454.08758052,Malignant epithelial cells,0.126971039342729,0.21921031940525,0,1,0.117567317893623,0.277362592769504,0,1,Epithelial/other
P6,222.55215332,98.2897958,Myofibroblast cells,0.566671756078341,0.435158326022744,0.0811631152511894,0,0.587079407813612,0.470443811168281,0.03452161328751,0,FAP+CAF/SPP1+TAM
P6,269.15993412,349.78387752,Fibroblast cells,0.100102215242928,0,0,0,0.206045957481224,0.196709419355569,0,0,Epithelial/other
P6,183.76245188,226.12291072,Fibroblast cells,0.273736112350241,0.158609565979335,0.330436595790282,0,0.313597100468432,0.222012085042189,0.134448986953121,0,TLS-like immune
P6,452.47134296,439.31592096,MARCO_FAP,0.485241953526793,0.328416468938758,0,0,0.582307681864548,0.382384452180664,0.00749835639521507,0.285714285714286,FAP+CAF/SPP1+TAM
P6,59.23698592,125.12685668,Endothelial cells,0.399932408294522,0.315892967578861,0,0,0.361171998127806,0.412601260193319,0.0983634062435085,0,SPP1+TAM-dominant
P6,307.53617944,101.74779244,Fibroblast cells,0.326276454874898,0.259716537665811,0.326276454874898,0,0.16839795067668,0.25499200092717,0.0466109221249855,0,Epithelial/other
P6,327.83311624,308.28791784,Fibroblast cells,0.221910579003069,0.142022770561964,0,0,0.347964353780086,0.321681128363876,0.0371104339484721,0,Epithelial/other
P6,373.91468016,402.02969632,MSC cells,0,0.260269381450053,0,0,0.183748298439764,0.269579383522359,0.0690353050007626,0,Epithelial/other
P6,321.7440352,439.766964,Epitheial cells,0.0639700878309888,0.155793482878047,0,0,0.0708217994615328,0.111765078069153,0,0,Epithelial/other
P6,413.15542464,409.39673264,MARCO_FAP,0.472854971826072,0.498425798795074,0.0901663554301705,0,0.358346445158043,0.361785019672453,0.0195932275970239,0.428571428571429,Epithelial/other
P6,543.8827324,416.4630736,MARCO_FAP,0.420909495677695,0.34158129108719,0,0,0.353932159096436,0.31774588919372,0.0268552471016057,0.571428571428571,Epithelial/other
P6,145.23585888,429.09227872,Epitheial cells,0.026817145045648,0.177354899380019,0,0,0.0553092386102122,0.160875312655999,0.013567700097385,0,Epithelial/other
P6,477.57940552,138.73332172,FAP+ fibroblasts,0.601294149752819,0.5313970441973,0,0,0.413514506693629,0.334749497044164,0.0208510562716727,0.571428571428571,Epithelial/other
P6,386.31836376,214.17027016,Malignant epithelial cells,0.195520947955337,0.223356999847064,0,1,0.205810001957229,0.262363198315518,0.0227493547859008,1,Epithelial/other
P6,399.9248288,364.36760248,Malignant epithelial cells,0.215162040855411,0.219809371010789,0.0896900118788867,1,0.242882975935241,0.237996523134552,0.012812858839841,1,Epithelial/other
P6,301.635033,293.32832368,Fibroblast cells,0.521023229238377,0.232365060408945,0,0,0.483548880553546,0.297490523903469,0.0296377359534702,0,Epithelial/other
P6,157.4891948,188.64875148,Malignant epithelial cells,0.258186180553557,0.268460096928337,0,1,0.271826591585453,0.347212029532851,0,0.714285714285714,Epithelial/other
P6,537.492956,457.8086856,Malignant epithelial cells,0.157509853987344,0.266047831531409,0,1,0.161140397289159,0.285598070241499,0.0075595729101776,0.857142857142857,Epithelial/other
P6,386.88216756,379.4399574,MSC cells,0.184508886939246,0.0948625213887641,0,0,0.398723713586907,0.251572701843267,0.0435989254792248,0.285714285714286,Epithelial/other
P6,399.84965496,341.8530374,MSC cells,0.44354101241201,0.274235083677443,0.210505955886232,0,0.370829375756164,0.255415707070575,0.0300722794123188,0.142857142857143,Epithelial/other
P6,176.92163244,139.74816856,MARCO_FAP,0.583872265951159,0.409786062929601,0,0,0.660098437026773,0.434546859747454,0.0264665978647531,0,FAP+CAF/SPP1+TAM
P6,333.50874116,56.5683146,Fibroblast cells,0.231012857025442,0.221772342744425,0,0,0.248264112466326,0.270962778260307,0.0554981209674214,0.285714285714286,Epithelial/other
P6,157.15091252,83.48054932,Malignant epithelial cells,0.250914476812959,0.305354930083748,0,1,0.274711077131564,0.268375561376311,0,1,Epithelial/other
P6,392.74572708,180.34204216,Malignant epithelial cells,0.812526396635185,0.438752361020648,0.0686099322527022,1,0.572784050151264,0.3909372834455,0.0173748135823856,0.571428571428571,FAP+CAF/SPP1+TAM
P6,451.86995224,266.52884972,MARCO_FAP,0.892486812319262,0.580405147017088,0.065222078677549,0,0.787219319525684,0.488789258610169,0.02083532597816,0.428571428571429,FAP+CAF/SPP1+TAM
P6,132.04284996,399.09791656,Epitheial cells,0.103752317207675,0,0,0,0.181490558782837,0.1906840197836,0,0,Epithelial/other
P6,530.1635066,228.7164082,MSC cells,1.05046413054905,0.470604292943057,0,0,1.05852854510432,0.465433890733244,0.0806247559302066,0,FAP+CAF/SPP1+TAM
P6,420.033831,518.3236268,Malignant epithelial cells,0.165478986838046,0.295854599605396,0,1,0.217578157482824,0.336185154245956,0,0.857142857142857,Epithelial/other
P6,497.57564696,255.10242604,MARCO_FAP,1.02965384556157,0.621826185360498,0.0857645077988253,0,1.05737057930411,0.536925908531791,0.0945497460447858,0,FAP+CAF/SPP1+TAM
P6,328.3217462,458.52283708,Epitheial cells,0,0.0745790948168092,0,0,0.0810591995870043,0.104497716846538,0,0,Epithelial/other
P6,321.81920904,469.79891308,Epitheial cells,0.113586763465011,0.109043292926411,0,0,0.123001080739678,0.145001642849851,0,0,Epithelial/other
P6,412.3285124,168.99079232,Unknown,0.430614152943654,0.270503900048755,0.105574611297658,0,0.641517172578353,0.322224749568465,0.0900296687906113,0.142857142857143,FAP+CAF-dominant
P6,209.47190516,98.32738272,Malignant epithelial cells,0.619488740609038,0.41747984990171,0,1,0.701315734588323,0.508367909582736,0.0537986420442469,0.285714285714286,FAP+CAF/SPP1+TAM
P6,315.12873728,421.01109092,Epitheial cells,0.26988025811941,0.457156280239933,0,0,0.137378937824593,0.228182858106814,0.0511492948227567,0,Epithelial/other
P6,190.753619,365.08175396,Endothelial cells,0.17027377518078,0.285524165165299,0,0,0.17375559024285,0.281395643922182,0.0591951562842889,0,Epithelial/other
P6,203.49558488,267.35576196,Fibroblast cells,0.259135017704788,0.248769616996597,0,0,0.177479007719261,0.1899985489839,0,0,Epithelial/other
P6,216.35031152,199.69930596,Myofibroblast cells,0.303401187658701,0.418246484624648,0,0,0.261421316422937,0.34995110973344,0.0193576001903177,0,Epithelial/other
P6,216.57583304,267.31817504,Endothelial cells,0.289909819316986,0.408101876600618,0.157805643457776,0,0.244674468134135,0.282373974933649,0.0712172599389814,0,Epithelial/other
P6,464.87502656,251.4564948,MARCO_FAP,1.00524813895017,0.482307489222341,0.15072513245538,0,0.963749490671236,0.602068727253305,0.0977679784198323,0.142857142857143,FAP+CAF/SPP1+TAM
P6,308.85172164,499.906036,Epitheial cells,0,0.0767986119024213,0,0,0.101303683826229,0.153015005818152,0.0758229893696424,0,Epithelial/other
P6,503.4767934,63.5218948,MARCO_FAP,0.854988748542403,0.451939492094024,0,0,0.709886147794297,0.372142458737479,0.0589385755062483,0.285714285714286,FAP+CAF-dominant
P6,431.83612388,135.1249774,MARCO_FAP,0.797050449557411,0.297327625037075,0,0,0.800956771685156,0.396880109388639,0.049039217825131,0.285714285714286,FAP+CAF/SPP1+TAM
P6,170.19357376,75.9255784,MARCO_FAP,0.860193949326465,0.460746190638659,0.14667101599095,0,0.781957195895039,0.444689613929326,0.0582342597584952,0.142857142857143,FAP+CAF/SPP1+TAM
P6,308.17515708,289.56963168,Fibroblast cells,0.36545313330858,0.284659704385054,0,0,0.395866072676762,0.217285676175441,0,0,Epithelial/other
P6,314.790455,323.36027276,Fibroblast cells,0.471960843149086,0.201482231701274,0,0,0.329401296604955,0.22798057985207,0,0,Epithelial/other
P6,530.1635066,221.1990242,MARCO_FAP,1.33859665781782,0.632025593699798,0,0,1.21329267887148,0.519821732861582,0.113971920000129,0,FAP+CAF/SPP1+TAM
P6,183.16106116,53.33583948,MARCO_FAP,0.967714213091112,0.533974922268785,0,0,0.701206643184862,0.386851039345326,0.0255045916668686,0.571428571428571,FAP+CAF/SPP1+TAM
P6,412.62920776,259.1618134,MARCO_FAP,0.516082249191653,0.375389423021557,0,0,0.579698330800893,0.446760141348674,0.0271873694649191,0.571428571428571,FAP+CAF/SPP1+TAM
P6,380.1916958,330.65213524,Malignant epithelial cells,0.115723094439268,0.218400874797023,0,1,0.319415956335241,0.257939384326445,0,0.857142857142857,Epithelial/other
P6,249.31404036,285.99887428,Endothelial cells,0.583416946231446,0.370886795519833,0,0,0.45962200013362,0.350338843959566,0.0465364498118862,0,Epithelial/other
P6,138.77090864,447.88573872,Epitheial cells,0.0592072644010431,0.174525403220151,0.118414528802086,0,0.152657464693116,0.180333721003728,0.0320321094441416,0,Epithelial/other
P6,215.86168156,56.98177072,MARCO_FAP,0.75009240135861,0.515274301486702,0,0,0.850490168826956,0.489043137498443,0.0303549432364157,0.142857142857143,FAP+CAF/SPP1+TAM
P6,248.90058424,165.79590412,Myofibroblast cells,0.222721482040773,0.160359467069356,0,0,0.255269624721419,0.321804511388829,0.0537077774358899,0,Epithelial/other
P6,399.66172036,289.26893632,MSC cells,0.695751750000068,0.494872440723907,0.0394355923319458,0,0.475769620702355,0.370027599952842,0.0125095209029388,0.428571428571429,Epithelial/other
P6,523.43544792,172.37361512,Malignant epithelial cells,0.25985182800771,0.388673164111437,0,1,0.431999851597581,0.378695845876444,0,0.857142857142857,SPP1+TAM-dominant
P6,65.70193616,106.33339668,Myofibroblast cells,0.397313318715339,0.4112254610371,0.126850889283781,0,0.474219523425065,0.391795283793262,0.0797615472090642,0,SPP1+TAM-dominant
P6,438.22590028,101.2967494,MARCO_FAP,0.910805039617402,0.467079208795483,0.0562353369476518,0,0.565615969937693,0.423452075540873,0.0215941748662322,0.428571428571429,FAP+CAF/SPP1+TAM
P6,347.04003236,191.76846584,Malignant epithelial cells,0.240468656076699,0.319062897080977,0,1,0.315050074943172,0.362431403809625,0.0269955383382226,0.571428571428571,Epithelial/other
P6,302.0109022,406.01390984,Immune cells,0.199179824125971,0.218111528488435,0.529160965515052,0,0.121072194730576,0.143964620657127,0.524702833222715,0,TLS-like immune
P6,321.48092676,364.63071092,Fibroblast cells,0.349210612925816,0.276617826124316,0.349210612925817,0,0.27911029393482,0.208157344415563,0.0498872304179738,0,Epithelial/other
P6,282.61605148,469.94926076,Epitheial cells,0.144995574451283,0.417587254419696,0.289991148902567,0,0.191652309427783,0.226034644591659,0.041427306986081,0,Epithelial/other
P6,275.81281896,383.5745186,Immune cells,0.284546292939987,0.0910548137407959,0,0,0.166112241027306,0.166809433110921,0.161462120030145,0,TLS-like immune
P6,98.40255656,109.97932792,Myofibroblast cells,0.574986410760939,0.484458591803578,0,0,0.492615544699058,0.406273402522344,0.0556002258528233,0,SPP1+TAM-dominant
P6,530.87765808,431.53542852,Unknown,0.200781579790004,0.282251337299418,0,0,0.271320449148182,0.334790095152487,0.0129794953393111,0.571428571428571,Epithelial/other
P6,537.3050214,405.22458452,Malignant epithelial cells,0.161055760817462,0.285209532490323,0,1,0.309070608084072,0.290287315127902,0.0144952220552374,0.857142857142857,Epithelial/other
P6,236.4217268,338.62056228,Fibroblast cells,0.0984656560382968,0.18905405959353,0,0,0.195874013165182,0.19187955269543,0,0,Epithelial/other
P6,497.087017,104.8675068,Unknown,0.463760477820128,0.31760203258637,0.16814278824054,0,0.397029017539005,0.340117626935539,0.105941011068612,0.142857142857143,TLS-like immune
P6,524.45029476,472.88104052,Malignant epithelial cells,0.35593060575202,0.428409522446539,0,1,0.243761384139326,0.294592890459194,0.00845366315079403,0.857142857142857,Epithelial/other
P6,190.15222828,184.77729872,MARCO_FAP,0.371437976704638,0.30576571210126,0,0,0.4057068971448,0.386696011676618,0.00617819305670052,0.285714285714286,SPP1+TAM-dominant
P6,171.5842898,489.11858996,Immune cells,0.347368523583189,0.3348280852932,0.365961979523079,0,0.138262275552698,0.218059523344356,0.093132763039966,0,TLS-like immune
P6,249.7650834,413.71922844,Immune cells,0.189038202053418,0.175320622396163,0.90280714342344,0,0.136058811070749,0.167287342821836,0.596087924850899,0,TLS-like immune
P6,504.90509636,484.23229036,Malignant epithelial cells,0.224316806632224,0.257022745163699,0,1,0.319369806027275,0.323846358255321,0.0153466261484623,0.428571428571429,Epithelial/other
P6,550.15974804,345.08551252,Unknown,0.609346251531116,0.477743655627286,0,0,0.3432275266306,0.289905627861102,0,0.285714285714286,Epithelial/other
P6,262.80774464,406.16425752,Immune cells,0.0990491490033356,0.115496768828458,0.608841601182531,0,0.110472617532783,0.14677507948596,0.73398196228167,0,TLS-like immune
P6,542.98064632,146.0251842,Fibroblast cells,0.740240545832232,0.23013811924313,0,0,0.931492295507696,0.43578950112704,0.0542786073019344,0,FAP+CAF/SPP1+TAM
P6,177.9740662,447.77297796,Epitheial cells,0.075537579408411,0,0,0,0.0903081715054245,0.18994551218787,0.0161031397680035,0,Epithelial/other
P6,439.35350788,431.8737108,MARCO_FAP,0.634021124814819,0.488650127318613,0.0915337183866783,0,0.541339916239461,0.422978712215819,0.0527821758542793,0.285714285714286,FAP+CAF/SPP1+TAM
P6,523.9616648,322.64612128,Fibroblast cells,0.266876109191706,0.256201064824038,0,0,0.417061957259969,0.353298746880837,0,0,Epithelial/other
P6,536.66604376,209.9229482,MSC cells,0.991952599197255,0.499534683439595,0,0,1.01391246139856,0.415763981454504,0.127732323827722,0,FAP+CAF/SPP1+TAM
P6,177.7861316,387.67149288,Fibroblast cells,0.328660346174579,0.193079582531294,0,0,0.24500185930955,0.130746404437225,0,0,Epithelial/other
P6,196.35407008,83.33020164,Malignant epithelial cells,0.488263889574215,0.364770670772832,0,1,0.747538793342144,0.441001362886339,0.0624837105820519,0.285714285714286,FAP+CAF/SPP1+TAM
P6,366.77316536,225.52152,MARCO_FAP,0.813378349211799,0.566197168894817,0.106946987144944,0,0.405168065957513,0.3685485817671,0.0152781410207063,0.714285714285714,Epithelial/other
P6,431.79853696,127.6075934,MARCO_FAP,1.02070041781665,0.52094992504517,0.0564333365591843,0,0.781678966204397,0.400669752386208,0.0490531129099002,0.285714285714286,FAP+CAF/SPP1+TAM
P6,209.50949208,105.84476672,MARCO_FAP,0.979903037477593,0.527633621334797,0.160294662527588,0,0.819834245383852,0.490563435665597,0.0515960754073629,0.285714285714286,FAP+CAF/SPP1+TAM
P6,549.708705,209.84777436,MSC cells,0.683070273421825,0.471167481278922,0.13195006948936,0,0.853420154951039,0.433041527311637,0.129543584904785,0,FAP+CAF/SPP1+TAM
P6,439.46626864,461.90565988,MARCO_FAP,0.409866204389592,0.183123464140369,0,0,0.54425991781709,0.385708351950062,0,0,FAP+CAF/SPP1+TAM
P6,118.84984104,361.54858348,Fibroblast cells,0,0.305862644926593,0,0,0.112602336085596,0.230721045162576,0.031476926316954,0,Epithelial/other
P6,524.07442556,360.19545436,MARCO_FAP,0.910402678736608,0.463508203949816,0.0794820775048815,0,0.610115666300725,0.380428683307818,0.0422258933607844,0.285714285714286,FAP+CAF/SPP1+TAM
P6,85.8861122,275.28660208,Fibroblast cells,0,0.135197307726696,0,0,0.163703128864255,0.146043227022192,0,0,Epithelial/other
P6,256.11727288,357.33884844,Fibroblast cells,0.091759079176627,0.24251068621485,0,0,0.236755495089373,0.13262265079108,0.0857270674166485,0,TLS-like immune
P6,504.71716176,431.64818928,Malignant epithelial cells,0.266447990531952,0.297632331997543,0,1,0.280722701333109,0.334882206806562,0.00739898374940867,0.857142857142857,Epithelial/other
P6,464.198462,48.63747448,MARCO_FAP,0.679648138597835,0.562599114769516,0.179220204724473,0,0.697703665843475,0.362143932446927,0.111973809959545,0,FAP+CAF-dominant
P6,261.68013704,75.62488304,Myofibroblast cells,0.368889739058823,0.307783874936494,0,0,0.296248889459576,0.366881339764205,0.0536598360549276,0,Epithelial/other
P6,354.51982944,465.96504724,Epitheial cells,0.32633152737703,0.234228794308846,0,0,0.230640035727241,0.172957556890154,0.0201773873897703,0,Epithelial/other
P6,536.89156528,285.02161436,Unknown,0.551439399958573,0.340893767468097,0,0,0.441524859602036,0.28970747836624,0.0344677590493841,0,Epithelial/other
P6,380.07893504,300.58259924,MARCO_FAP,0.706645324396552,0.323578192426679,0.135108756451533,0,0.779820173338933,0.373404825104529,0.0598225182333687,0,FAP+CAF-dominant
P6,158.39128088,459.08664088,Epitheial cells,0,0,0,0,0.179213275219385,0.0846813265062343,0.087368739406135,0,TLS-like immune
P6,425.37117364,161.4358214,FAP+ fibroblasts,0.953052661177699,0.384383398926886,0,0,0.772215575595376,0.401807511407731,0.0716897118104164,0.285714285714286,FAP+CAF/SPP1+TAM
P6,485.28472412,488.0661562,MARCO_FAP,0.969808300170396,0.586765331389295,0,0,0.480220850809832,0.4149735463066,0.0128780524965924,0.285714285714286,SPP1+TAM-dominant
P6,138.8836694,485.47265872,Epitheial cells,0.0403287861605103,0.0774312694281797,0,0,0.124848956813741,0.148660535084214,0.125836882440209,0,TLS-like immune
P6,222.43939256,68.2202598,MARCO_FAP,0.529701162298342,0.441060772165127,0.0718928589769225,0,0.45763095892478,0.336689821083185,0.0102704084252746,0.571428571428571,Epithelial/other
P6,367.71283836,503.4767934,Epitheial cells,0.162897391245195,0.203400419040897,0,0,0.0726285162979318,0.198930919303022,0,0,Epithelial/other
P6,439.61661632,514.48976096,Malignant epithelial cells,0.375851168160375,0.221095510682264,0,1,0.339937557890136,0.265972622723923,0,0.428571428571429,Epithelial/other
P6,490.92276212,221.34937188,MARCO_FAP,0.816767414953055,0.558417647823481,0.137927921379729,0,0.975193123862907,0.573772590383951,0.0480721123626229,0,FAP+CAF/SPP1+TAM
P6,464.68709196,191.35500972,MARCO_FAP,0.861370975586895,0.453302931647903,0,0,0.797796693326848,0.401766815040348,0.0231553699439576,0.285714285714286,FAP+CAF/SPP1+TAM
P6,419.99624408,510.8062428,MARCO_FAP,0.490903496788101,0.466063243582256,0,0,0.278898890120655,0.360030088171557,0,0.714285714285714,Epithelial/other
P6,510.9941774,360.23304128,MARCO_FAP,0.463191759601829,0.379615375728121,0.0690888061415598,0,0.589741554988078,0.379664163293573,0.054711250308355,0.428571428571429,FAP+CAF/SPP1+TAM
