drug,n_high,n_low,median_high,median_low,median_difference,mean_high,mean_low,mean_difference,p_value,fdr_bh,sensitivity_rank
Dihydrorotenone_1827,191,192,1.01168156021652,0.94522736973717,0.0664541904793525,1.0179776945183,0.946525959393935,0.0714517351243645,0.0130042895097735,0.0185240958484543,157
BMS-536924_1091,191,192,2.14695431089831,2.08395838672724,0.0629959241710743,2.16553663969883,2.08628051407187,0.0792561256269577,2.00739488298574e-06,4.62167659113696e-06,158
Oxaliplatin_1089,191,192,3.97985596118096,3.92541499754142,0.0544409636395398,4.03574494027228,3.95579882134617,0.0799461189261144,0.194161273094216,0.228222710339512,159
Gefitinib_1010,191,192,3.33048155254046,3.323015048363,0.00746650417746064,3.3465469700961,3.26007977829334,0.0864671918027655,0.155275547269224,0.186330656723069,160
Taselisib_1561,191,192,2.14137255830587,2.07843680926666,0.062935749039208,2.23820997904196,2.14914904696899,0.089060932072969,0.194796151754432,0.228222710339512,161
GDC0810_1925,191,192,5.11585410090055,5.01459287480663,0.101261226093925,5.12794965687975,5.03519783161952,0.0927518252602271,0.0222481560651631,0.0301721568554951,162
WEHI-539_1997,191,192,3.76528972882174,3.66876838855241,0.0965213402693319,3.74614826332939,3.64853116379251,0.0976170995368761,0.000361821594321299,0.000628426979610677,163
Ribociclib_1632,191,192,4.00994053366368,3.94210961800795,0.0678309156557262,4.09757111927012,3.99957055494424,0.0980005643258854,0.0240352997804099,0.0321553334900078,164
JAK_8517_1739,191,192,2.97522745040759,2.90123796721849,0.073989483189103,3.03838887021023,2.93568866441712,0.102700205793104,0.144567954540354,0.175610153368037,165
P22077_1933,191,192,4.7454715449283,4.6594938141816,0.0859777307467056,4.77915169106268,4.65256295451198,0.126588736550694,0.0230152953989087,0.0310001938026117,166
ML323_1629,191,192,4.66925989067077,4.51582719692302,0.153432693747751,4.65553967277171,4.51914022486423,0.13639944790748,0.000217687478725637,0.000406623781015812,167
Alpelisib_1560,191,192,3.62720365496526,3.56506189954842,0.0621417554168455,3.71733988076357,3.57200384506649,0.145336035697079,0.0219262498080548,0.0299406721516886,168
Sorafenib_1085,191,192,2.72160344617084,2.57669273198665,0.144910714184189,2.7916366949344,2.64616711397127,0.145469580963131,0.0017217616477132,0.00270562544640646,169
Afuresertib_1912,191,192,2.80002474756386,2.59552203702448,0.204502710539381,2.79849696060389,2.65222003303894,0.146276927564947,0.00120828572634357,0.00194504531557746,170
AZD3759_1915,191,192,2.88051115501104,2.73426134861142,0.146249806399616,2.86461116334247,2.71154787732731,0.153063286015156,4.66909388729953e-06,1.0272006552059e-05,171
AZD8055_1059,191,192,-0.221115229375902,-0.393742046917856,0.172626817541955,-0.209710236755832,-0.379794949689255,0.170084712933424,0.000158765947015249,0.00030819272067666,172
Acetalax_1804,191,192,5.15775608532821,4.96708082767647,0.190675257651748,5.18084298419853,4.994487625866,0.186355358332521,0.000769931147734493,0.00128106190967588,173
Alisertib_1051,191,192,2.1968471142224,2.06777055471347,0.129076559508932,2.25209361203819,2.05902923578931,0.193064376248878,0.00845852485656051,0.0124984173253655,174
Tamoxifen_1199,191,192,3.7016990542786,3.53550020190945,0.166198852369151,3.7876060507796,3.58918879793062,0.198417252848973,2.87543148786984e-05,5.80954525100233e-05,175
BMS-345541_1249,191,192,3.54732894385171,3.32625376260244,0.221075181249275,3.57228505145431,3.3593014547828,0.212983596671515,2.30132510714576e-06,5.17798149107795e-06,176
AZD1332_1463,191,192,3.84273295812009,3.62844184155628,0.214291116563812,3.85852800376315,3.63634532398637,0.222182679776788,0.000593726007227957,0.00101342887440634,177
Ipatasertib_1924,191,192,3.76346112383084,3.50580421991567,0.257656903915171,3.76494841332406,3.53463639496189,0.230312018362173,5.59854784754066e-08,1.6795643542622e-07,178
Osimertinib_1919,191,192,1.91108486312823,1.69794474701207,0.213140116116157,1.92272038027097,1.68094303370986,0.241777346561112,2.57743053322379e-06,5.73405893908214e-06,179
Ibrutinib_1799,191,192,4.58342309976872,4.31269327329746,0.270729826471254,4.62368541984033,4.3717354149542,0.251950004886126,2.2134563087306e-05,4.51818916627483e-05,180
Daporinad_1248,191,192,-3.96343829246077,-4.28120341760617,0.317765125145393,-3.9692540450871,-4.27521177638904,0.305957731301941,3.0434538824009e-05,6.08690776480181e-05,181
NU7441_1038,191,192,3.59144970716371,3.24085035226508,0.35059935489863,3.58739772202003,3.23903231200547,0.348365410014565,0,0,182
Ulixertinib_1908,191,192,2.99241470462223,2.63495861827423,0.357456086348003,3.03577841548021,2.6155265034835,0.42025191199671,1.42004186187705e-11,6.11235410112297e-11,183
Doramapimod_1042,191,192,5.20943782561618,4.74419062699432,0.465247198621865,5.22789317562633,4.78134777129811,0.446545404328217,0,0,184
OSI-027_1594,191,192,5.00326803498335,4.61160811563117,0.391659919352183,5.05555618440974,4.5871021488456,0.468454035564134,0,0,185
AZD6482_2169,191,192,4.46899716720464,3.98023467776125,0.488762489443396,4.49354442082708,3.96130800147488,0.532236419352203,0,0,186
Afatinib_1032,191,192,2.16530653344075,1.62038830871892,0.544918224721839,2.17080942864144,1.61404236477311,0.556767063868334,0,0,187
PF-4708671_1129,191,192,4.65063083047277,4.10354700308056,0.547083827392205,4.6506085464299,4.0922057101179,0.558402836311999,0,0,188
Lapatinib_1558,191,192,3.41268531453847,2.83274670218132,0.579938612357146,3.49248112266402,2.89081137814834,0.601669744515672,3.1996627569697e-13,1.71225196183784e-12,189
Sapitinib_1549,191,192,4.30391047296164,3.64272264876138,0.66118782420026,4.29560126500897,3.66733263062964,0.628268634379334,0,0,190
ZM447439_1050,191,192,3.93796979253236,3.31079344168744,0.627176350844919,3.99591866259058,3.3246091184119,0.671309544178679,0,0,191
Axitinib_1021,191,192,3.60379905728835,2.90209600563831,0.701703051650046,3.63830306424739,2.8790017958542,0.759301268393188,0,0,192
GSK269962A_1192,191,192,3.93668104037812,3.16142156728282,0.775259473095299,3.96628550436863,3.18669575874276,0.779589745625871,0,0,193
KU-55933_1030,191,192,5.67750234727714,4.90925086685585,0.768251480421293,5.74687660509978,4.95330312929251,0.793573475807272,0,0,194
JQ1_2172,191,192,4.89189205589925,3.86210659168619,1.02978546421307,5.01328684531833,3.8128945361179,1.20039230920043,0,0,195
RO-3306_1052,191,192,4.1486376631704,2.81242780715099,1.33620985601942,4.12401352680928,2.8444300256401,1.27958350116918,0,0,196
Tozasertib_1096,191,192,4.27343630666078,2.67368729257637,1.59974901408441,4.23664459453242,2.65833610985737,1.57830848467505,0,0,197
BI-2536_1086,191,192,1.28343151210181,-1.13585812814024,2.41928964024205,1.21976388817635,-1.09136755146159,2.31113143963793,0,0,198
