"cohort","patient","definition","n_stromal","n_tumour","stromal_median","tumour_median","median_difference","stromal_mean","tumour_mean","mean_difference"
"GSE334323","CRC03","frozen_marker_margin",2310,1641,-0.122814474123585,0.122186758766764,-0.245001232890349,-0.0871799800069967,0.119895798551282,-0.207075778558279
"GSE334323","CRC07","frozen_marker_margin",1013,1501,-0.00590001335462998,0.0954020641039888,-0.101302077458619,0.0175366799743411,0.0583428173477306,-0.0408061373733896
"GSE334323","CRC08","frozen_marker_margin",1486,1666,0.0949388100871924,0.014945163691118,0.0799936463960744,0.0856337024437291,0.0187217525693602,0.0669119498743688
