file,old_exists,new_exists,old_bytes,new_bytes,old_sha256,new_sha256,byte_identical,table_status,old_nrow,old_ncol,new_nrow,new_ncol,numeric_diff_cells,character_diff_cells,max_abs_numeric_diff,differing_columns,read_error
L4_immune/mcpcounter_high_vs_low.csv,TRUE,TRUE,1609,1609,2de5571851310be3bc26600622d8d4cb7cfd031f55f33fc98bed2345cccdf189,2de5571851310be3bc26600622d8d4cb7cfd031f55f33fc98bed2345cccdf189,TRUE,identical_values,10,12,10,12,0,0,0,"",""
L4_immune/mcpcounter_tumor_scores.csv,TRUE,TRUE,51258,51258,d48f9642287887969823746248e55d1322901a2484f42ed60ec6e02f17d6950f,d48f9642287887969823746248e55d1322901a2484f42ed60ec6e02f17d6950f,TRUE,identical_values,10,384,10,384,0,0,0,"",""
L4_immune/sessionInfo.txt,TRUE,TRUE,806,806,247b5746cf52133b536b1a432dadf0eb5f1d87b3520ca00b66a5a4693d4651ea,cec97cd92e889eb2272a0aa50f4497df8a6dcf56fe104102948846066f72cdab,FALSE,not_tabular,,,,,,,,,
L4_immune/tumor_fap_caf_groups.csv,TRUE,TRUE,15245,15245,71cd297f80b5744611211fa54de14567eef3a38afcf30dd4b10c964c6046625f,71cd297f80b5744611211fa54de14567eef3a38afcf30dd4b10c964c6046625f,TRUE,identical_values,383,3,383,3,0,0,0,"",""
L4_oncoPredict/gdsc2_high_vs_low_all_drugs.csv,TRUE,TRUE,33960,33960,43efa679e9d27ed3bc8da75cb1a01c97203bf67761ca59b5d0b830cba3909d72,43efa679e9d27ed3bc8da75cb1a01c97203bf67761ca59b5d0b830cba3909d72,TRUE,identical_values,198,12,198,12,0,0,0,"",""
L4_oncoPredict/gdsc2_no_power_transform_high_vs_low.csv,TRUE,TRUE,18742,18742,f3197c550ebfb5daa51d545bd082da57da984835d666855e973cc89d2ecef218,f3197c550ebfb5daa51d545bd082da57da984835d666855e973cc89d2ecef218,TRUE,identical_values,198,6,198,6,0,0,0,"",""
L4_oncoPredict/gdsc2_predicted_response_no_power_transform.csv,TRUE,TRUE,1307647,1307647,1c92b6e400cc00a004eb07b1865436b136bb2b022fd0f8635cfa6cd8060ed083,1c92b6e400cc00a004eb07b1865436b136bb2b022fd0f8635cfa6cd8060ed083,TRUE,identical_values,383,199,383,199,0,0,0,"",""
L4_oncoPredict/gdsc2_predicted_response_tumors.csv,TRUE,TRUE,1300077,1300077,38bae1b00e85731625d7c14254556bd55fece7a9d7afb3291fd7a390ddee231c,38bae1b00e85731625d7c14254556bd55fece7a9d7afb3291fd7a390ddee231c,TRUE,identical_values,383,199,383,199,0,0,0,"",""
L4_oncoPredict/gdsc2_prediction_quality_audit.csv,TRUE,TRUE,7797,7797,dfb34bfc02cb7739d56f16fea35a01f3bf92e197eb52f64a050cf02dcc684ae8,dfb34bfc02cb7739d56f16fea35a01f3bf92e197eb52f64a050cf02dcc684ae8,TRUE,identical_values,198,3,198,3,0,0,0,"",""
L4_oncoPredict/gdsc2_top25_lower_predicted_response.csv,TRUE,TRUE,4522,4522,fb77707c1debe06dab6a641c21c55f0c9e9cde6470de5915d6b0125dab574e31,fb77707c1debe06dab6a641c21c55f0c9e9cde6470de5915d6b0125dab574e31,TRUE,identical_values,25,12,25,12,0,0,0,"",""
L4_oncoPredict/oncoPredict_no_power_warnings.txt,TRUE,TRUE,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,TRUE,not_tabular,,,,,,,,,
L4_oncoPredict/oncoPredict_warnings.txt,TRUE,TRUE,39,39,b7f948cf8c6a60abfc928d8b91b8d22f7f1d948a6c1c18db411df189ae4a5223,b7f948cf8c6a60abfc928d8b91b8d22f7f1d948a6c1c18db411df189ae4a5223,TRUE,not_tabular,,,,,,,,,
L4_oncoPredict/sessionInfo.txt,TRUE,TRUE,3207,3207,f53be0d75773f2d1ab4f8d7dc850a395f712adba275c6b6cf91da9b4d1a78055,f53be0d75773f2d1ab4f8d7dc850a395f712adba275c6b6cf91da9b4d1a78055,TRUE,not_tabular,,,,,,,,,
RPPA/legacy_processed_table_agreement.csv,TRUE,TRUE,173,173,824388f0ddd04bb3bb4a952f980431467e53c2c9048e691d026ef350450384f1,824388f0ddd04bb3bb4a952f980431467e53c2c9048e691d026ef350450384f1,TRUE,identical_values,4,4,4,4,0,0,0,"",""
RPPA/rppa_download_and_score_manifest.csv,TRUE,TRUE,193,193,7756b075dec437abba93554a645a46268927941b23bd4873a8c632f0ac42a706,ea102d5ea3249d8812f51949e87ce333cf468c7767a3479e6f0f466093e7e51a,FALSE,values_changed,5,2,5,2,0,1,0,value,""
RPPA/rppa_tgf_beta_correlations_from_raw_api.csv,TRUE,TRUE,273,273,4a77bdb7ce3b6e92396e8433a776e36f14abf8b227881083252318893e0de399,4a77bdb7ce3b6e92396e8433a776e36f14abf8b227881083252318893e0de399,TRUE,identical_values,3,5,3,5,0,0,0,"",""
RPPA/sessionInfo.txt,TRUE,TRUE,752,752,546fff6a98489a744ae4d9b9408c495a18f0ba41ec39a4038a209e1d00c711b1,980fdf9ca5355f7b422c39628817e57ba8af4645924f0884543e9f7d9bd7e3fd,FALSE,not_tabular,,,,,,,,,
RPPA/tcga_rna_rppa_merged_from_raw_api.csv,TRUE,TRUE,22357,22357,172f032f740c0255cf7494a64a7aed776fc6707cca47774c7e9398797e66bed1,172f032f740c0255cf7494a64a7aed776fc6707cca47774c7e9398797e66bed1,TRUE,identical_values,316,6,316,6,0,0,0,"",""
UALCAN_CPTAC/sessionInfo.txt,TRUE,TRUE,674,674,8d05b6fa4727af7ff9e858840d3416aa9935bfed9769206c16c31617c9bea704,9b4dd4cc5fdafbcef71bb74ea8911bcfb88dc627968b7e9d5f21c90688112558,FALSE,not_tabular,,,,,,,,,
UALCAN_CPTAC/ualcan_cptac_primary_vs_normal.csv,TRUE,TRUE,1727,1727,f75f133f9008a21056b7781470e4555b580401857d1971dfc81404ffa7e31194,f75f133f9008a21056b7781470e4555b580401857d1971dfc81404ffa7e31194,TRUE,identical_values,6,20,6,20,0,0,0,"",""
UALCAN_CPTAC/ualcan_download_manifest.csv,TRUE,TRUE,1729,1729,e81d0bda4f7e3b0e2464907311976fe28e41ead9a220303cfc7b7873d1695013,e81d0bda4f7e3b0e2464907311976fe28e41ead9a220303cfc7b7873d1695013,TRUE,identical_values,6,7,6,7,0,0,0,"",""
