draw,median_patient_mean_difference
1161,-0.0745742338278935
1162,-0.0649021940743055
1163,-0.0726251825160406
1164,-0.0515967679424106
1165,-0.0602350445603482
1166,-0.0798251716485837
1167,-0.066564964098752
1168,-0.0705989213773889
1169,-0.0667401259688738
1170,-0.0915117611402215
1171,-0.0931385234503753
1172,-0.0814587486741811
1173,-0.0891172990037718
1174,-0.0722193765762723
1175,-0.0846084185956189
1176,-0.0676988753462128
1177,-0.0732081943689706
1178,-0.0884049783209094
1179,-0.0946867538473479
1180,-0.0653768452156504
1181,-0.0678761941573073
1182,-0.0564185467394968
1183,-0.0572085627390206
1184,-0.0723095858161069
1185,-0.0775862700746742
1186,-0.0810282578777656
1187,-0.0747420050150747
1188,-0.0860399744340219
1189,-0.0610611281407674
1190,-0.0874251507199577
1191,-0.0880867332588574
1192,-0.0593574512416001
1193,-0.0811152966319229
1194,-0.0626937628269185
1195,-0.0565933345930544
1196,-0.0918256180409669
1197,-0.0630744003186285
1198,-0.0753414576225503
1199,-0.0560519268121009
1200,-0.0781049569956266
1201,-0.0702899081001627
1202,-0.0685325444241413
1203,-0.0734121623599974
1204,-0.0693549587132501
1205,-0.0626504784779508
1206,-0.0479743840844348
1207,-0.0833688101219
1208,-0.0631431759732253
1209,-0.0466986162581572
1210,-0.0692746642877472
1211,-0.0671296774395083
1212,-0.0692554074757199
1213,-0.0894523192204491
1214,-0.061597455300813
1215,-0.0782291470713449
1216,-0.0753472567682429
1217,-0.0701787733061418
1218,-0.0807866389539823
1219,-0.047490010901637
1220,-0.0967425116526257
1221,-0.0814681666899407
1222,-0.0565016306115285
1223,-0.0553793024940478
1224,-0.0924054447888679
1225,-0.0832360328827284
1226,-0.0736413173722625
1227,-0.0681689919165246
1228,-0.046194401364241
1229,-0.083931193336935
1230,-0.0854868468628564
1231,-0.0529882481696126
1232,-0.0771016169902671
1233,-0.0766063656108795
1234,-0.0613155235673064
1235,-0.0535615057317189
1236,-0.0680984918325333
1237,-0.0519013270885745
1238,-0.0689294806782168
1239,-0.0515062742031445
1240,-0.0561477420271229
1241,-0.0510793086569737
1242,-0.0635893955064859
1243,-0.058441011780796
1244,-0.0617892953983738
1245,-0.0831914167600568
1246,-0.0702247327590113
1247,-0.0623432640664073
1248,-0.0748115341771667
1249,-0.0707762277514361
1250,-0.0632354888936948
1251,-0.070395480175824
1252,-0.06406040117369
1253,-0.0818814676226001
1254,-0.0668744759176375
1255,-0.0875332476552246
1256,-0.0754821947412788
1257,-0.0673083656415693
1258,-0.0753524824893069
1259,-0.0851298807425978
1260,-0.0397840540954073
1261,-0.0896928913247242
1262,-0.0710904894626161
1263,-0.0876769045619973
1264,-0.0797213460607049
1265,-0.0598411231753922
1266,-0.0668855110959763
1267,-0.0879713349816625
1268,-0.0876383848828757
1269,-0.0897479651619961
1270,-0.0826335013231035
1271,-0.0820066349010804
1272,-0.0712118967527646
1273,-0.0744283658103472
1274,-0.0721351677058464
1275,-0.0696866617466494
1276,-0.0604784244100472
1277,-0.0557142996931476
1278,-0.0818109038867218
1279,-0.0842298178292259
1280,-0.0606004041725355
1281,-0.0450600666089896
1282,-0.0701450772712442
1283,-0.0779393406352996
1284,-0.0763470487447431
1285,-0.0628727931658455
1286,-0.0695568505338665
1287,-0.0717137548999567
1288,-0.075441360521384
1289,-0.0563778101003044
1290,-0.0782911363879707
1291,-0.0802209338434373
1292,-0.0737821367299321
1293,-0.0682869766419682
1294,-0.0788901522315702
1295,-0.0686992801663871
1296,-0.0704959572434773
1297,-0.0705933032216312
1298,-0.0628703311205396
1299,-0.0609115233700111
1300,-0.0846853147281715
1301,-0.048000863184387
1302,-0.0875798802199652
1303,-0.066387356487485
1304,-0.0536530467355909
1305,-0.0588167004217805
1306,-0.0492068761595475
1307,-0.0688223978684797
1308,-0.0750743911735397
1309,-0.0677678385422202
1310,-0.0490431534906984
1311,-0.0809950645537984
1312,-0.0705332679074497
1313,-0.0741892357952084
1314,-0.0584151476329441
1315,-0.0716669766636477
1316,-0.0903860079997875
1317,-0.0674692131143771
1318,-0.0630874824359147
1319,-0.0464878348734076
1320,-0.0851803459141
1321,-0.0817930745642219
1322,-0.0676189597958399
1323,-0.0772601588271207
1324,-0.0645972599111752
1325,-0.0758078127313387
1326,-0.0493641748464555
1327,-0.0718362619530573
1328,-0.0901895152797078
1329,-0.0918814436683394
1330,-0.105016248451694
1331,-0.0474456531148027
1332,-0.0747209194070037
1333,-0.0704683403868331
1334,-0.0578621793475046
1335,-0.0693048093109342
1336,-0.0846947148418422
1337,-0.0684208479253561
1338,-0.0677213030741563
1339,-0.0508122749008221
1340,-0.0601198772637213
1341,-0.0792232051094819
1342,-0.0568096041989922
1343,-0.0552610073030208
1344,-0.0696122075105907
1345,-0.0490858544410702
1346,-0.0669530669686049
1347,-0.0834828421378036
1348,-0.0784963693485458
1349,-0.0342981960240146
1350,-0.0838193396928187
1351,-0.0796026517088177
1352,-0.0644894715471506
1353,-0.0575468026889185
1354,-0.0512640999913919
1355,-0.0570399748040578
1356,-0.0785052031803395
1357,-0.0751655568656848
1358,-0.0618469762706334
1359,-0.0701973813247826
1360,-0.0612895686453425
1361,-0.0490077810909583
1362,-0.0898243358680808
1363,-0.0489226159120663
1364,-0.0814161227935396
1365,-0.0697402648470447
1366,-0.0523739658062531
1367,-0.0675474976477351
1368,-0.0738361900141734
1369,-0.0756509299329728
1370,-0.0512876904720865
1371,-0.0674633666264275
1372,-0.0751049417958306
1373,-0.0400701973967465
1374,-0.0713259051162203
1375,-0.0618580239929276
1376,-0.049030532212607
1377,-0.0534317627161518
1378,-0.0610871995213939
1379,-0.0891330213223541
1380,-0.0620433289865888
1381,-0.0839080063724753
1382,-0.0772614295252885
1383,-0.071121610545547
1384,-0.0732407138317671
1385,-0.105455100048795
1386,-0.075459674779243
1387,-0.0892894831802638
1388,-0.0910780090514356
1389,-0.0749130641872058
1390,-0.0487926667908839
1391,-0.0759495627207764
1392,-0.079669712709787
1393,-0.0584412336932241
1394,-0.0812690147848094
1395,-0.0589552146579167
1396,-0.061202545082402
1397,-0.068656331561783
1398,-0.0759581892750673
1399,-0.0588587635058711
1400,-0.0746574016939834
1401,-0.0687533518606289
1402,-0.0701527209163089
1403,-0.0645228627358297
1404,-0.0696363784403389
1405,-0.0683817465667324
1406,-0.0619899300828312
1407,-0.0731865298217006
1408,-0.0723658058157401
1409,-0.0674046680165691
1410,-0.0758313148269152
1411,-0.0541649051024911
1412,-0.0781109826055372
1413,-0.0876763694866511
1414,-0.0768233811109056
1415,-0.0683824264198042
1416,-0.0819649377391173
1417,-0.0965023509607849
1418,-0.0712473926216254
1419,-0.0667141176324223
1420,-0.0776765382350771
1421,-0.108104571635191
1422,-0.0579250447418131
1423,-0.0606602035620988
1424,-0.0546147109513655
1425,-0.0749311431157014
1426,-0.0670155956001398
1427,-0.0585344511022071
1428,-0.0850748281210321
1429,-0.0570432629614719
1430,-0.066321865244718
1431,-0.0640678176336858
1432,-0.0760663600229772
1433,-0.0803658526979679
1434,-0.0548848424527465
1435,-0.0746934583364391
1436,-0.0614128066013131
1437,-0.0599909714769113
1438,-0.0765974562270963
1439,-0.0753075050766598
1440,-0.0680226511807285
1441,-0.062983099298948
1442,-0.064607577604435
1443,-0.092156495787318
1444,-0.0648507624602467
1445,-0.0537484964610867
1446,-0.0690458091310412
1447,-0.0493648666038002
1448,-0.0619520842991867
1449,-0.0757077158142692
1450,-0.051912687460588
1451,-0.0809689705581917
1452,-0.0602784541415341
1453,-0.0923888102343763
1454,-0.0455542013028992
1455,-0.0543456760788322
1456,-0.0742481224474106
1457,-0.0471813341320664
1458,-0.0821871854806635
1459,-0.0767261626136704
1460,-0.083329637176865
1461,-0.0565610444562326
1462,-0.0652711907669841
1463,-0.0763269806524342
1464,-0.0786182862627406
1465,-0.0968076768486699
1466,-0.0833364322246857
1467,-0.06922207288193
1468,-0.0826224813285518
1469,-0.0665602413016839
1470,-0.0774059722358371
1471,-0.0453412064806951
1472,-0.0613398796741556
1473,-0.102440954034455
1474,-0.0637613175894252
1475,-0.0696584750544916
1476,-0.071596699266738
1477,-0.0713639971709692
1478,-0.0589711919044083
1479,-0.0772245718841791
1480,-0.0638940582391364
1481,-0.0702770240881424
1482,-0.0605507534624683
1483,-0.0838482089439294
1484,-0.0715855148073134
1485,-0.0854668375039719
1486,-0.0710577180435234
1487,-0.0725557980176778
1488,-0.0633357481784205
1489,-0.0516258878160846
1490,-0.058892428766902
1491,-0.0777326201406406
1492,-0.0596349577367644
1493,-0.0791854509243056
1494,-0.0670916084132673
1495,-0.0837430122620901
1496,-0.073701715497182
1497,-0.0584254964656474
1498,-0.0647143307423279
1499,-0.0658991478708611
1500,-0.0636690309799353
1501,-0.0537773203897694
1502,-0.0532785937388869
1503,-0.0703833096376514
1504,-0.0821530357723163
1505,-0.0677246507563637
1506,-0.0847993089402889
1507,-0.0857508761084532
1508,-0.0628771944964502
1509,-0.0790994670795312
1510,-0.0835627520048739
1511,-0.0534079071387368
1512,-0.0738827678806708
1513,-0.0746199117288292
1514,-0.0546776682165554
1515,-0.0746232496846775
1516,-0.062850108712237
1517,-0.0551659046358265
1518,-0.0677067788870525
1519,-0.0577744427510709
1520,-0.0795856270497256
1521,-0.0723686973242654
1522,-0.0585154391233716
1523,-0.0929342249267375
1524,-0.0566972232749089
1525,-0.100039148735777
1526,-0.0725916132928266
1527,-0.0865882809358831
1528,-0.0733677259906021
1529,-0.0820917761357171
1530,-0.0635832628175857
1531,-0.0489689518913643
1532,-0.0825654876160667
1533,-0.0885929880828942
1534,-0.0717498713042334
1535,-0.0799708729787123
1536,-0.0734475525625163
1537,-0.0858909476894579
1538,-0.0628916640706858
1539,-0.0634890205233301
1540,-0.0503808294361361
1541,-0.0441117649633704
1542,-0.0889429837911059
1543,-0.0905339363196902
1544,-0.0852112321823353
1545,-0.0754727090971024
1546,-0.104843001770941
1547,-0.0800964119579341
1548,-0.0889763439570166
1549,-0.0603923892888638
1550,-0.0783526577546221
1551,-0.0682229443014008
1552,-0.0810091843784663
1553,-0.0657466143954215
1554,-0.0565904122117432
1555,-0.0699542372439846
1556,-0.0500104337403563
1557,-0.0553796852096852
1558,-0.0719300962489529
1559,-0.0571279160018238
1560,-0.0568222640685351
1561,-0.0700719646104967
1562,-0.0629964761506159
1563,-0.0846725687909053
1564,-0.0716282051781584
1565,-0.0469216871233896
1566,-0.0713134574600231
1567,-0.0597337030569517
1568,-0.0383861696671484
1569,-0.0639338057434417
1570,-0.0518461197240662
1571,-0.0656765810082206
1572,-0.0911348321765194
1573,-0.0443984961688732
1574,-0.0657742972539567
1575,-0.0741482083446132
1576,-0.0688107576799536
1577,-0.0810675399715323
1578,-0.0815292472166214
1579,-0.0792523452139612
1580,-0.0709468991281074
1581,-0.0560369200129452
1582,-0.0774347735911686
1583,-0.047995511312714
1584,-0.0537135265009967
1585,-0.0666515042937898
1586,-0.0672326834384798
1587,-0.064010222177458
1588,-0.0826446263402276
1589,-0.0692049521256511
1590,-0.0805174626046514
1591,-0.0781176365330136
1592,-0.0626267790962834
1593,-0.0906305153089864
1594,-0.058857041396162
1595,-0.0734065754346664
1596,-0.0432612315503245
1597,-0.0509067406201212
1598,-0.0704279962672244
1599,-0.0856712442876157
1600,-0.0747392254010762
1601,-0.0773821689730841
1602,-0.0733918171698952
1603,-0.0764511937957228
1604,-0.0674215993881008
1605,-0.0659492294135054
1606,-0.0739344726854893
1607,-0.0623814780181114
1608,-0.0750697521047719
1609,-0.0920628396070073
1610,-0.0584805884180104
1611,-0.0613872047458658
1612,-0.0737997652847873
1613,-0.0835484419293315
1614,-0.0663568892281878
1615,-0.0687894253005797
1616,-0.080772244279459
1617,-0.0644964794328796
1618,-0.079173838176983
1619,-0.0685092058030495
1620,-0.0570154819356954
1621,-0.0380711841882349
1622,-0.093474983751587
1623,-0.0856671099767164
1624,-0.0632456155258589
1625,-0.0690943722698293
1626,-0.065823755469914
1627,-0.0610499225810678
1628,-0.090874977043562
1629,-0.0724252535482596
1630,-0.0754781206040191
1631,-0.073185114732039
1632,-0.0620809749419536
1633,-0.0827710702320796
1634,-0.103024325516406
1635,-0.07563488366513
1636,-0.0724554113277207
1637,-0.0591626308768928
1638,-0.051918834104865
1639,-0.0704701714128963
1640,-0.0700084971373414
1641,-0.0792355181521485
1642,-0.10240827436969
1643,-0.0624646079610996
1644,-0.056946618353747
1645,-0.062450465610657
1646,-0.100047623288483
1647,-0.0686833129615755
1648,-0.0894821163731104
1649,-0.0830122305044417
1650,-0.0622930053145013
1651,-0.0687368075714883
1652,-0.0842042699511112
1653,-0.0398808974282765
1654,-0.0746824873090794
1655,-0.0731530588657996
1656,-0.0776919814393379
1657,-0.0655690855606451
1658,-0.0824162293303359
1659,-0.0712627165880164
1660,-0.074788340899537
1661,-0.0663598229729744
1662,-0.0754821559797307
1663,-0.0737969495317202
1664,-0.0595690465295059
1665,-0.0832236120665916
1666,-0.0390061916426627
1667,-0.0589710964084879
1668,-0.058250196523486
1669,-0.0624899948713273
1670,-0.0501220317540742
1671,-0.0870398809998741
1672,-0.0599976903111441
1673,-0.0822849830325239
1674,-0.0818437603226295
1675,-0.0723740329741077
1676,-0.0521740864314659
1677,-0.0544597596318845
1678,-0.0939112722867664
1679,-0.0578813287736441
1680,-0.0749759835830437
1681,-0.0774393244908499
1682,-0.0860662458364536
1683,-0.0892787835225408
1684,-0.103741804776587
1685,-0.0702724766738247
1686,-0.0615391957027985
1687,-0.0480376216783902
1688,-0.0786918876750479
1689,-0.079898030870169
1690,-0.0564656130344578
1691,-0.071284598948946
1692,-0.0840509545135136
1693,-0.0775857990085786
1694,-0.0760650457797329
1695,-0.0829207149442947
1696,-0.0561252301619687
1697,-0.0556613965815255
1698,-0.0724197577993468
1699,-0.0675511599021322
1700,-0.063950928491869
1701,-0.0691122009862949
1702,-0.0710096146754056
1703,-0.0581554367380017
1704,-0.0476470469883924
1705,-0.0908682451236324
1706,-0.0576397062721771
1707,-0.0796051892281531
1708,-0.0697160218640973
1709,-0.061806452891187
1710,-0.0820988864527017
1711,-0.0686661187780288
1712,-0.0610652513935275
1713,-0.0517683403413624
1714,-0.0715229446775688
1715,-0.0773086729856139
1716,-0.041424376381008
1717,-0.0682547845692813
1718,-0.087473297443719
1719,-0.0655053713449487
1720,-0.0759787074393524
1721,-0.0681640768503222
1722,-0.0595172450855704
1723,-0.0530412995713634
1724,-0.0754781007709532
1725,-0.081702644018338
1726,-0.0568513939878257
1727,-0.0569427769030767
1728,-0.0696783065150933
1729,-0.0770492406164413
1730,-0.0678348881678299
1731,-0.0637693763498893
1732,-0.0704179793379546
1733,-0.0701424480851632
1734,-0.0775908596064681
1735,-0.0817808077652586
1736,-0.0632392862024677
1737,-0.0710041261500836
1738,-0.0637008411440274
1739,-0.0731173778164295
1740,-0.084790824710256
1741,-0.045252542118592
1742,-0.0605646175242068
1743,-0.0580145853080893
1744,-0.0825147881556294
1745,-0.0965144477367889
1746,-0.0629794112893669
1747,-0.076512828929088
1748,-0.0701128756466452
1749,-0.0780661357957585
1750,-0.0679420866631232
1751,-0.0623902551482986
1752,-0.0614159502623117
1753,-0.0730635753237287
1754,-0.100333989911861
1755,-0.0671243272543134
1756,-0.0481908155489508
1757,-0.0489710809410428
1758,-0.0825057421761738
1759,-0.0833234704133335
1760,-0.0723061975861896
1761,-0.0875855429848962
1762,-0.0774709711992886
1763,-0.0911742388165054
1764,-0.0762569198254089
1765,-0.0991842658168354
1766,-0.0945312888865943
1767,-0.0966342878324153
1768,-0.0557849064713091
1769,-0.054196152172386
1770,-0.083613698837158
1771,-0.0707227668538259
1772,-0.0716488293065151
1773,-0.0651479160077424
1774,-0.0760826281581887
1775,-0.0616684252413059
1776,-0.0624386817928808
1777,-0.06101648054752
1778,-0.0957501935622554
1779,-0.0861282823116077
1780,-0.0674627136284355
1781,-0.0451444326828769
1782,-0.0715077915014309
1783,-0.0879139010396884
1784,-0.0926198512223238
1785,-0.0817027451554068
1786,-0.0695210684597833
1787,-0.0767735710050807
1788,-0.0626083799890985
1789,-0.0871072947498602
1790,-0.0759949965070352
1791,-0.0624175002240918
1792,-0.0671472243730205
1793,-0.0742650760892432
1794,-0.0742435799733761
1795,-0.0824872724248471
1796,-0.0543324197773693
1797,-0.0925937524811916
1798,-0.0620703010815023
1799,-0.0715923902982713
1800,-0.0667936028749128
1801,-0.082854723956651
1802,-0.0628741808207594
1803,-0.0462970738613586
1804,-0.0800300241176557
1805,-0.0587199153184886
1806,-0.0870367690925112
1807,-0.0581740332149909
1808,-0.0754453546319263
1809,-0.0754748468405566
1810,-0.0574074762254245
1811,-0.0718631995365232
1812,-0.059170595781466
1813,-0.0676680426839651
1814,-0.0858377383080994
1815,-0.0839899797679163
1816,-0.0626919860690866
1817,-0.0652514376002636
1818,-0.0627918387969589
1819,-0.0787239391206455
1820,-0.0747769483281186
1821,-0.0428208213817803
1822,-0.085765074906041
1823,-0.0549490503807711
1824,-0.0979567122039164
1825,-0.0598046656595799
1826,-0.058749067981571
1827,-0.0662999954912464
1828,-0.0592834906070868
1829,-0.0649342208450476
1830,-0.069969632589429
1831,-0.0521548637473509
1832,-0.067087183072145
1833,-0.074581554451714
1834,-0.0840687628423446
1835,-0.0484562719240186
1836,-0.0680521714939812
1837,-0.0651190511238162
1838,-0.0809443708159194
1839,-0.076294043156548
1840,-0.0793996985647834
1841,-0.0681707762623631
1842,-0.0578834155315157
1843,-0.0974020874257707
1844,-0.0398827377793522
1845,-0.0879870558509204
1846,-0.0638885094610573
1847,-0.0727442060094346
1848,-0.0849927880056647
1849,-0.0514539974789127
1850,-0.0731377772744227
1851,-0.06683955223123
1852,-0.0859736812666584
1853,-0.056852472236587
1854,-0.0818164847946516
1855,-0.076121823240348
1856,-0.0682362037896111
1857,-0.0915609825522697
1858,-0.0613400918377762
1859,-0.062614940835479
1860,-0.0719457461266662
1861,-0.0758693107022581
1862,-0.0580174583964227
1863,-0.0709726566603602
1864,-0.0748338611606609
1865,-0.0728027374228604
1866,-0.0489419537267842
1867,-0.0582571236696505
1868,-0.0505473384629018
1869,-0.0821170475182264
1870,-0.0858520193803758
1871,-0.0642157561108887
1872,-0.0697603131944303
1873,-0.0987078566633531
1874,-0.0618475219262967
1875,-0.0548127118133456
1876,-0.0797268861868123
1877,-0.0648997485177072
1878,-0.070328855990131
1879,-0.0779809521445897
1880,-0.0795716697649151
1881,-0.0978917073103044
1882,-0.077370149123667
1883,-0.0671768957513794
1884,-0.0561431526835706
1885,-0.0782554520999383
1886,-0.0689439551955509
1887,-0.0471797479284986
1888,-0.0713924454794937
1889,-0.0523113746836726
1890,-0.055519188369386
1891,-0.0715590596526949
1892,-0.0953281654447234
1893,-0.0700464912699576
1894,-0.0696788143354408
1895,-0.0857305820580649
1896,-0.0823308984746564
1897,-0.0972969838462304
1898,-0.0817652060042952
1899,-0.0684271103468082
1900,-0.0493088254120322
1901,-0.0716606238956934
1902,-0.0798470231670679
1903,-0.0861863367783518
1904,-0.0756644782529965
1905,-0.0665932806490108
1906,-0.081207374949321
1907,-0.0765253491954862
1908,-0.0880631263472372
1909,-0.0907877096989206
1910,-0.0673780878848162
1911,-0.0632554372911588
1912,-0.0414653413568826
1913,-0.0603169825214033
1914,-0.081229037112731
1915,-0.0575356557555192
1916,-0.069249009237846
1917,-0.0747631514244995
1918,-0.0580748697877088
1919,-0.0932784390785966
1920,-0.0927343713448355
1921,-0.0887711703276421
1922,-0.0781377031937249
1923,-0.0566039174608947
1924,-0.0861716314640685
1925,-0.0356754159004785
1926,-0.0633670840326049
1927,-0.0637211495860603
1928,-0.069249421561583
1929,-0.0779621341504461
1930,-0.080783186989498
1931,-0.0852439674646838
1932,-0.0665846067007428
1933,-0.0905795223425559
1934,-0.0581944429832565
1935,-0.095220315238614
1936,-0.0451334599553811
1937,-0.0622686901486037
1938,-0.0626150102362189
1939,-0.0896757564481849
1940,-0.0752869527366006
1941,-0.0689608851257863
1942,-0.0852511068856914
1943,-0.0955083726104397
1944,-0.0728898478952204
1945,-0.0894017347474568
1946,-0.0753802189230423
1947,-0.0795219572121798
1948,-0.0897945983997177
1949,-0.0492304806189057
1950,-0.0695097970540135
1951,-0.0507393141332662
1952,-0.0878772940178449
1953,-0.0729112162006711
1954,-0.07015397548879
1955,-0.0574889324110656
1956,-0.0776240318034758
1957,-0.0682215640582175
1958,-0.092667687775373
1959,-0.0610077316025497
1960,-0.0813682822559743
1961,-0.0742837190953755
1962,-0.0591293902951948
1963,-0.0583055193520817
1964,-0.0769827748354186
1965,-0.077010537344189
1966,-0.0693443220327569
1967,-0.0772802376846831
1968,-0.06425184924657
1969,-0.0611844269796343
1970,-0.0746377082614485
1971,-0.0652895281238962
1972,-0.0691012404575795
1973,-0.0608107628665701
1974,-0.0616151409417866
1975,-0.0511493275334163
1976,-0.0740672939566013
1977,-0.0889916487769087
1978,-0.0522968174317017
1979,-0.0791210211373851
1980,-0.0714596918042438
1981,-0.096447030488682
1982,-0.0540999499002662
1983,-0.0907529834812165
1984,-0.0879877791526927
1985,-0.0936499600061707
1986,-0.0608389898272075
1987,-0.0796559181208877
1988,-0.0694533671687025
1989,-0.0735282258281526
1990,-0.0533950519067367
1991,-0.0571881524776074
1992,-0.0850023029195704
1993,-0.0686864613988704
1994,-0.0867517090951552
1995,-0.0698436486958061
1996,-0.056537836453492
1997,-0.0911545255338838
1998,-0.0896416991910981
1999,-0.0795914020161864
2000,-0.076275135215444
2001,-0.0737375677661044
2002,-0.0742686321441853
2003,-0.0796036406290053
2004,-0.0858394847952246
2005,-0.0624368871187417
2006,-0.0819381678588703
2007,-0.0794860974469793
2008,-0.06288871520084
2009,-0.063861885237648
2010,-0.0874666166267196
2011,-0.0787659400851692
2012,-0.0536675308931901
2013,-0.0837198135347443
2014,-0.0874447560855559
2015,-0.0658996422675688
2016,-0.0491027974663167
2017,-0.101854308532663
2018,-0.0702753027966889
2019,-0.0720632262360007
2020,-0.0531031580471102
2021,-0.0965286229280549
2022,-0.0676139497280341
2023,-0.0829563201049631
2024,-0.0517761011755879
2025,-0.0539731749068329
2026,-0.0725801617779783
2027,-0.0620330640437612
2028,-0.0625196393594687
2029,-0.080318187914271
2030,-0.0718474645109921
2031,-0.0848525955061372
2032,-0.0760167770405002
2033,-0.0827132703475987
2034,-0.0724856543832269
2035,-0.0618106958479871
2036,-0.0654560573124654
2037,-0.058327756076412
2038,-0.0715238540868116
2039,-0.0483139503072567
2040,-0.0647451513143671
2041,-0.0671402827753181
2042,-0.0571725961917162
2043,-0.0753140764285708
2044,-0.0916698353561019
2045,-0.075915349584092
2046,-0.0668178132119254
2047,-0.0543966214076867
2048,-0.0729221599849636
2049,-0.0621322523615246
2050,-0.0500143717931773
2051,-0.0926951302945097
2052,-0.0820887498898938
2053,-0.0849202734055254
2054,-0.0750388648239487
2055,-0.0862724158255718
2056,-0.0635907823186696
2057,-0.0532654624049857
2058,-0.0814177408424615
2059,-0.0664845052857024
2060,-0.0763904581580047
2061,-0.0513292543196497
2062,-0.0710344990525348
2063,-0.0787317259380405
2064,-0.0549652898992982
2065,-0.0915545684694568
2066,-0.0718632656326226
2067,-0.083207986248848
2068,-0.0657891765046496
2069,-0.0900918669916011
2070,-0.0622493762534214
2071,-0.0549623955413297
2072,-0.0747092841938911
2073,-0.0747139751640013
2074,-0.0414346850715386
2075,-0.0661726277542054
2076,-0.0790470055882028
2077,-0.0725088009866481
2078,-0.0668430779518326
2079,-0.0586045912823112
2080,-0.0695604477915879
2081,-0.088839005669116
2082,-0.0546586213840121
2083,-0.084728896910565
2084,-0.0820640748733152
2085,-0.0701170135150418
2086,-0.0791146583528367
2087,-0.0633707729880847
2088,-0.0761684562669588
2089,-0.0647689851808192
2090,-0.0622613970776994
2091,-0.0789435968836318
2092,-0.0616623744677606
2093,-0.0650284867593585
2094,-0.0788971087179417
2095,-0.0809252882799479
2096,-0.0645657894967477
2097,-0.0878020507021801
2098,-0.0741783182847302
2099,-0.0710022237667264
2100,-0.0802163387887883
2101,-0.0689411631944961
2102,-0.0660610961347385
2103,-0.0850171219679912
2104,-0.0827222463941662
2105,-0.0759370326407364
2106,-0.060110985568344
2107,-0.0752314493471207
2108,-0.0748921024483145
2109,-0.0764399273299508
2110,-0.0696513135923731
2111,-0.0734822036745455
2112,-0.0825779690678651
2113,-0.0719976205443864
2114,-0.0617696461442783
2115,-0.0653271148232076
2116,-0.0690277347783984
2117,-0.0593780904322305
2118,-0.0691656140054702
2119,-0.0646887725540412
2120,-0.0695873213295047
2121,-0.0967874456042887
2122,-0.0578619779937192
2123,-0.0806242862558053
2124,-0.0667739710534845
2125,-0.0805890244626663
2126,-0.0690233433090425
2127,-0.0770288601519699
2128,-0.0572338583828822
2129,-0.0393405174323175
2130,-0.0684641135105606
2131,-0.0799351598516059
2132,-0.0747544967950284
2133,-0.0778791659342925
2134,-0.0672628520180718
2135,-0.0604513464549177
2136,-0.0845324850532739
2137,-0.0671646816862258
2138,-0.0699372355920842
2139,-0.0801000634257162
2140,-0.0601547326080066
2141,-0.0718974661886862
2142,-0.0652140830594633
2143,-0.0959189406011807
2144,-0.0968201641328957
2145,-0.0659753888603839
2146,-0.0652151835969358
2147,-0.0811518564041346
2148,-0.0540670760261651
2149,-0.0544016017324414
2150,-0.0916488155644453
2151,-0.0593871776746751
2152,-0.0516489941882999
2153,-0.080951532440906
2154,-0.067193006464556
2155,-0.083273518119486
2156,-0.0584577289414672
2157,-0.101756212554683
2158,-0.0785125475708689
2159,-0.0841071648956315
2160,-0.0533396289714536
2161,-0.0822738647038992
2162,-0.0681796813685621
2163,-0.0724321198639063
2164,-0.0749394237849877
2165,-0.057845054008679
2166,-0.0601587214270653
2167,-0.0697966919295014
2168,-0.0984415346752067
2169,-0.0884408774210136
2170,-0.0651679011110047
2171,-0.0604094917115089
2172,-0.0673159188582537
2173,-0.0723750381667457
2174,-0.0628236140772038
2175,-0.0825683997828583
2176,-0.058385853577745
2177,-0.0624586545805505
2178,-0.0647158641765624
2179,-0.0654925828735362
2180,-0.0699217494656175
2181,-0.0826724933987869
2182,-0.0938570398143611
2183,-0.0896693430984938
2184,-0.0884612714773959
2185,-0.0569071357076101
2186,-0.0762011958019051
2187,-0.0899764818233075
2188,-0.0571342040443787
2189,-0.0634743341718874
2190,-0.0777744133654273
2191,-0.0620064324802461
2192,-0.0603354194978346
2193,-0.09385501885565
2194,-0.0920171842514657
2195,-0.0888466375097555
2196,-0.0652782120083086
2197,-0.0704931668026656
2198,-0.0632871847015313
2199,-0.0572228819054446
2200,-0.0814041610651679
2201,-0.0942556552957928
2202,-0.0537169693971626
2203,-0.0753928367979281
2204,-0.0539655942708625
2205,-0.0704317086630086
2206,-0.0699792951067333
2207,-0.0714016751011648
2208,-0.0961079092006477
2209,-0.113817202671266
2210,-0.0424629790134543
2211,-0.054705944393402
2212,-0.0879548906248528
2213,-0.0742181915606087
2214,-0.0613335523111815
2215,-0.0944432619852071
2216,-0.0856618071285067
2217,-0.0546351528383167
2218,-0.0616395267608371
2219,-0.0651154696879791
2220,-0.0509235519216446
2221,-0.0686478780761749
2222,-0.0827609084706454
2223,-0.0759655719977993
2224,-0.0824101542832077
2225,-0.0639066307358209
2226,-0.0815941774516865
2227,-0.0590750447377253
2228,-0.0930947278063026
2229,-0.0631352092205724
2230,-0.079139305347577
2231,-0.0633825393560319
2232,-0.0858414484748919
2233,-0.0927602620460077
2234,-0.0481577879289298
2235,-0.0896552027188871
2236,-0.0523684405121856
2237,-0.095739578755349
2238,-0.0801708888963842
2239,-0.069718115732827
2240,-0.0926773446662851
2241,-0.0958738041597952
2242,-0.0773649361895355
2243,-0.0739663172958021
2244,-0.0568702499689864
2245,-0.0773013797005189
