source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,sample_id,patient_id,replicate,sender_spots,receiver_spots,prespecified_direction
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0664945481115993,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,COL1A1,CD44,0.134216097327543,0.08,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.0925477371657657,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.138028737461872,0.03,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.153658197269727,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.0882599912450144,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0670870862337606,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,COL1A2,CD44,0.138443394410214,0.09,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.0933682079031746,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.14235525534623,0.02,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.176935326466819,0.86,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.106110578107049,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.216170022943424,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.128922440326675,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.19348811967107,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.178452403691345,0.99,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.106952912757822,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.222278325647928,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.129980316638972,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.19912857132202,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.123197515598183,0.24,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,SDC4,0.0685238376304269,0.93,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0755721558634348,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.15183176854983,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.0909448042345338,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.134667811637771,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.0662874279128736,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.0370487987621639,0.06,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.035299724025505,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,FN1,CD44,0.0615884753499473,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0600146904822416,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor,Tumor_stroma,FN1,CD44,0.0318471393381199,0.94,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.0736390536849547,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0933070433432082,0.01,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0581547297586786,0.08,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0494612712994369,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,COL1A1,CD44,0.0961635544716171,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.0834235707916136,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor,Tumor_stroma,COL1A1,CD44,0.067465943601639,0.77,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.113919536269052,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.104221644010486,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.0605836837826955,0.31,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0551452062267732,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,COL1A2,CD44,0.100119171250541,0.01,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.0927148213508779,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor,Tumor_stroma,COL1A2,CD44,0.079248600758967,0.73,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.118480608795209,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.14647131648316,0.49,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.091844726359606,0.76,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.100900864192425,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.198623763102988,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.11842871839981,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.162680268716988,0.04,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.162155024289578,0.54,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.095398626042651,0.96,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.110484638379388,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.205543426767409,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.130489222813211,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.168705636101124,0.24,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.106411767579565,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,SDC4,0.0600553737286469,0.44,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0754329301675946,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.134354794813493,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.0870965822537802,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.107915226038586,0.01,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A595688_Rep2,A595688,Rep2,74,162,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.0782724175973234,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.048007707527918,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor_stroma,Tumor,FN1,CD44,0.0732078486389632,0.58,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0781882828562075,0.01,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.11457857248169,0.01,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0696410106319088,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor_stroma,Tumor,COL1A1,CD44,0.114108627816573,0.34,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.114239058170324,0.08,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.102498041762054,0.99,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.120698423003855,0.03,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0732491400660019,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor_stroma,Tumor,COL1A2,CD44,0.121157811607629,0.35,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.120302442388972,0.09,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.108965615091607,0.99,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.0916725310939663,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor,Tumor,COL1A1,SDC4,0.120271358605788,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor,COL1A1,SDC4,0.151655919954786,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.129083418293175,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor,Tumor_stroma,COL1A1,SDC4,0.0909358273102028,0.97,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.116226207148389,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.0960533977325409,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor,Tumor,COL1A2,SDC4,0.128942652554068,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor,COL1A2,SDC4,0.160378989533914,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.135741628571443,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor,Tumor_stroma,COL1A2,SDC4,0.0978551843242325,0.97,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.123378194853345,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0646841223118876,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,TRUE
Tumor,Tumor,FN1,SDC4,0.0631334260433783,0.78,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor,FN1,SDC4,0.0996238023804823,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.0891016189151248,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.0746647671691375,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A938797_Rep1_X,A938797,Rep1,1122,121,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.107189141342908,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.070449518297591,0.03,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0969033173510102,0.01,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.150926501259014,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0997713638980957,0.26,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.137164018991289,0.17,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.148456449915593,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0981063587942673,0.37,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.134878987814543,0.17,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.128773914495153,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.146904665340612,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.161572278349021,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.13434122969329,0.16,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.126776857471096,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.148048586709021,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.158998125849098,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.135411027718046,0.06,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.086815973405582,0.96,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.09288913600965,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.0958699614935124,0.02,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
