source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,sample_id,patient_id,replicate,sender_spots,receiver_spots,prespecified_direction
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.213864941879924,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.238769278206147,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.147300020872071,0.95,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.118388844600578,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,TRUE
Tumor_stroma,Tumor,COL1A2,CD44,0.209636540282117,0.68,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.177140796537655,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.215021644792472,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.12089411657596,0.13,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.063379128258649,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.117158503250359,0.63,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.10552021648515,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor,Tumor_stroma,COL1A1,SDC4,0.113334043518055,0.98,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.133860604082327,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.12993022047553,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.0680561086846329,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.117886618452766,0.85,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.113101498046242,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor,Tumor_stroma,COL1A2,SDC4,0.114430063547144,0.99,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.13467386794586,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.0822872558377522,0.15,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0433030842840868,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.0787051618098241,0.73,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.0726620782074866,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor,Tumor_stroma,FN1,SDC4,0.0787656432267478,0.78,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.0905879284253106,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN048_A416371_Rep2,A416371,Rep2,524,627,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.143065138606934,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor,Fibroblastic_stroma,FN1,CD44,0.0578441857633493,0.71,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.0961254416834718,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.0763732041158747,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,FN1,CD44,0.105378990161011,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.102595014817945,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.112967494215618,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.215561902734196,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor,Fibroblastic_stroma,COL1A1,CD44,0.101323927574356,0.3,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.150571602789343,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.116687950180043,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,COL1A1,CD44,0.167284191926556,0.01,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.155818450389912,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor,Tumor_stroma,COL1A1,CD44,0.150107483903061,0.99,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.178309808317567,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.229549906189311,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor,Fibroblastic_stroma,COL1A2,CD44,0.106593398941864,0.29,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.157278244072025,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.124597000015347,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,COL1A2,CD44,0.175024895720335,0.03,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.166185714023531,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor,Tumor_stroma,COL1A2,CD44,0.158060727200116,0.99,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.186428007132525,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.169501651248961,0.55,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.117549126169951,0.99,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.134944272221763,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.194347561897309,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.158435887968692,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.181400237117132,0.01,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.181311386353224,0.47,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.143680075445268,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.20298593351519,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.168922215957652,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.189621336086851,0.02,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.1099479813824,0.2,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,SDC4,0.0734181695770534,0.93,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0896278603440072,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.124162067332646,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.104493338920268,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.115110131232348,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A551763_Rep1,A551763,Rep1,70,375,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.0541302826378626,0.09,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Fibroblastic_stroma,FN1,CD44,0.0105277100483513,0.93,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.0179688916935273,0.78,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.0346652603987856,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,FN1,CD44,0.0342164161277521,0.95,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,FN1,CD44,0.0446255728240828,0.01,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0392762523414978,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,FN1,CD44,0.0295296348902475,0.98,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.038577749003206,0.24,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0805783010540685,0.54,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Fibroblastic_stroma,COL1A1,CD44,0.0258503085828963,0.92,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0381806113459681,0.82,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0509029463694239,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,COL1A1,CD44,0.0825243274672047,0.48,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,COL1A1,CD44,0.0931236158893556,0.01,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.0580156309318476,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,COL1A1,CD44,0.0717796921362341,0.94,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.0811387144978918,0.51,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.0791578560907109,0.56,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Fibroblastic_stroma,COL1A2,CD44,0.0255107072654945,0.92,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.0366535612187496,0.85,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0500420666979759,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,COL1A2,CD44,0.0814722641295365,0.4,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,COL1A2,CD44,0.0895201823907527,0.01,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.0570165433245203,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,COL1A2,CD44,0.0708524936294698,0.93,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.077953312099027,0.67,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.0388015112695532,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,COL1A1,SDC4,0.0623045069762797,0.11,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,COL1A1,SDC4,0.0705354280131154,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.037324311585183,0.17,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,COL1A1,SDC4,0.0456055030572126,0.96,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.0517693890307985,0.78,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.0381226472887757,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,COL1A2,SDC4,0.0614904329436456,0.1,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,COL1A2,SDC4,0.0677311674168793,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.0366530024376574,0.12,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,COL1A2,SDC4,0.0449976665629889,0.94,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.0496656386542303,0.83,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0261313131500383,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,TRUE
Tumor,Tumor,FN1,SDC4,0.0254567537157552,0.49,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor,FN1,SDC4,0.0333055636475556,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.0249045327276674,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor,Tumor_stroma,FN1,SDC4,0.0184123987032276,0.98,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.0241504121405196,0.66,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A551763_Rep2,A551763,Rep2,50,698,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.105040096586493,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.0583049603114912,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.0457579779336768,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,TRUE
Tumor_stroma,Tumor,FN1,CD44,0.0912512991674629,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0637875033909976,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.0939834415901902,0.01,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.152310485375196,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0855822062325082,0.01,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN123_A595688_Rep1,A595688,Rep1,209,235,FALSE
