method,feature,n_patients,high_mean,low_mean,mean_difference,wilcoxon_p,burden_rho,burden_p,wilcoxon_fdr_bh,burden_fdr_bh
DoRothEA_ULM_AB,TFDP1,13,0.730461022534839,1.60882964344715,-0.878368620912312,0.0383187631494136,-0.604395604395604,0.0286727056714069,0.596568346623317,0.469281209611399
DoRothEA_ULM_AB,TP53,13,4.1986573198908,3.89778097796451,0.300876341926283,0.432034892005007,0.225274725274725,0.459305142725006,0.906068911228346,0.947166032841988
DoRothEA_ULM_AB,TP63,13,0.111184433835066,0.19050860298117,-0.0793241691461036,0.943056670967043,-0.142857142857143,0.641516421586088,0.992174205913243,0.980399303852205
DoRothEA_ULM_AB,TWIST1,13,-0.239318958228516,0.0578196563260512,-0.297138614554567,0.520316800507367,-0.010989010989011,0.971577682777073,0.906068911228346,0.985786910714062
DoRothEA_ULM_AB,USF1,13,2.46385646913779,2.24174948366347,0.222106985474324,0.720984861901671,0.120879120879121,0.694047327996686,0.958150934895641,0.980399303852205
DoRothEA_ULM_AB,USF2,13,2.32257657374405,1.8855226966334,0.437053877110646,0.174735823215247,0.269230769230769,0.373733042281892,0.653641412768147,0.898738982630264
DoRothEA_ULM_AB,VDR,13,-0.272951951189142,-0.328022594582261,0.0550706433931192,0.830324257655795,-0.0659340659340659,0.830542385756094,0.975148256084132,0.980399303852205
DoRothEA_ULM_AB,WT1,13,0.592897564749286,0.234269353684167,0.358628211065119,0.100412493986103,0.505494505494506,0.0780333273101838,0.596568346623317,0.516767959233446
DoRothEA_ULM_AB,YY1,13,-0.552197865223245,-0.405054823882408,-0.147143041340836,0.283976771750912,-0.153846153846154,0.615798868648882,0.775179836401137,0.980399303852205
DoRothEA_ULM_AB,ZBTB33,13,-0.628713535178522,-0.453931851138342,-0.17478168404018,0.283976771750912,-0.362637362637363,0.223315720292482,0.775179836401137,0.685997532132512
DoRothEA_ULM_AB,ZEB1,13,-2.31025602741136,-2.17488064926509,-0.135375378146277,0.617075077451974,0.0989010989010989,0.747868303598391,0.944311860949233,0.980399303852205
DoRothEA_ULM_AB,ZNF263,13,3.06523225778705,3.14068838927543,-0.0754561314883824,0.943056670967043,-0.181318681318681,0.553295009283934,0.992174205913243,0.947166032841988
