SSP_predicted,n,median,q1,q3
CMS2,182,-0.090150733417935,-0.621266153027722,0.301712299189516
CMS3,29,-0.7532511550222,-1.49205839263521,-0.137074745904438
CMS1,49,0.339579253723522,-0.201377138435619,0.516376816417667
CMS4,51,1.12635387426731,0.86645840194212,1.35695235952916
