method,cell_type,n_high,n_low,median_high,median_low,median_difference,mean_high,mean_low,mean_difference,p_value,fdr_bh
EPIC,Bcells,191,192,0.00270554648414358,0.0024276395864287,0.000277906897714873,0.00576081661304051,0.00356170052058433,0.00219911609245618,0.34569823860915,0.34569823860915
EPIC,CAFs,191,192,0.274208340036919,0.0664057057778482,0.207802634259071,0.360187170706551,0.0720172541016479,0.288169916604903,0,0
EPIC,CD4_Tcells,191,192,0.0492586916794368,0.0567733956457139,-0.00751470396627708,0.0500784331031305,0.0604551364320712,-0.0103767033289408,7.41725756026389e-05,8.47686578315873e-05
EPIC,CD8_Tcells,191,192,0.00625753212650713,0.0204421817001296,-0.0141846495736224,0.00877668912505825,0.0205730261824297,-0.0117963370573714,7.79942056843844e-30,1.03992274245846e-29
EPIC,Endothelial,191,192,0.0638856572232263,0.0361711354291607,0.0277145217940656,0.0738589604654567,0.0425450753228851,0.0313138851425716,0,0
EPIC,Macrophages,191,192,0.00498155097299116,0.00186822329832896,0.0031133276746622,0.00604316373575381,0.00248426758976935,0.00355889614598446,0,0
EPIC,NKcells,191,192,2.00607388164315e-08,1.03139371764625e-09,1.90293450987853e-08,4.72673325677686e-05,1.71819977760387e-05,3.00853347917299e-05,0,0
EPIC,otherCells,191,192,0.557905333313388,0.803682966681592,-0.245777633368204,0.495247498918442,0.798346357852836,-0.303098858934395,7.52982537839508e-57,1.20477206054321e-56
