sample_id,patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi
p007n,p007,Normal,CAF_like,ACTA2,108,4,23,195413.0
p007n,p007,Normal,CAF_like,CLDN1,2,2,23,195413.0
p007n,p007,Normal,CAF_like,CLDN2,0,0,23,195413.0
p007n,p007,Normal,CAF_like,CLDN4,9,2,23,195413.0
p007n,p007,Normal,CAF_like,CLDN7,0,0,23,195413.0
p007n,p007,Normal,CAF_like,COL1A1,117,7,23,195413.0
p007n,p007,Normal,CAF_like,COL1A2,152,6,23,195413.0
p007n,p007,Normal,CAF_like,COL3A1,254,6,23,195413.0
p007n,p007,Normal,CAF_like,CXCL12,5,3,23,195413.0
p007n,p007,Normal,CAF_like,EPCAM,22,3,23,195413.0
p007n,p007,Normal,CAF_like,FAP,1,1,23,195413.0
p007n,p007,Normal,CAF_like,FN1,19,4,23,195413.0
p007n,p007,Normal,CAF_like,INHBA,0,0,23,195413.0
p007n,p007,Normal,CAF_like,KRT19,17,3,23,195413.0
p007n,p007,Normal,CAF_like,MMP2,25,5,23,195413.0
p007n,p007,Normal,CAF_like,MMP9,10,3,23,195413.0
p007n,p007,Normal,CAF_like,PDPN,0,0,23,195413.0
p007n,p007,Normal,CAF_like,PECAM1,8,4,23,195413.0
p007n,p007,Normal,CAF_like,POSTN,228,3,23,195413.0
p007n,p007,Normal,CAF_like,PTPRC,88,10,23,195413.0
p007n,p007,Normal,CAF_like,TAGLN,176,6,23,195413.0
p007n,p007,Normal,CAF_like,TGFB1,18,6,23,195413.0
p007n,p007,Normal,CAF_like,THY1,15,3,23,195413.0
p007n,p007,Normal,CAF_like,VWF,0,0,23,195413.0
p007n,p007,Normal,CAF_like,WNT2,0,0,23,195413.0
p007n,p007,Normal,CAF_like,WNT5A,3,2,23,195413.0
p007n,p007,Normal,Epithelial,ACTA2,11,11,837,3243414.0
p007n,p007,Normal,Epithelial,CLDN1,2,2,837,3243414.0
p007n,p007,Normal,Epithelial,CLDN2,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,CLDN4,4903,749,837,3243414.0
p007n,p007,Normal,Epithelial,CLDN7,176,138,837,3243414.0
p007n,p007,Normal,Epithelial,COL1A1,24,20,837,3243414.0
p007n,p007,Normal,Epithelial,COL1A2,4,4,837,3243414.0
p007n,p007,Normal,Epithelial,COL3A1,2,2,837,3243414.0
p007n,p007,Normal,Epithelial,CXCL12,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,EPCAM,2022,588,837,3243414.0
p007n,p007,Normal,Epithelial,FAP,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,FN1,18,15,837,3243414.0
p007n,p007,Normal,Epithelial,INHBA,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,KRT19,12434,691,837,3243414.0
p007n,p007,Normal,Epithelial,MMP2,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,MMP9,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,PDPN,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,PECAM1,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,POSTN,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,PTPRC,10,10,837,3243414.0
p007n,p007,Normal,Epithelial,TAGLN,71,65,837,3243414.0
p007n,p007,Normal,Epithelial,TGFB1,24,20,837,3243414.0
p007n,p007,Normal,Epithelial,THY1,0,0,837,3243414.0
p007n,p007,Normal,Epithelial,VWF,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,WNT2,1,1,837,3243414.0
p007n,p007,Normal,Epithelial,WNT5A,2,2,837,3243414.0
p007n,p007,Normal,Immune,ACTA2,3,3,344,2995196.0
p007n,p007,Normal,Immune,CLDN1,0,0,344,2995196.0
p007n,p007,Normal,Immune,CLDN2,0,0,344,2995196.0
p007n,p007,Normal,Immune,CLDN4,16,16,344,2995196.0
p007n,p007,Normal,Immune,CLDN7,0,0,344,2995196.0
p007n,p007,Normal,Immune,COL1A1,1,1,344,2995196.0
p007n,p007,Normal,Immune,COL1A2,0,0,344,2995196.0
p007n,p007,Normal,Immune,COL3A1,2,2,344,2995196.0
p007n,p007,Normal,Immune,CXCL12,0,0,344,2995196.0
p007n,p007,Normal,Immune,EPCAM,11,10,344,2995196.0
p007n,p007,Normal,Immune,FAP,1,1,344,2995196.0
p007n,p007,Normal,Immune,FN1,0,0,344,2995196.0
p007n,p007,Normal,Immune,INHBA,0,0,344,2995196.0
p007n,p007,Normal,Immune,KRT19,46,35,344,2995196.0
p007n,p007,Normal,Immune,MMP2,0,0,344,2995196.0
p007n,p007,Normal,Immune,MMP9,1,1,344,2995196.0
p007n,p007,Normal,Immune,PDPN,0,0,344,2995196.0
p007n,p007,Normal,Immune,PECAM1,80,55,344,2995196.0
p007n,p007,Normal,Immune,POSTN,0,0,344,2995196.0
p007n,p007,Normal,Immune,PTPRC,568,151,344,2995196.0
p007n,p007,Normal,Immune,TAGLN,10,10,344,2995196.0
p007n,p007,Normal,Immune,TGFB1,391,199,344,2995196.0
p007n,p007,Normal,Immune,THY1,0,0,344,2995196.0
p007n,p007,Normal,Immune,VWF,0,0,344,2995196.0
p007n,p007,Normal,Immune,WNT2,0,0,344,2995196.0
p007n,p007,Normal,Immune,WNT5A,5,3,344,2995196.0
p007n,p007,Normal,Vascular,ACTA2,0,0,4,20517.0
p007n,p007,Normal,Vascular,CLDN1,0,0,4,20517.0
p007n,p007,Normal,Vascular,CLDN2,0,0,4,20517.0
p007n,p007,Normal,Vascular,CLDN4,0,0,4,20517.0
p007n,p007,Normal,Vascular,CLDN7,0,0,4,20517.0
p007n,p007,Normal,Vascular,COL1A1,4,1,4,20517.0
p007n,p007,Normal,Vascular,COL1A2,10,1,4,20517.0
p007n,p007,Normal,Vascular,COL3A1,5,1,4,20517.0
p007n,p007,Normal,Vascular,CXCL12,0,0,4,20517.0
p007n,p007,Normal,Vascular,EPCAM,0,0,4,20517.0
p007n,p007,Normal,Vascular,FAP,0,0,4,20517.0
p007n,p007,Normal,Vascular,FN1,0,0,4,20517.0
p007n,p007,Normal,Vascular,INHBA,0,0,4,20517.0
p007n,p007,Normal,Vascular,KRT19,0,0,4,20517.0
p007n,p007,Normal,Vascular,MMP2,0,0,4,20517.0
p007n,p007,Normal,Vascular,MMP9,0,0,4,20517.0
p007n,p007,Normal,Vascular,PDPN,0,0,4,20517.0
p007n,p007,Normal,Vascular,PECAM1,27,4,4,20517.0
p007n,p007,Normal,Vascular,POSTN,0,0,4,20517.0
p007n,p007,Normal,Vascular,PTPRC,0,0,4,20517.0
p007n,p007,Normal,Vascular,TAGLN,1,1,4,20517.0
p007n,p007,Normal,Vascular,TGFB1,0,0,4,20517.0
p007n,p007,Normal,Vascular,THY1,0,0,4,20517.0
p007n,p007,Normal,Vascular,VWF,42,4,4,20517.0
p007n,p007,Normal,Vascular,WNT2,0,0,4,20517.0
p007n,p007,Normal,Vascular,WNT5A,0,0,4,20517.0
p007t,p007,Tumor,CAF_like,ACTA2,301,22,35,206666.0
p007t,p007,Tumor,CAF_like,CLDN1,0,0,35,206666.0
p007t,p007,Tumor,CAF_like,CLDN2,1,1,35,206666.0
p007t,p007,Tumor,CAF_like,CLDN4,5,4,35,206666.0
p007t,p007,Tumor,CAF_like,CLDN7,0,0,35,206666.0
p007t,p007,Tumor,CAF_like,COL1A1,1255,31,35,206666.0
p007t,p007,Tumor,CAF_like,COL1A2,1045,30,35,206666.0
p007t,p007,Tumor,CAF_like,COL3A1,1031,28,35,206666.0
p007t,p007,Tumor,CAF_like,CXCL12,9,5,35,206666.0
p007t,p007,Tumor,CAF_like,EPCAM,3,2,35,206666.0
p007t,p007,Tumor,CAF_like,FAP,24,6,35,206666.0
p007t,p007,Tumor,CAF_like,FN1,253,23,35,206666.0
p007t,p007,Tumor,CAF_like,INHBA,1,1,35,206666.0
p007t,p007,Tumor,CAF_like,KRT19,10,6,35,206666.0
p007t,p007,Tumor,CAF_like,MMP2,174,21,35,206666.0
p007t,p007,Tumor,CAF_like,MMP9,0,0,35,206666.0
p007t,p007,Tumor,CAF_like,PDPN,53,13,35,206666.0
p007t,p007,Tumor,CAF_like,PECAM1,0,0,35,206666.0
p007t,p007,Tumor,CAF_like,POSTN,259,10,35,206666.0
p007t,p007,Tumor,CAF_like,PTPRC,5,5,35,206666.0
p007t,p007,Tumor,CAF_like,TAGLN,743,31,35,206666.0
p007t,p007,Tumor,CAF_like,TGFB1,19,11,35,206666.0
p007t,p007,Tumor,CAF_like,THY1,125,14,35,206666.0
p007t,p007,Tumor,CAF_like,VWF,0,0,35,206666.0
p007t,p007,Tumor,CAF_like,WNT2,2,1,35,206666.0
p007t,p007,Tumor,CAF_like,WNT5A,26,7,35,206666.0
p007t,p007,Tumor,Epithelial,ACTA2,12,12,1011,5953867.0
p007t,p007,Tumor,Epithelial,CLDN1,172,107,1011,5953867.0
p007t,p007,Tumor,Epithelial,CLDN2,139,55,1011,5953867.0
p007t,p007,Tumor,Epithelial,CLDN4,7376,862,1011,5953867.0
p007t,p007,Tumor,Epithelial,CLDN7,52,48,1011,5953867.0
p007t,p007,Tumor,Epithelial,COL1A1,55,50,1011,5953867.0
p007t,p007,Tumor,Epithelial,COL1A2,4,3,1011,5953867.0
p007t,p007,Tumor,Epithelial,COL3A1,4,4,1011,5953867.0
p007t,p007,Tumor,Epithelial,CXCL12,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,EPCAM,6540,773,1011,5953867.0
p007t,p007,Tumor,Epithelial,FAP,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,FN1,12,10,1011,5953867.0
p007t,p007,Tumor,Epithelial,INHBA,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,KRT19,16833,849,1011,5953867.0
p007t,p007,Tumor,Epithelial,MMP2,1,1,1011,5953867.0
p007t,p007,Tumor,Epithelial,MMP9,1,1,1011,5953867.0
p007t,p007,Tumor,Epithelial,PDPN,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,PECAM1,1,1,1011,5953867.0
p007t,p007,Tumor,Epithelial,POSTN,1,1,1011,5953867.0
p007t,p007,Tumor,Epithelial,PTPRC,47,23,1011,5953867.0
p007t,p007,Tumor,Epithelial,TAGLN,98,77,1011,5953867.0
p007t,p007,Tumor,Epithelial,TGFB1,47,39,1011,5953867.0
p007t,p007,Tumor,Epithelial,THY1,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,VWF,4,4,1011,5953867.0
p007t,p007,Tumor,Epithelial,WNT2,0,0,1011,5953867.0
p007t,p007,Tumor,Epithelial,WNT5A,10,9,1011,5953867.0
p007t,p007,Tumor,Immune,ACTA2,21,20,973,4437573.0
p007t,p007,Tumor,Immune,CLDN1,5,5,973,4437573.0
p007t,p007,Tumor,Immune,CLDN2,6,5,973,4437573.0
p007t,p007,Tumor,Immune,CLDN4,97,57,973,4437573.0
p007t,p007,Tumor,Immune,CLDN7,0,0,973,4437573.0
p007t,p007,Tumor,Immune,COL1A1,13,12,973,4437573.0
p007t,p007,Tumor,Immune,COL1A2,6,3,973,4437573.0
p007t,p007,Tumor,Immune,COL3A1,5,5,973,4437573.0
p007t,p007,Tumor,Immune,CXCL12,5,4,973,4437573.0
p007t,p007,Tumor,Immune,EPCAM,48,33,973,4437573.0
p007t,p007,Tumor,Immune,FAP,1,1,973,4437573.0
p007t,p007,Tumor,Immune,FN1,7,6,973,4437573.0
p007t,p007,Tumor,Immune,INHBA,0,0,973,4437573.0
p007t,p007,Tumor,Immune,KRT19,173,120,973,4437573.0
p007t,p007,Tumor,Immune,MMP2,1,1,973,4437573.0
p007t,p007,Tumor,Immune,MMP9,142,39,973,4437573.0
p007t,p007,Tumor,Immune,PDPN,25,11,973,4437573.0
p007t,p007,Tumor,Immune,PECAM1,262,155,973,4437573.0
p007t,p007,Tumor,Immune,POSTN,1,1,973,4437573.0
p007t,p007,Tumor,Immune,PTPRC,3562,765,973,4437573.0
p007t,p007,Tumor,Immune,TAGLN,52,47,973,4437573.0
p007t,p007,Tumor,Immune,TGFB1,538,354,973,4437573.0
p007t,p007,Tumor,Immune,THY1,3,2,973,4437573.0
p007t,p007,Tumor,Immune,VWF,1,1,973,4437573.0
p007t,p007,Tumor,Immune,WNT2,0,0,973,4437573.0
p007t,p007,Tumor,Immune,WNT5A,6,4,973,4437573.0
p007t,p007,Tumor,Other_stromal,ACTA2,1,1,2,10568.0
p007t,p007,Tumor,Other_stromal,CLDN1,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,CLDN2,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,CLDN4,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,CLDN7,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,COL1A1,8,2,2,10568.0
p007t,p007,Tumor,Other_stromal,COL1A2,20,2,2,10568.0
p007t,p007,Tumor,Other_stromal,COL3A1,13,1,2,10568.0
p007t,p007,Tumor,Other_stromal,CXCL12,1,1,2,10568.0
p007t,p007,Tumor,Other_stromal,EPCAM,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,FAP,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,FN1,14,1,2,10568.0
p007t,p007,Tumor,Other_stromal,INHBA,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,KRT19,2,2,2,10568.0
p007t,p007,Tumor,Other_stromal,MMP2,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,MMP9,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,PDPN,1,1,2,10568.0
p007t,p007,Tumor,Other_stromal,PECAM1,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,POSTN,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,PTPRC,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,TAGLN,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,TGFB1,1,1,2,10568.0
p007t,p007,Tumor,Other_stromal,THY1,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,VWF,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,WNT2,0,0,2,10568.0
p007t,p007,Tumor,Other_stromal,WNT5A,0,0,2,10568.0
p007t,p007,Tumor,Vascular,ACTA2,65,5,23,161894.0
p007t,p007,Tumor,Vascular,CLDN1,0,0,23,161894.0
p007t,p007,Tumor,Vascular,CLDN2,0,0,23,161894.0
p007t,p007,Tumor,Vascular,CLDN4,0,0,23,161894.0
p007t,p007,Tumor,Vascular,CLDN7,0,0,23,161894.0
p007t,p007,Tumor,Vascular,COL1A1,213,5,23,161894.0
p007t,p007,Tumor,Vascular,COL1A2,191,6,23,161894.0
p007t,p007,Tumor,Vascular,COL3A1,288,5,23,161894.0
p007t,p007,Tumor,Vascular,CXCL12,61,10,23,161894.0
p007t,p007,Tumor,Vascular,EPCAM,1,1,23,161894.0
p007t,p007,Tumor,Vascular,FAP,3,3,23,161894.0
p007t,p007,Tumor,Vascular,FN1,48,8,23,161894.0
p007t,p007,Tumor,Vascular,INHBA,0,0,23,161894.0
p007t,p007,Tumor,Vascular,KRT19,4,4,23,161894.0
p007t,p007,Tumor,Vascular,MMP2,20,6,23,161894.0
p007t,p007,Tumor,Vascular,MMP9,0,0,23,161894.0
p007t,p007,Tumor,Vascular,PDPN,0,0,23,161894.0
p007t,p007,Tumor,Vascular,PECAM1,232,15,23,161894.0
p007t,p007,Tumor,Vascular,POSTN,65,7,23,161894.0
p007t,p007,Tumor,Vascular,PTPRC,3,2,23,161894.0
p007t,p007,Tumor,Vascular,TAGLN,86,7,23,161894.0
p007t,p007,Tumor,Vascular,TGFB1,13,7,23,161894.0
p007t,p007,Tumor,Vascular,THY1,106,7,23,161894.0
p007t,p007,Tumor,Vascular,VWF,465,17,23,161894.0
p007t,p007,Tumor,Vascular,WNT2,0,0,23,161894.0
p007t,p007,Tumor,Vascular,WNT5A,5,2,23,161894.0
p008n,p008,Normal,Epithelial,ACTA2,274,31,757,4440689.0
p008n,p008,Normal,Epithelial,CLDN1,20,17,757,4440689.0
p008n,p008,Normal,Epithelial,CLDN2,8,3,757,4440689.0
p008n,p008,Normal,Epithelial,CLDN4,10354,694,757,4440689.0
p008n,p008,Normal,Epithelial,CLDN7,301,207,757,4440689.0
p008n,p008,Normal,Epithelial,COL1A1,13,10,757,4440689.0
p008n,p008,Normal,Epithelial,COL1A2,4,4,757,4440689.0
p008n,p008,Normal,Epithelial,COL3A1,6,3,757,4440689.0
p008n,p008,Normal,Epithelial,CXCL12,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,EPCAM,2702,588,757,4440689.0
p008n,p008,Normal,Epithelial,FAP,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,FN1,20,6,757,4440689.0
p008n,p008,Normal,Epithelial,INHBA,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,KRT19,10123,602,757,4440689.0
p008n,p008,Normal,Epithelial,MMP2,1,1,757,4440689.0
p008n,p008,Normal,Epithelial,MMP9,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,PDPN,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,PECAM1,11,2,757,4440689.0
p008n,p008,Normal,Epithelial,POSTN,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,PTPRC,14,11,757,4440689.0
p008n,p008,Normal,Epithelial,TAGLN,547,110,757,4440689.0
p008n,p008,Normal,Epithelial,TGFB1,13,13,757,4440689.0
p008n,p008,Normal,Epithelial,THY1,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,VWF,3,2,757,4440689.0
p008n,p008,Normal,Epithelial,WNT2,0,0,757,4440689.0
p008n,p008,Normal,Epithelial,WNT5A,0,0,757,4440689.0
p008n,p008,Normal,Immune,ACTA2,21,20,550,4342257.0
p008n,p008,Normal,Immune,CLDN1,2,1,550,4342257.0
p008n,p008,Normal,Immune,CLDN2,0,0,550,4342257.0
p008n,p008,Normal,Immune,CLDN4,103,43,550,4342257.0
p008n,p008,Normal,Immune,CLDN7,5,5,550,4342257.0
p008n,p008,Normal,Immune,COL1A1,2,2,550,4342257.0
p008n,p008,Normal,Immune,COL1A2,0,0,550,4342257.0
p008n,p008,Normal,Immune,COL3A1,0,0,550,4342257.0
p008n,p008,Normal,Immune,CXCL12,0,0,550,4342257.0
p008n,p008,Normal,Immune,EPCAM,11,8,550,4342257.0
p008n,p008,Normal,Immune,FAP,0,0,550,4342257.0
p008n,p008,Normal,Immune,FN1,1,1,550,4342257.0
p008n,p008,Normal,Immune,INHBA,2,2,550,4342257.0
p008n,p008,Normal,Immune,KRT19,35,32,550,4342257.0
p008n,p008,Normal,Immune,MMP2,0,0,550,4342257.0
p008n,p008,Normal,Immune,MMP9,7,7,550,4342257.0
p008n,p008,Normal,Immune,PDPN,1,1,550,4342257.0
p008n,p008,Normal,Immune,PECAM1,108,86,550,4342257.0
p008n,p008,Normal,Immune,POSTN,0,0,550,4342257.0
p008n,p008,Normal,Immune,PTPRC,1617,360,550,4342257.0
p008n,p008,Normal,Immune,TAGLN,14,14,550,4342257.0
p008n,p008,Normal,Immune,TGFB1,563,281,550,4342257.0
p008n,p008,Normal,Immune,THY1,0,0,550,4342257.0
p008n,p008,Normal,Immune,VWF,0,0,550,4342257.0
p008n,p008,Normal,Immune,WNT2,0,0,550,4342257.0
p008n,p008,Normal,Immune,WNT5A,2,1,550,4342257.0
p008t,p008,Tumor,CAF_like,ACTA2,6822,209,238,2419366.0
p008t,p008,Tumor,CAF_like,CLDN1,50,20,238,2419366.0
p008t,p008,Tumor,CAF_like,CLDN2,0,0,238,2419366.0
p008t,p008,Tumor,CAF_like,CLDN4,36,20,238,2419366.0
p008t,p008,Tumor,CAF_like,CLDN7,1,1,238,2419366.0
p008t,p008,Tumor,CAF_like,COL1A1,25919,216,238,2419366.0
p008t,p008,Tumor,CAF_like,COL1A2,19877,212,238,2419366.0
p008t,p008,Tumor,CAF_like,COL3A1,22049,221,238,2419366.0
p008t,p008,Tumor,CAF_like,CXCL12,91,51,238,2419366.0
p008t,p008,Tumor,CAF_like,EPCAM,26,6,238,2419366.0
p008t,p008,Tumor,CAF_like,FAP,598,149,238,2419366.0
p008t,p008,Tumor,CAF_like,FN1,4477,208,238,2419366.0
p008t,p008,Tumor,CAF_like,INHBA,16,13,238,2419366.0
p008t,p008,Tumor,CAF_like,KRT19,20,13,238,2419366.0
p008t,p008,Tumor,CAF_like,MMP2,2239,132,238,2419366.0
p008t,p008,Tumor,CAF_like,MMP9,6,6,238,2419366.0
p008t,p008,Tumor,CAF_like,PDPN,523,105,238,2419366.0
p008t,p008,Tumor,CAF_like,PECAM1,9,9,238,2419366.0
p008t,p008,Tumor,CAF_like,POSTN,4580,140,238,2419366.0
p008t,p008,Tumor,CAF_like,PTPRC,11,7,238,2419366.0
p008t,p008,Tumor,CAF_like,TAGLN,16098,225,238,2419366.0
p008t,p008,Tumor,CAF_like,TGFB1,219,110,238,2419366.0
p008t,p008,Tumor,CAF_like,THY1,3198,169,238,2419366.0
p008t,p008,Tumor,CAF_like,VWF,29,4,238,2419366.0
p008t,p008,Tumor,CAF_like,WNT2,184,57,238,2419366.0
p008t,p008,Tumor,CAF_like,WNT5A,106,40,238,2419366.0
p008t,p008,Tumor,Epithelial,ACTA2,31,29,570,4705338.0
p008t,p008,Tumor,Epithelial,CLDN1,208,137,570,4705338.0
p008t,p008,Tumor,Epithelial,CLDN2,24,16,570,4705338.0
p008t,p008,Tumor,Epithelial,CLDN4,10188,529,570,4705338.0
p008t,p008,Tumor,Epithelial,CLDN7,191,138,570,4705338.0
p008t,p008,Tumor,Epithelial,COL1A1,141,108,570,4705338.0
p008t,p008,Tumor,Epithelial,COL1A2,68,54,570,4705338.0
p008t,p008,Tumor,Epithelial,COL3A1,86,74,570,4705338.0
p008t,p008,Tumor,Epithelial,CXCL12,0,0,570,4705338.0
p008t,p008,Tumor,Epithelial,EPCAM,2867,472,570,4705338.0
p008t,p008,Tumor,Epithelial,FAP,17,17,570,4705338.0
p008t,p008,Tumor,Epithelial,FN1,37,33,570,4705338.0
p008t,p008,Tumor,Epithelial,INHBA,0,0,570,4705338.0
p008t,p008,Tumor,Epithelial,KRT19,8478,486,570,4705338.0
p008t,p008,Tumor,Epithelial,MMP2,16,16,570,4705338.0
p008t,p008,Tumor,Epithelial,MMP9,154,20,570,4705338.0
p008t,p008,Tumor,Epithelial,PDPN,6,4,570,4705338.0
p008t,p008,Tumor,Epithelial,PECAM1,12,10,570,4705338.0
p008t,p008,Tumor,Epithelial,POSTN,12,12,570,4705338.0
p008t,p008,Tumor,Epithelial,PTPRC,79,44,570,4705338.0
p008t,p008,Tumor,Epithelial,TAGLN,268,98,570,4705338.0
p008t,p008,Tumor,Epithelial,TGFB1,63,48,570,4705338.0
p008t,p008,Tumor,Epithelial,THY1,9,9,570,4705338.0
p008t,p008,Tumor,Epithelial,VWF,50,14,570,4705338.0
p008t,p008,Tumor,Epithelial,WNT2,0,0,570,4705338.0
p008t,p008,Tumor,Epithelial,WNT5A,56,42,570,4705338.0
p008t,p008,Tumor,Immune,ACTA2,167,145,2360,12167053.0
p008t,p008,Tumor,Immune,CLDN1,17,13,2360,12167053.0
p008t,p008,Tumor,Immune,CLDN2,0,0,2360,12167053.0
p008t,p008,Tumor,Immune,CLDN4,177,134,2360,12167053.0
p008t,p008,Tumor,Immune,CLDN7,2,2,2360,12167053.0
p008t,p008,Tumor,Immune,COL1A1,205,195,2360,12167053.0
p008t,p008,Tumor,Immune,COL1A2,174,160,2360,12167053.0
p008t,p008,Tumor,Immune,COL3A1,167,159,2360,12167053.0
p008t,p008,Tumor,Immune,CXCL12,29,18,2360,12167053.0
p008t,p008,Tumor,Immune,EPCAM,26,11,2360,12167053.0
p008t,p008,Tumor,Immune,FAP,7,7,2360,12167053.0
p008t,p008,Tumor,Immune,FN1,1168,149,2360,12167053.0
p008t,p008,Tumor,Immune,INHBA,7,7,2360,12167053.0
p008t,p008,Tumor,Immune,KRT19,141,111,2360,12167053.0
p008t,p008,Tumor,Immune,MMP2,141,111,2360,12167053.0
p008t,p008,Tumor,Immune,MMP9,4752,268,2360,12167053.0
p008t,p008,Tumor,Immune,PDPN,184,91,2360,12167053.0
p008t,p008,Tumor,Immune,PECAM1,886,425,2360,12167053.0
p008t,p008,Tumor,Immune,POSTN,64,27,2360,12167053.0
p008t,p008,Tumor,Immune,PTPRC,6912,1891,2360,12167053.0
p008t,p008,Tumor,Immune,TAGLN,191,173,2360,12167053.0
p008t,p008,Tumor,Immune,TGFB1,1433,928,2360,12167053.0
p008t,p008,Tumor,Immune,THY1,27,27,2360,12167053.0
p008t,p008,Tumor,Immune,VWF,67,35,2360,12167053.0
p008t,p008,Tumor,Immune,WNT2,0,0,2360,12167053.0
p008t,p008,Tumor,Immune,WNT5A,87,53,2360,12167053.0
p008t,p008,Tumor,Other_stromal,ACTA2,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,CLDN1,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,CLDN2,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,CLDN4,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,CLDN7,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,COL1A1,50,9,10,39281.0
p008t,p008,Tumor,Other_stromal,COL1A2,38,9,10,39281.0
p008t,p008,Tumor,Other_stromal,COL3A1,9,3,10,39281.0
p008t,p008,Tumor,Other_stromal,CXCL12,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,EPCAM,1,1,10,39281.0
p008t,p008,Tumor,Other_stromal,FAP,3,3,10,39281.0
p008t,p008,Tumor,Other_stromal,FN1,11,3,10,39281.0
p008t,p008,Tumor,Other_stromal,INHBA,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,KRT19,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,MMP2,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,MMP9,1,1,10,39281.0
p008t,p008,Tumor,Other_stromal,PDPN,10,5,10,39281.0
p008t,p008,Tumor,Other_stromal,PECAM1,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,POSTN,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,PTPRC,2,1,10,39281.0
p008t,p008,Tumor,Other_stromal,TAGLN,1,1,10,39281.0
p008t,p008,Tumor,Other_stromal,TGFB1,13,4,10,39281.0
p008t,p008,Tumor,Other_stromal,THY1,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,VWF,1,1,10,39281.0
p008t,p008,Tumor,Other_stromal,WNT2,0,0,10,39281.0
p008t,p008,Tumor,Other_stromal,WNT5A,0,0,10,39281.0
p008t,p008,Tumor,Vascular,ACTA2,1088,49,158,1223343.0
p008t,p008,Tumor,Vascular,CLDN1,1,1,158,1223343.0
p008t,p008,Tumor,Vascular,CLDN2,0,0,158,1223343.0
p008t,p008,Tumor,Vascular,CLDN4,12,12,158,1223343.0
p008t,p008,Tumor,Vascular,CLDN7,0,0,158,1223343.0
p008t,p008,Tumor,Vascular,COL1A1,1011,61,158,1223343.0
p008t,p008,Tumor,Vascular,COL1A2,1220,65,158,1223343.0
p008t,p008,Tumor,Vascular,COL3A1,1169,62,158,1223343.0
p008t,p008,Tumor,Vascular,CXCL12,92,32,158,1223343.0
p008t,p008,Tumor,Vascular,EPCAM,4,4,158,1223343.0
p008t,p008,Tumor,Vascular,FAP,72,45,158,1223343.0
p008t,p008,Tumor,Vascular,FN1,1508,117,158,1223343.0
p008t,p008,Tumor,Vascular,INHBA,1,1,158,1223343.0
p008t,p008,Tumor,Vascular,KRT19,9,8,158,1223343.0
p008t,p008,Tumor,Vascular,MMP2,217,71,158,1223343.0
p008t,p008,Tumor,Vascular,MMP9,4,3,158,1223343.0
