sample_id,patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi
p026t,p026,Tumor,CAF_like,FAP,102,36,93,717866.0
p026t,p026,Tumor,CAF_like,FN1,1112,65,93,717866.0
p026t,p026,Tumor,CAF_like,INHBA,3,3,93,717866.0
p026t,p026,Tumor,CAF_like,KRT19,9,7,93,717866.0
p026t,p026,Tumor,CAF_like,MMP2,645,76,93,717866.0
p026t,p026,Tumor,CAF_like,MMP9,5,3,93,717866.0
p026t,p026,Tumor,CAF_like,PDPN,185,46,93,717866.0
p026t,p026,Tumor,CAF_like,PECAM1,1,1,93,717866.0
p026t,p026,Tumor,CAF_like,POSTN,555,35,93,717866.0
p026t,p026,Tumor,CAF_like,PTPRC,10,4,93,717866.0
p026t,p026,Tumor,CAF_like,TAGLN,1850,60,93,717866.0
p026t,p026,Tumor,CAF_like,TGFB1,17,13,93,717866.0
p026t,p026,Tumor,CAF_like,THY1,475,66,93,717866.0
p026t,p026,Tumor,CAF_like,VWF,0,0,93,717866.0
p026t,p026,Tumor,CAF_like,WNT2,58,21,93,717866.0
p026t,p026,Tumor,CAF_like,WNT5A,91,31,93,717866.0
p026t,p026,Tumor,Epithelial,ACTA2,10,9,890,4417519.0
p026t,p026,Tumor,Epithelial,CLDN1,120,91,890,4417519.0
p026t,p026,Tumor,Epithelial,CLDN2,99,58,890,4417519.0
p026t,p026,Tumor,Epithelial,CLDN4,6323,713,890,4417519.0
p026t,p026,Tumor,Epithelial,CLDN7,47,44,890,4417519.0
p026t,p026,Tumor,Epithelial,COL1A1,79,70,890,4417519.0
p026t,p026,Tumor,Epithelial,COL1A2,21,20,890,4417519.0
p026t,p026,Tumor,Epithelial,COL3A1,10,10,890,4417519.0
p026t,p026,Tumor,Epithelial,CXCL12,1,1,890,4417519.0
p026t,p026,Tumor,Epithelial,EPCAM,3958,640,890,4417519.0
p026t,p026,Tumor,Epithelial,FAP,16,12,890,4417519.0
p026t,p026,Tumor,Epithelial,FN1,30,26,890,4417519.0
p026t,p026,Tumor,Epithelial,INHBA,0,0,890,4417519.0
p026t,p026,Tumor,Epithelial,KRT19,7164,695,890,4417519.0
p026t,p026,Tumor,Epithelial,MMP2,7,7,890,4417519.0
p026t,p026,Tumor,Epithelial,MMP9,20,13,890,4417519.0
p026t,p026,Tumor,Epithelial,PDPN,1,1,890,4417519.0
p026t,p026,Tumor,Epithelial,PECAM1,10,9,890,4417519.0
p026t,p026,Tumor,Epithelial,POSTN,0,0,890,4417519.0
p026t,p026,Tumor,Epithelial,PTPRC,97,67,890,4417519.0
p026t,p026,Tumor,Epithelial,TAGLN,76,68,890,4417519.0
p026t,p026,Tumor,Epithelial,TGFB1,41,33,890,4417519.0
p026t,p026,Tumor,Epithelial,THY1,1,1,890,4417519.0
p026t,p026,Tumor,Epithelial,VWF,4,2,890,4417519.0
p026t,p026,Tumor,Epithelial,WNT2,0,0,890,4417519.0
p026t,p026,Tumor,Epithelial,WNT5A,13,11,890,4417519.0
p026t,p026,Tumor,Immune,ACTA2,72,68,2532,14646924.0
p026t,p026,Tumor,Immune,CLDN1,33,16,2532,14646924.0
p026t,p026,Tumor,Immune,CLDN2,0,0,2532,14646924.0
p026t,p026,Tumor,Immune,CLDN4,158,137,2532,14646924.0
p026t,p026,Tumor,Immune,CLDN7,1,1,2532,14646924.0
p026t,p026,Tumor,Immune,COL1A1,44,36,2532,14646924.0
p026t,p026,Tumor,Immune,COL1A2,29,28,2532,14646924.0
p026t,p026,Tumor,Immune,COL3A1,34,34,2532,14646924.0
p026t,p026,Tumor,Immune,CXCL12,14,10,2532,14646924.0
p026t,p026,Tumor,Immune,EPCAM,48,41,2532,14646924.0
p026t,p026,Tumor,Immune,FAP,4,3,2532,14646924.0
p026t,p026,Tumor,Immune,FN1,5688,112,2532,14646924.0
p026t,p026,Tumor,Immune,INHBA,15,14,2532,14646924.0
p026t,p026,Tumor,Immune,KRT19,108,91,2532,14646924.0
p026t,p026,Tumor,Immune,MMP2,41,28,2532,14646924.0
p026t,p026,Tumor,Immune,MMP9,2147,158,2532,14646924.0
p026t,p026,Tumor,Immune,PDPN,97,46,2532,14646924.0
p026t,p026,Tumor,Immune,PECAM1,842,455,2532,14646924.0
p026t,p026,Tumor,Immune,POSTN,4,4,2532,14646924.0
p026t,p026,Tumor,Immune,PTPRC,8216,1959,2532,14646924.0
p026t,p026,Tumor,Immune,TAGLN,74,71,2532,14646924.0
p026t,p026,Tumor,Immune,TGFB1,752,589,2532,14646924.0
p026t,p026,Tumor,Immune,THY1,1,1,2532,14646924.0
p026t,p026,Tumor,Immune,VWF,3,3,2532,14646924.0
p026t,p026,Tumor,Immune,WNT2,0,0,2532,14646924.0
p026t,p026,Tumor,Immune,WNT5A,54,32,2532,14646924.0
p026t,p026,Tumor,Other_stromal,ACTA2,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,CLDN1,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,CLDN2,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,CLDN4,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,CLDN7,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,COL1A1,9,4,4,10001.0
p026t,p026,Tumor,Other_stromal,COL1A2,30,4,4,10001.0
p026t,p026,Tumor,Other_stromal,COL3A1,9,4,4,10001.0
p026t,p026,Tumor,Other_stromal,CXCL12,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,EPCAM,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,FAP,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,FN1,1,1,4,10001.0
p026t,p026,Tumor,Other_stromal,INHBA,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,KRT19,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,MMP2,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,MMP9,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,PDPN,1,1,4,10001.0
p026t,p026,Tumor,Other_stromal,PECAM1,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,POSTN,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,PTPRC,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,TAGLN,1,1,4,10001.0
p026t,p026,Tumor,Other_stromal,TGFB1,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,THY1,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,VWF,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,WNT2,0,0,4,10001.0
p026t,p026,Tumor,Other_stromal,WNT5A,0,0,4,10001.0
p026t,p026,Tumor,Vascular,ACTA2,102,11,46,311993.0
p026t,p026,Tumor,Vascular,CLDN1,0,0,46,311993.0
p026t,p026,Tumor,Vascular,CLDN2,0,0,46,311993.0
p026t,p026,Tumor,Vascular,CLDN4,3,3,46,311993.0
p026t,p026,Tumor,Vascular,CLDN7,0,0,46,311993.0
p026t,p026,Tumor,Vascular,COL1A1,334,12,46,311993.0
p026t,p026,Tumor,Vascular,COL1A2,472,12,46,311993.0
p026t,p026,Tumor,Vascular,COL3A1,353,10,46,311993.0
p026t,p026,Tumor,Vascular,CXCL12,72,14,46,311993.0
p026t,p026,Tumor,Vascular,EPCAM,0,0,46,311993.0
p026t,p026,Tumor,Vascular,FAP,15,14,46,311993.0
p026t,p026,Tumor,Vascular,FN1,105,23,46,311993.0
p026t,p026,Tumor,Vascular,INHBA,1,1,46,311993.0
p026t,p026,Tumor,Vascular,KRT19,8,2,46,311993.0
p026t,p026,Tumor,Vascular,MMP2,49,19,46,311993.0
p026t,p026,Tumor,Vascular,MMP9,0,0,46,311993.0
p026t,p026,Tumor,Vascular,PDPN,16,4,46,311993.0
p026t,p026,Tumor,Vascular,PECAM1,512,36,46,311993.0
p026t,p026,Tumor,Vascular,POSTN,84,11,46,311993.0
p026t,p026,Tumor,Vascular,PTPRC,10,3,46,311993.0
p026t,p026,Tumor,Vascular,TAGLN,190,12,46,311993.0
p026t,p026,Tumor,Vascular,TGFB1,23,16,46,311993.0
p026t,p026,Tumor,Vascular,THY1,77,16,46,311993.0
p026t,p026,Tumor,Vascular,VWF,373,35,46,311993.0
p026t,p026,Tumor,Vascular,WNT2,0,0,46,311993.0
p026t,p026,Tumor,Vascular,WNT5A,7,1,46,311993.0
