patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi,log_cpm,positive_fraction
p014,Tumor,CAF_like,COL1A1,7316,108,123,794873.0,9.127500577704003,0.8780487804878049
p014,Tumor,CAF_like,COL1A2,5157,109,123,794873.0,8.777837342458309,0.8861788617886179
p014,Tumor,CAF_like,COL3A1,7318,109,123,794873.0,9.127773884082107,0.8861788617886179
p014,Tumor,CAF_like,CXCL12,65,31,123,794873.0,4.416114842878998,0.25203252032520324
p014,Tumor,CAF_like,EPCAM,2,1,123,794873.0,1.257359592808682,0.008130081300813009
p014,Tumor,CAF_like,FAP,127,33,123,794873.0,5.079999349284436,0.2682926829268293
p014,Tumor,CAF_like,FN1,1033,81,123,794873.0,7.170564578893072,0.6585365853658537
p014,Tumor,CAF_like,INHBA,4,4,123,794873.0,1.7971201475784242,0.032520325203252036
p014,Tumor,CAF_like,KRT19,31,10,123,794873.0,3.6888779758892785,0.08130081300813008
p014,Tumor,CAF_like,MMP2,657,71,123,794873.0,6.7184660650788395,0.5772357723577236
p014,Tumor,CAF_like,MMP9,87,15,123,794873.0,4.704576030375239,0.12195121951219512
p014,Tumor,CAF_like,PDPN,198,43,123,794873.0,5.521846429668099,0.34959349593495936
p014,Tumor,CAF_like,PECAM1,16,5,123,794873.0,3.0506465867779453,0.04065040650406504
p014,Tumor,CAF_like,POSTN,1142,67,123,794873.0,7.270805109513854,0.5447154471544715
p014,Tumor,CAF_like,PTPRC,26,8,123,794873.0,3.5177834887619577,0.06504065040650407
p014,Tumor,CAF_like,TAGLN,4884,99,123,794873.0,8.723455497914301,0.8048780487804879
p014,Tumor,CAF_like,TGFB1,39,30,123,794873.0,3.9133110104136395,0.24390243902439024
p014,Tumor,CAF_like,THY1,341,45,123,794873.0,6.063783696085607,0.36585365853658536
p014,Tumor,CAF_like,VWF,1,1,123,794873.0,0.8145071928646758,0.008130081300813009
p014,Tumor,CAF_like,WNT2,30,12,123,794873.0,3.6569211406010083,0.0975609756097561
p014,Tumor,CAF_like,WNT5A,198,41,123,794873.0,5.521846429668099,0.3333333333333333
p014,Tumor,Epithelial,ACTA2,74,69,1277,7611148.0,2.372351855650236,0.05403288958496476
p014,Tumor,Epithelial,CLDN1,233,156,1277,7611148.0,3.4535681219962293,0.12216131558339859
p014,Tumor,Epithelial,CLDN2,773,277,1277,7611148.0,4.630463121331054,0.2169146436961629
p014,Tumor,Epithelial,CLDN4,7667,1062,1277,7611148.0,6.9160588917806525,0.831636648394675
p014,Tumor,Epithelial,CLDN7,113,98,1277,7611148.0,2.762957703196376,0.07674236491777604
p014,Tumor,Epithelial,COL1A1,146,135,1277,7611148.0,3.0048103815693636,0.105716523101018
p014,Tumor,Epithelial,COL1A2,61,58,1277,7611148.0,2.198841014182047,0.04541895066562255
p014,Tumor,Epithelial,COL3A1,68,64,1277,7611148.0,2.2959897179962003,0.050117462803445575
p014,Tumor,Epithelial,CXCL12,3,3,1277,7611148.0,0.3322911319486695,0.0023492560689115116
p014,Tumor,Epithelial,EPCAM,7124,1017,1277,7611148.0,6.842678440707427,0.7963978073610023
p014,Tumor,Epithelial,FAP,3,3,1277,7611148.0,0.3322911319486695,0.0023492560689115116
p014,Tumor,Epithelial,FN1,83,51,1277,7611148.0,2.476963237201424,0.039937353171495694
p014,Tumor,Epithelial,INHBA,0,0,1277,7611148.0,0.0,0.0
p014,Tumor,Epithelial,KRT19,13218,1015,1277,7611148.0,7.4602964525922335,0.7948316366483946
p014,Tumor,Epithelial,MMP2,7,7,1277,7611148.0,0.6521707843576983,0.00548159749412686
p014,Tumor,Epithelial,MMP9,12,12,1277,7611148.0,0.9464841654196495,0.009397024275646046
p014,Tumor,Epithelial,PDPN,3,3,1277,7611148.0,0.3322911319486695,0.0023492560689115116
p014,Tumor,Epithelial,PECAM1,22,19,1277,7611148.0,1.358536897411972,0.014878621769772905
p014,Tumor,Epithelial,POSTN,17,17,1277,7611148.0,1.173585496383636,0.01331245105716523
p014,Tumor,Epithelial,PTPRC,156,77,1277,7611148.0,3.0678785490208464,0.060297572435395456
p014,Tumor,Epithelial,TAGLN,128,105,1277,7611148.0,2.880177569880879,0.0822239624119029
p014,Tumor,Epithelial,TGFB1,64,57,1277,7611148.0,2.2416367455353527,0.04463586530931871
p014,Tumor,Epithelial,THY1,4,4,1277,7611148.0,0.422351656461549,0.0031323414252153485
p014,Tumor,Epithelial,VWF,12,12,1277,7611148.0,0.9464841654196495,0.009397024275646046
p014,Tumor,Epithelial,WNT2,1,1,1277,7611148.0,0.12344362824933053,0.0007830853563038371
p014,Tumor,Epithelial,WNT5A,13,12,1277,7611148.0,0.9962180798315379,0.009397024275646046
p014,Tumor,Immune,ACTA2,61,59,1991,10352298.0,1.9304210267802704,0.029633350075339026
p014,Tumor,Immune,CLDN1,14,10,1991,10352298.0,0.8554176947402142,0.005022601707684581
p014,Tumor,Immune,CLDN2,18,11,1991,10352298.0,1.007499561037683,0.0055248618784530384
p014,Tumor,Immune,CLDN4,439,150,1991,10352298.0,3.7705986840928407,0.07533902561526871
p014,Tumor,Immune,CLDN7,4,4,1991,10352298.0,0.32670154470541385,0.0020090406830738324
p014,Tumor,Immune,COL1A1,88,83,1991,10352298.0,2.251347386041266,0.04168759417378202
p014,Tumor,Immune,COL1A2,65,55,1991,10352298.0,1.9849658982328668,0.027624309392265192
p014,Tumor,Immune,COL3A1,71,67,1991,10352298.0,2.0615805575237456,0.03365143144148669
p014,Tumor,Immune,CXCL12,12,10,1991,10352298.0,0.7697206105139365,0.005022601707684581
p014,Tumor,Immune,EPCAM,356,107,1991,10352298.0,3.5663869092242524,0.053741838272225013
p014,Tumor,Immune,FAP,1,1,1991,10352298.0,0.09221166634199728,0.0005022601707684581
p014,Tumor,Immune,FN1,335,70,1991,10352298.0,3.507356525579755,0.03515821195379206
p014,Tumor,Immune,INHBA,10,9,1991,10352298.0,0.6759853052940138,0.0045203415369161224
p014,Tumor,Immune,KRT19,402,196,1991,10352298.0,3.6846695521473505,0.09844299347061777
p014,Tumor,Immune,MMP2,11,11,1991,10352298.0,0.7239508444907627,0.0055248618784530384
p014,Tumor,Immune,MMP9,1312,88,1991,10352298.0,4.8499589495112945,0.04419889502762431
p014,Tumor,Immune,PDPN,44,21,1991,10352298.0,1.6582783701300223,0.01054746358613762
p014,Tumor,Immune,PECAM1,522,297,1991,10352298.0,3.940096960408132,0.14917127071823205
p014,Tumor,Immune,POSTN,17,16,1991,10352298.0,0.9715920232240898,0.00803616273229533
p014,Tumor,Immune,PTPRC,6253,1567,1991,10352298.0,6.405262307569894,0.7870416875941738
p014,Tumor,Immune,TAGLN,109,95,1991,10352298.0,2.4448710828414724,0.047714716223003516
p014,Tumor,Immune,TGFB1,713,520,1991,10352298.0,4.24668785190378,0.26117528879959817
p014,Tumor,Immune,THY1,5,5,1991,10352298.0,0.3940566456165483,0.0025113008538422904
p014,Tumor,Immune,VWF,16,15,1991,10352298.0,0.9343469577588338,0.007533902561526871
p014,Tumor,Immune,WNT2,1,1,1991,10352298.0,0.09221166634199728,0.0005022601707684581
p014,Tumor,Immune,WNT5A,45,31,1991,10352298.0,1.6765096518558917,0.0155700652938222
p014,Tumor,Other_stromal,ACTA2,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,CLDN1,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,CLDN2,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,CLDN4,3,3,8,25603.0,4.772156157322971,0.375
p014,Tumor,Other_stromal,CLDN7,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,COL1A1,56,7,8,25603.0,7.6908545295438175,0.875
p014,Tumor,Other_stromal,COL1A2,53,8,8,25603.0,7.635820619242967,1.0
p014,Tumor,Other_stromal,COL3A1,40,7,8,25603.0,7.354565071215842,0.875
p014,Tumor,Other_stromal,CXCL12,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,EPCAM,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,FAP,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,FN1,20,7,8,25603.0,6.662057351723145,0.875
p014,Tumor,Other_stromal,INHBA,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,KRT19,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,MMP2,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,MMP9,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,PDPN,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,PECAM1,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,POSTN,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,PTPRC,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,TAGLN,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,TGFB1,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,THY1,2,1,8,25603.0,4.370913180871816,0.125
p014,Tumor,Other_stromal,VWF,1,1,8,25603.0,3.690326479159534,0.125
p014,Tumor,Other_stromal,WNT2,0,0,8,25603.0,0.0,0.0
p014,Tumor,Other_stromal,WNT5A,0,0,8,25603.0,0.0,0.0
p014,Tumor,Vascular,ACTA2,825,35,102,821539.0,6.912954564197419,0.3431372549019608
p014,Tumor,Vascular,CLDN1,1,1,102,821539.0,0.7962576166613238,0.00980392156862745
p014,Tumor,Vascular,CLDN2,0,0,102,821539.0,0.0,0.0
p014,Tumor,Vascular,CLDN4,3,3,102,821539.0,1.5372290895644392,0.029411764705882353
p014,Tumor,Vascular,CLDN7,0,0,102,821539.0,0.0,0.0
p014,Tumor,Vascular,COL1A1,2568,38,102,821539.0,8.0477783960881,0.37254901960784315
p014,Tumor,Vascular,COL1A2,1737,42,102,821539.0,7.656963487234008,0.4117647058823529
p014,Tumor,Vascular,COL3A1,2145,38,102,821539.0,7.867853628399418,0.37254901960784315
p014,Tumor,Vascular,CXCL12,444,42,102,821539.0,6.294249034273751,0.4117647058823529
p014,Tumor,Vascular,EPCAM,6,6,102,821539.0,2.1166609747210603,0.058823529411764705
p014,Tumor,Vascular,FAP,45,30,102,821539.0,4.021330132913137,0.29411764705882354
p014,Tumor,Vascular,FN1,1884,64,102,821539.0,7.738164289628654,0.6274509803921569
p014,Tumor,Vascular,INHBA,0,0,102,821539.0,0.0,0.0
p014,Tumor,Vascular,KRT19,16,16,102,821539.0,3.019236017074496,0.1568627450980392
p014,Tumor,Vascular,MMP2,113,33,102,821539.0,4.931207642932056,0.3235294117647059
p014,Tumor,Vascular,MMP9,37,9,102,821539.0,3.829454623656531,0.08823529411764706
p014,Tumor,Vascular,PDPN,0,0,102,821539.0,0.0,0.0
p014,Tumor,Vascular,PECAM1,1183,71,102,821539.0,7.27307894538651,0.696078431372549
p014,Tumor,Vascular,POSTN,1226,38,102,821539.0,7.30875785764398,0.37254901960784315
p014,Tumor,Vascular,PTPRC,17,10,102,821539.0,3.076983650448894,0.09803921568627451
p014,Tumor,Vascular,TAGLN,1395,38,102,821539.0,7.437814306256863,0.37254901960784315
p014,Tumor,Vascular,TGFB1,46,36,102,821539.0,4.0429192005896635,0.35294117647058826
p014,Tumor,Vascular,THY1,501,44,102,821539.0,6.414820424985615,0.43137254901960786
p014,Tumor,Vascular,VWF,1232,67,102,821539.0,7.313636623961615,0.6568627450980392
p014,Tumor,Vascular,WNT2,0,0,102,821539.0,0.0,0.0
p014,Tumor,Vascular,WNT5A,23,5,102,821539.0,3.367166039910825,0.049019607843137254
p016,Normal,CAF_like,ACTA2,397,21,43,170632.0,7.752612080117976,0.4883720930232558
p016,Normal,CAF_like,CLDN1,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,CLDN2,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,CLDN4,26,4,43,170632.0,5.0328839542837045,0.09302325581395349
p016,Normal,CAF_like,CLDN7,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,COL1A1,230,34,43,170632.0,7.207067000371834,0.7906976744186046
p016,Normal,CAF_like,COL1A2,351,36,43,170632.0,7.629518324639993,0.8372093023255814
p016,Normal,CAF_like,COL3A1,850,34,43,170632.0,8.513683161110905,0.7906976744186046
p016,Normal,CAF_like,CXCL12,5,5,43,170632.0,3.411241013006333,0.11627906976744186
p016,Normal,CAF_like,EPCAM,18,5,43,170632.0,4.66805275265529,0.11627906976744186
p016,Normal,CAF_like,FAP,4,2,43,170632.0,3.196313671323256,0.046511627906976744
p016,Normal,CAF_like,FN1,225,22,43,170632.0,7.185104567479265,0.5116279069767442
p016,Normal,CAF_like,INHBA,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,KRT19,15,3,43,170632.0,4.487607541909423,0.06976744186046512
p016,Normal,CAF_like,MMP2,101,29,43,170632.0,6.385054605352843,0.6744186046511628
p016,Normal,CAF_like,MMP9,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,PDPN,9,6,43,170632.0,3.9842522925294728,0.13953488372093023
p016,Normal,CAF_like,PECAM1,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,POSTN,474,18,43,170632.0,7.929813328282477,0.4186046511627907
p016,Normal,CAF_like,PTPRC,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,TAGLN,620,16,43,170632.0,8.198240741321655,0.37209302325581395
p016,Normal,CAF_like,TGFB1,11,10,43,170632.0,4.1815342798492665,0.23255813953488372
p016,Normal,CAF_like,THY1,33,16,43,170632.0,5.269910994382335,0.37209302325581395
p016,Normal,CAF_like,VWF,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,WNT2,0,0,43,170632.0,0.0,0.0
p016,Normal,CAF_like,WNT5A,15,10,43,170632.0,4.487607541909423,0.23255813953488372
p016,Normal,Epithelial,ACTA2,48,44,2709,12332922.0,1.587605652826323,0.016242155777039496
p016,Normal,Epithelial,CLDN1,17,16,2709,12332922.0,0.86643823091591,0.005906238464377999
p016,Normal,Epithelial,CLDN2,3,3,2709,12332922.0,0.21773000930560815,0.0011074197120708748
p016,Normal,Epithelial,CLDN4,15831,2397,2709,12332922.0,7.158231782908801,0.884828349944629
p016,Normal,Epithelial,CLDN7,293,255,2709,12332922.0,3.2091304567749463,0.09413067552602436
p016,Normal,Epithelial,COL1A1,40,40,2709,12332922.0,1.4453533847081033,0.014765596160944998
p016,Normal,Epithelial,COL1A2,12,9,2709,12332922.0,0.6795579761592215,0.0033222591362126247
p016,Normal,Epithelial,COL3A1,12,12,2709,12332922.0,0.6795579761592215,0.004429678848283499
p016,Normal,Epithelial,CXCL12,7,6,2709,12332922.0,0.44953717372131163,0.0022148394241417496
p016,Normal,Epithelial,EPCAM,17463,2273,2709,12332922.0,7.2562733461824145,0.8390550018456995
p016,Normal,Epithelial,FAP,3,3,2709,12332922.0,0.21773000930560815,0.0011074197120708748
p016,Normal,Epithelial,FN1,74,54,2709,12332922.0,1.9459387364727188,0.019933554817275746
p016,Normal,Epithelial,INHBA,0,0,2709,12332922.0,0.0,0.0
p016,Normal,Epithelial,KRT19,34190,2227,2709,12332922.0,7.927776862749194,0.8220745662606128
p016,Normal,Epithelial,MMP2,3,3,2709,12332922.0,0.21773000930560815,0.0011074197120708748
p016,Normal,Epithelial,MMP9,3,3,2709,12332922.0,0.21773000930560815,0.0011074197120708748
p016,Normal,Epithelial,PDPN,0,0,2709,12332922.0,0.0,0.0
p016,Normal,Epithelial,PECAM1,5,5,2709,12332922.0,0.340335426793913,0.0018456995201181247
p016,Normal,Epithelial,POSTN,3,3,2709,12332922.0,0.21773000930560815,0.0011074197120708748
p016,Normal,Epithelial,PTPRC,37,25,2709,12332922.0,1.3863193751548128,0.009228497600590625
p016,Normal,Epithelial,TAGLN,163,152,2709,12332922.0,2.654414305990649,0.056109265411590996
p016,Normal,Epithelial,TGFB1,18,18,2709,12332922.0,0.8999613852486417,0.006644518272425249
p016,Normal,Epithelial,THY1,0,0,2709,12332922.0,0.0,0.0
p016,Normal,Epithelial,VWF,2,2,2709,12332922.0,0.15028685687065327,0.0007382798080472499
p016,Normal,Epithelial,WNT2,0,0,2709,12332922.0,0.0,0.0
p016,Normal,Epithelial,WNT5A,34,31,2709,12332922.0,1.3235804946567387,0.011443337024732374
p016,Normal,Immune,ACTA2,13,13,1114,8895359.0,0.9007450165004488,0.011669658886894075
p016,Normal,Immune,CLDN1,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,CLDN2,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,CLDN4,216,100,1114,8895359.0,3.2301055428581624,0.08976660682226212
p016,Normal,Immune,CLDN7,6,6,1114,8895359.0,0.5155200078664274,0.005385996409335727
p016,Normal,Immune,COL1A1,5,5,1114,8895359.0,0.4460252194365533,0.004488330341113106
p016,Normal,Immune,COL1A2,4,4,1114,8895359.0,0.3713377991378982,0.003590664272890485
p016,Normal,Immune,COL3A1,3,3,1114,8895359.0,0.2906186439916693,0.0026929982046678637
p016,Normal,Immune,CXCL12,1,1,1114,8895359.0,0.10653617929033045,0.0008976660682226212
p016,Normal,Immune,EPCAM,203,72,1114,8895359.0,3.1705628831378783,0.06463195691202872
p016,Normal,Immune,FAP,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,FN1,5,5,1114,8895359.0,0.4460252194365533,0.004488330341113106
p016,Normal,Immune,INHBA,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,KRT19,414,116,1114,8895359.0,3.8615950901366047,0.10412926391382406
p016,Normal,Immune,MMP2,1,1,1114,8895359.0,0.10653617929033045,0.0008976660682226212
p016,Normal,Immune,MMP9,38,5,1114,8895359.0,1.6623890352759263,0.004488330341113106
p016,Normal,Immune,PDPN,1,1,1114,8895359.0,0.10653617929033045,0.0008976660682226212
p016,Normal,Immune,PECAM1,132,102,1114,8895359.0,2.762487800052042,0.09156193895870736
p016,Normal,Immune,POSTN,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,PTPRC,1664,637,1114,8895359.0,5.23678147205295,0.5718132854578097
p016,Normal,Immune,TAGLN,12,12,1114,8895359.0,0.8539973968400633,0.010771992818671455
p016,Normal,Immune,TGFB1,462,342,1114,8895359.0,3.969106221549239,0.30700179533213645
p016,Normal,Immune,THY1,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,VWF,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,WNT2,0,0,1114,8895359.0,0.0,0.0
p016,Normal,Immune,WNT5A,1,1,1114,8895359.0,0.10653617929033045,0.0008976660682226212
p016,Normal,Other_stromal,ACTA2,1,1,7,12615.0,4.385404790684839,0.14285714285714285
p016,Normal,Other_stromal,CLDN1,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,CLDN2,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,CLDN4,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,CLDN7,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,COL1A1,2,2,7,12615.0,5.07230356842425,0.2857142857142857
p016,Normal,Other_stromal,COL1A2,13,6,7,12615.0,6.938787968447251,0.8571428571428571
p016,Normal,Other_stromal,COL3A1,6,2,7,12615.0,6.166728458957207,0.2857142857142857
p016,Normal,Other_stromal,CXCL12,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,EPCAM,1,1,7,12615.0,4.385404790684839,0.14285714285714285
p016,Normal,Other_stromal,FAP,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,FN1,2,1,7,12615.0,5.07230356842425,0.14285714285714285
p016,Normal,Other_stromal,INHBA,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,KRT19,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,MMP2,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,MMP9,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,PDPN,1,1,7,12615.0,4.385404790684839,0.14285714285714285
p016,Normal,Other_stromal,PECAM1,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,POSTN,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,PTPRC,1,1,7,12615.0,4.385404790684839,0.14285714285714285
p016,Normal,Other_stromal,TAGLN,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,TGFB1,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,THY1,1,1,7,12615.0,4.385404790684839,0.14285714285714285
p016,Normal,Other_stromal,VWF,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,WNT2,0,0,7,12615.0,0.0,0.0
p016,Normal,Other_stromal,WNT5A,0,0,7,12615.0,0.0,0.0
p016,Normal,Vascular,ACTA2,4,3,21,100914.0,3.7046964857038236,0.14285714285714285
p016,Normal,Vascular,CLDN1,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,CLDN2,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,CLDN4,4,2,21,100914.0,3.7046964857038236,0.09523809523809523
p016,Normal,Vascular,CLDN7,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,COL1A1,20,6,21,100914.0,5.2942518966767835,0.2857142857142857
p016,Normal,Vascular,COL1A2,24,5,21,100914.0,5.475736375097452,0.23809523809523808
p016,Normal,Vascular,COL3A1,47,7,21,100914.0,6.1457790163630435,0.3333333333333333
p016,Normal,Vascular,CXCL12,11,2,21,100914.0,4.700514057279473,0.09523809523809523
p016,Normal,Vascular,EPCAM,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,FAP,1,1,21,100914.0,2.389627353890165,0.047619047619047616
p016,Normal,Vascular,FN1,22,8,21,100914.0,5.38910557514336,0.38095238095238093
p016,Normal,Vascular,INHBA,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,KRT19,7,2,21,100914.0,4.2537101181651185,0.09523809523809523
p016,Normal,Vascular,MMP2,5,2,21,100914.0,3.9229063493681284,0.09523809523809523
p016,Normal,Vascular,MMP9,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,PDPN,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,PECAM1,182,14,21,100914.0,7.498047615949961,0.6666666666666666
p016,Normal,Vascular,POSTN,22,4,21,100914.0,5.38910557514336,0.19047619047619047
p016,Normal,Vascular,PTPRC,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,TAGLN,5,1,21,100914.0,3.9229063493681284,0.047619047619047616
p016,Normal,Vascular,TGFB1,8,5,21,100914.0,4.385463504827454,0.23809523809523808
p016,Normal,Vascular,THY1,17,6,21,100914.0,5.1326185223813825,0.2857142857142857
p016,Normal,Vascular,VWF,162,14,21,100914.0,7.381705677229276,0.6666666666666666
p016,Normal,Vascular,WNT2,0,0,21,100914.0,0.0,0.0
p016,Normal,Vascular,WNT5A,2,1,21,100914.0,3.0358590981447757,0.047619047619047616
p016,Tumor,CAF_like,ACTA2,3227,170,261,2917314.0,7.009548486575344,0.6513409961685823
p016,Tumor,CAF_like,CLDN1,2,2,261,2917314.0,0.5220991165352334,0.007662835249042145
p016,Tumor,CAF_like,CLDN2,1,1,261,2917314.0,0.29474288492824724,0.0038314176245210726
p016,Tumor,CAF_like,CLDN4,69,24,261,2917314.0,3.204853712480782,0.09195402298850575
p016,Tumor,CAF_like,CLDN7,0,0,261,2917314.0,0.0,0.0
p016,Tumor,CAF_like,COL1A1,64775,257,261,2917314.0,10.008056712136678,0.9846743295019157
p016,Tumor,CAF_like,COL1A2,56690,259,261,2917314.0,9.874741236883418,0.9923371647509579
p016,Tumor,CAF_like,COL3A1,51576,261,261,2917314.0,9.780204958859505,1.0
p016,Tumor,CAF_like,CXCL12,111,60,261,2917314.0,3.6648095395033793,0.22988505747126436
p016,Tumor,CAF_like,EPCAM,31,16,261,2917314.0,2.4532622915346614,0.06130268199233716
p016,Tumor,CAF_like,FAP,594,186,261,2917314.0,5.321115271354797,0.7126436781609196
p016,Tumor,CAF_like,FN1,3927,216,261,2917314.0,7.205710335014429,0.8275862068965517
p016,Tumor,CAF_like,INHBA,55,46,261,2917314.0,2.9883530427598632,0.17624521072796934
p016,Tumor,CAF_like,KRT19,62,41,261,2917314.0,3.1024510378588115,0.15708812260536398
p016,Tumor,CAF_like,MMP2,4217,253,261,2917314.0,7.276907483066349,0.9693486590038314
p016,Tumor,CAF_like,MMP9,2,1,261,2917314.0,0.5220991165352334,0.0038314176245210726
p016,Tumor,CAF_like,PDPN,1226,227,261,2917314.0,6.043225498281122,0.8697318007662835
p016,Tumor,CAF_like,PECAM1,2,2,261,2917314.0,0.5220991165352334,0.007662835249042145
p016,Tumor,CAF_like,POSTN,5850,179,261,2917314.0,7.604032172144248,0.685823754789272
p016,Tumor,CAF_like,PTPRC,15,7,261,2917314.0,1.8151041779866555,0.02681992337164751
p016,Tumor,CAF_like,TAGLN,6106,209,261,2917314.0,7.646841507513153,0.8007662835249042
p016,Tumor,CAF_like,TGFB1,190,119,261,2917314.0,4.19159834230138,0.4559386973180077
p016,Tumor,CAF_like,THY1,4871,243,261,2917314.0,7.420989939397655,0.9310344827586207
p016,Tumor,CAF_like,VWF,4,4,261,2917314.0,0.8633642140578548,0.01532567049808429
p016,Tumor,CAF_like,WNT2,316,93,261,2917314.0,4.694268535491104,0.3563218390804598
p016,Tumor,CAF_like,WNT5A,575,168,261,2917314.0,5.288767473142777,0.6436781609195402
p016,Tumor,Epithelial,ACTA2,49,47,967,8613057.0,1.9004699183523732,0.04860392967942089
p016,Tumor,Epithelial,CLDN1,337,185,967,8613057.0,3.6920405091992174,0.19131334022750776
p016,Tumor,Epithelial,CLDN2,270,82,967,8613057.0,3.476544619034432,0.08479834539813857
p016,Tumor,Epithelial,CLDN4,8705,885,967,8613057.0,6.9193624932521836,0.9152016546018614
p016,Tumor,Epithelial,CLDN7,179,146,967,8613057.0,3.0811023266750537,0.15098241985522234
p016,Tumor,Epithelial,COL1A1,207,178,967,8613057.0,3.220206090737267,0.18407445708376421
p016,Tumor,Epithelial,COL1A2,102,92,967,8613057.0,2.5527588304897244,0.09513960703205791
p016,Tumor,Epithelial,COL3A1,117,108,967,8613057.0,2.6799268979490045,0.11168562564632885
p016,Tumor,Epithelial,CXCL12,25,12,967,8613057.0,1.3616352849854394,0.012409513960703205
p016,Tumor,Epithelial,EPCAM,13042,866,967,8613057.0,7.323311081507014,0.8955532574974147
p016,Tumor,Epithelial,FAP,3,3,967,8613057.0,0.298850760855698,0.0031023784901758012
p016,Tumor,Epithelial,FN1,405,93,967,8613057.0,3.8716515841565524,0.09617373319544985
p016,Tumor,Epithelial,INHBA,2,2,967,8613057.0,0.20880572784865,0.002068252326783868
p016,Tumor,Epithelial,KRT19,24786,886,967,8613057.0,7.965102385426526,0.9162357807652534
p016,Tumor,Epithelial,MMP2,22,22,967,8613057.0,1.2681473096061546,0.022750775594622543
p016,Tumor,Epithelial,MMP9,3,3,967,8613057.0,0.298850760855698,0.0031023784901758012
p016,Tumor,Epithelial,PDPN,2,2,967,8613057.0,0.20880572784865,0.002068252326783868
p016,Tumor,Epithelial,PECAM1,10,10,967,8613057.0,0.770584015998958,0.010341261633919338
p016,Tumor,Epithelial,POSTN,9,9,967,8613057.0,0.7153611943025686,0.009307135470527405
p016,Tumor,Epithelial,PTPRC,148,56,967,8613057.0,2.900498850425845,0.057911065149948295
p016,Tumor,Epithelial,TAGLN,65,54,967,8613057.0,2.1455431072034403,0.055842812823164424
p016,Tumor,Epithelial,TGFB1,31,29,967,8613057.0,1.5258794784479228,0.02998965873836608
p016,Tumor,Epithelial,THY1,15,14,967,8613057.0,1.0085205140617344,0.014477766287487074
