patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi,log_cpm,positive_fraction
p009,Tumor,Vascular,FAP,56,37,114,670056.0,4.437639946358567,0.32456140350877194
p009,Tumor,Vascular,FN1,1373,76,114,670056.0,7.625635298030316,0.6666666666666666
p009,Tumor,Vascular,INHBA,1,1,114,670056.0,0.9132511468009404,0.008771929824561403
p009,Tumor,Vascular,KRT19,37,14,114,670056.0,4.029259496297312,0.12280701754385964
p009,Tumor,Vascular,MMP2,178,62,114,670056.0,5.585934830372376,0.543859649122807
p009,Tumor,Vascular,MMP9,4,4,114,670056.0,1.94156505104396,0.03508771929824561
p009,Tumor,Vascular,PDPN,0,0,114,670056.0,0.0,0.0
p009,Tumor,Vascular,PECAM1,1220,91,114,670056.0,7.507549201187648,0.7982456140350878
p009,Tumor,Vascular,POSTN,301,27,114,670056.0,6.109727878328178,0.23684210526315788
p009,Tumor,Vascular,PTPRC,6,5,114,670056.0,2.298022243694748,0.043859649122807015
p009,Tumor,Vascular,TAGLN,581,30,114,670056.0,6.7662973608859005,0.2631578947368421
p009,Tumor,Vascular,TGFB1,41,30,114,670056.0,4.130176777326309,0.2631578947368421
p009,Tumor,Vascular,THY1,457,52,114,670056.0,6.526542510753791,0.45614035087719296
p009,Tumor,Vascular,VWF,1692,91,114,670056.0,7.834456463958006,0.7982456140350878
p009,Tumor,Vascular,WNT2,0,0,114,670056.0,0.0,0.0
p009,Tumor,Vascular,WNT5A,9,6,114,670056.0,2.669428088555311,0.05263157894736842
p012,Normal,CAF_like,ACTA2,2681,156,304,1347521.0,7.5961810226692315,0.5131578947368421
p012,Normal,CAF_like,CLDN1,3,3,304,1347521.0,1.1713391895017482,0.009868421052631578
p012,Normal,CAF_like,CLDN2,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,CLDN4,43,12,304,1347521.0,3.4937902028185754,0.039473684210526314
p012,Normal,CAF_like,CLDN7,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,COL1A1,2139,232,304,1347521.0,7.370456879727073,0.7631578947368421
p012,Normal,CAF_like,COL1A2,3511,230,304,1347521.0,7.86577329421312,0.756578947368421
p012,Normal,CAF_like,COL3A1,3745,219,304,1347521.0,7.930270041828524,0.7203947368421053
p012,Normal,CAF_like,CXCL12,77,57,304,1347521.0,4.062887720129729,0.1875
p012,Normal,CAF_like,EPCAM,18,9,304,1347521.0,2.664297689478276,0.029605263157894735
p012,Normal,CAF_like,FAP,7,5,304,1347521.0,1.8236980004606147,0.01644736842105263
p012,Normal,CAF_like,FN1,2050,181,304,1347521.0,7.3279855754093886,0.5953947368421053
p012,Normal,CAF_like,INHBA,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,KRT19,114,9,304,1347521.0,4.44968288517966,0.029605263157894735
p012,Normal,CAF_like,MMP2,513,158,304,1347521.0,5.944632539794942,0.5197368421052632
p012,Normal,CAF_like,MMP9,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,PDPN,82,49,304,1347521.0,4.124752258607746,0.1611842105263158
p012,Normal,CAF_like,PECAM1,8,8,304,1347521.0,1.9368445663614415,0.02631578947368421
p012,Normal,CAF_like,POSTN,399,39,304,1347521.0,5.69406636432238,0.12828947368421054
p012,Normal,CAF_like,PTPRC,49,21,304,1347521.0,3.6206827745047754,0.06907894736842106
p012,Normal,CAF_like,TAGLN,3629,132,304,1347521.0,7.898817050394024,0.4342105263157895
p012,Normal,CAF_like,TGFB1,41,37,304,1347521.0,3.4476432752801554,0.12171052631578948
p012,Normal,CAF_like,THY1,348,125,304,1347521.0,5.557800580842624,0.41118421052631576
p012,Normal,CAF_like,VWF,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,WNT2,0,0,304,1347521.0,0.0,0.0
p012,Normal,CAF_like,WNT5A,33,18,304,1347521.0,3.238263239118825,0.05921052631578947
p012,Normal,Epithelial,ACTA2,16,15,1124,3781347.0,1.6546591276053715,0.013345195729537367
p012,Normal,Epithelial,CLDN1,2,2,1124,3781347.0,0.42455640515567455,0.0017793594306049821
p012,Normal,Epithelial,CLDN2,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,CLDN4,7463,1019,1124,3781347.0,7.588139012669742,0.9065836298932385
p012,Normal,Epithelial,CLDN7,144,129,1124,3781347.0,3.665653500858942,0.11476868327402136
p012,Normal,Epithelial,COL1A1,13,10,1124,3781347.0,1.4901876765925932,0.008896797153024912
p012,Normal,Epithelial,COL1A2,12,9,1124,3781347.0,1.42874837763085,0.00800711743772242
p012,Normal,Epithelial,COL3A1,12,7,1124,3781347.0,1.42874837763085,0.006227758007117438
p012,Normal,Epithelial,CXCL12,2,1,1124,3781347.0,0.42455640515567455,0.0008896797153024911
p012,Normal,Epithelial,EPCAM,4708,890,1124,3781347.0,7.127741025456173,0.791814946619217
p012,Normal,Epithelial,FAP,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,FN1,13,13,1124,3781347.0,1.4901876765925932,0.011565836298932384
p012,Normal,Epithelial,INHBA,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,KRT19,11166,900,1124,3781347.0,7.990887021488725,0.800711743772242
p012,Normal,Epithelial,MMP2,2,2,1124,3781347.0,0.42455640515567455,0.0017793594306049821
p012,Normal,Epithelial,MMP9,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,PDPN,1,1,1124,3781347.0,0.23464201060807133,0.0008896797153024911
p012,Normal,Epithelial,PECAM1,14,13,1124,3781347.0,1.5480696911357124,0.011565836298932384
p012,Normal,Epithelial,POSTN,16,2,1124,3781347.0,1.6546591276053715,0.0017793594306049821
p012,Normal,Epithelial,PTPRC,155,84,1124,3781347.0,3.7374477843366374,0.07473309608540925
p012,Normal,Epithelial,TAGLN,92,78,1124,3781347.0,3.2319876629338324,0.0693950177935943
p012,Normal,Epithelial,TGFB1,29,28,1124,3781347.0,2.159779369240226,0.02491103202846975
p012,Normal,Epithelial,THY1,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,VWF,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,WNT2,0,0,1124,3781347.0,0.0,0.0
p012,Normal,Epithelial,WNT5A,5,4,1124,3781347.0,0.8425495173758081,0.0035587188612099642
p012,Normal,Immune,ACTA2,23,23,3082,18804372.0,0.7989115313715571,0.007462686567164179
p012,Normal,Immune,CLDN1,2,2,3082,18804372.0,0.10107376093656553,0.0006489292667099286
p012,Normal,Immune,CLDN2,0,0,3082,18804372.0,0.0,0.0
p012,Normal,Immune,CLDN4,309,108,3082,18804372.0,2.85832760763055,0.03504218040233614
p012,Normal,Immune,CLDN7,4,4,3082,18804372.0,0.19286287597274668,0.0012978585334198572
p012,Normal,Immune,COL1A1,47,36,3082,18804372.0,1.2525968839018882,0.011680726800778715
p012,Normal,Immune,COL1A2,38,32,3082,18804372.0,1.1055238986048213,0.010382868267358857
p012,Normal,Immune,COL3A1,14,13,3082,18804372.0,0.5564724031992536,0.004218040233614536
p012,Normal,Immune,CXCL12,23,16,3082,18804372.0,0.7989115313715571,0.005191434133679429
p012,Normal,Immune,EPCAM,140,63,3082,18804372.0,2.133583683929106,0.020441271901362752
p012,Normal,Immune,FAP,0,0,3082,18804372.0,0.0,0.0
p012,Normal,Immune,FN1,9,9,3082,18804372.0,0.3911038785275204,0.0029201817001946787
p012,Normal,Immune,INHBA,0,0,3082,18804372.0,0.0,0.0
p012,Normal,Immune,KRT19,494,110,3082,18804372.0,3.305805035320055,0.035691109669046074
p012,Normal,Immune,MMP2,4,4,3082,18804372.0,0.19286287597274668,0.0012978585334198572
p012,Normal,Immune,MMP9,82,42,3082,18804372.0,1.679092331721468,0.0136275146009085
p012,Normal,Immune,PDPN,0,0,3082,18804372.0,0.0,0.0
p012,Normal,Immune,PECAM1,447,322,3082,18804372.0,3.2096763474176777,0.1044776119402985
p012,Normal,Immune,POSTN,1,1,3082,18804372.0,0.0518133254156904,0.0003244646333549643
p012,Normal,Immune,PTPRC,4869,1775,3082,18804372.0,5.560409081964509,0.5759247242050617
p012,Normal,Immune,TAGLN,69,68,3082,18804372.0,1.541021898398861,0.022063595068137574
p012,Normal,Immune,TGFB1,787,635,3082,18804372.0,3.7577516024153734,0.20603504218040233
p012,Normal,Immune,THY1,9,8,3082,18804372.0,0.3911038785275204,0.0025957170668397143
p012,Normal,Immune,VWF,1,1,3082,18804372.0,0.0518133254156904,0.0003244646333549643
p012,Normal,Immune,WNT2,0,0,3082,18804372.0,0.0,0.0
p012,Normal,Immune,WNT5A,7,7,3082,18804372.0,0.31645453894454456,0.0022712524334847503
p012,Normal,Other_stromal,ACTA2,2,2,12,27548.0,4.298652522502836,0.16666666666666666
p012,Normal,Other_stromal,CLDN1,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,CLDN2,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,CLDN4,1,1,12,27548.0,3.619000722925278,0.08333333333333333
p012,Normal,Other_stromal,CLDN7,1,1,12,27548.0,3.619000722925278,0.08333333333333333
p012,Normal,Other_stromal,COL1A1,18,10,12,27548.0,6.483726373703726,0.8333333333333334
p012,Normal,Other_stromal,COL1A2,30,10,12,27548.0,6.9939405682795925,0.8333333333333334
p012,Normal,Other_stromal,COL3A1,16,7,12,27548.0,6.366134333027073,0.5833333333333334
p012,Normal,Other_stromal,CXCL12,3,3,12,27548.0,4.699578392284677,0.25
p012,Normal,Other_stromal,EPCAM,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,FAP,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,FN1,9,7,12,27548.0,5.792106132541705,0.5833333333333334
p012,Normal,Other_stromal,INHBA,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,KRT19,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,MMP2,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,MMP9,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,PDPN,5,2,12,27548.0,5.20675773140759,0.16666666666666666
p012,Normal,Other_stromal,PECAM1,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,POSTN,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,PTPRC,6,2,12,27548.0,5.388165635841788,0.16666666666666666
p012,Normal,Other_stromal,TAGLN,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,TGFB1,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,THY1,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,VWF,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,WNT2,0,0,12,27548.0,0.0,0.0
p012,Normal,Other_stromal,WNT5A,0,0,12,27548.0,0.0,0.0
p012,Normal,Vascular,ACTA2,2,1,44,201523.0,2.391001153770035,0.022727272727272728
p012,Normal,Vascular,CLDN1,1,1,44,201523.0,1.785441678938136,0.022727272727272728
p012,Normal,Vascular,CLDN2,0,0,44,201523.0,0.0,0.0
p012,Normal,Vascular,CLDN4,1,1,44,201523.0,1.785441678938136,0.022727272727272728
p012,Normal,Vascular,CLDN7,0,0,44,201523.0,0.0,0.0
p012,Normal,Vascular,COL1A1,14,5,44,201523.0,4.255200972565819,0.11363636363636363
p012,Normal,Vascular,COL1A2,12,5,44,201523.0,4.103412540202137,0.11363636363636363
p012,Normal,Vascular,COL3A1,22,5,44,201523.0,4.702012650317443,0.11363636363636363
p012,Normal,Vascular,CXCL12,5,4,44,201523.0,3.2508032275091656,0.09090909090909091
p012,Normal,Vascular,EPCAM,2,2,44,201523.0,2.391001153770035,0.045454545454545456
p012,Normal,Vascular,FAP,3,3,44,201523.0,2.7654783942720775,0.06818181818181818
p012,Normal,Vascular,FN1,5,5,44,201523.0,3.2508032275091656,0.11363636363636363
p012,Normal,Vascular,INHBA,0,0,44,201523.0,0.0,0.0
p012,Normal,Vascular,KRT19,4,3,44,201523.0,3.03729883879527,0.06818181818181818
p012,Normal,Vascular,MMP2,0,0,44,201523.0,0.0,0.0
p012,Normal,Vascular,MMP9,0,0,44,201523.0,0.0,0.0
p012,Normal,Vascular,PDPN,2,2,44,201523.0,2.391001153770035,0.045454545454545456
p012,Normal,Vascular,PECAM1,369,42,44,201523.0,7.513194387944342,0.9545454545454546
p012,Normal,Vascular,POSTN,12,4,44,201523.0,4.103412540202137,0.09090909090909091
p012,Normal,Vascular,PTPRC,2,1,44,201523.0,2.391001153770035,0.022727272727272728
p012,Normal,Vascular,TAGLN,6,1,44,201523.0,3.426646667235229,0.022727272727272728
p012,Normal,Vascular,TGFB1,10,10,44,201523.0,3.9243887830582564,0.22727272727272727
p012,Normal,Vascular,THY1,5,3,44,201523.0,3.2508032275091656,0.06818181818181818
p012,Normal,Vascular,VWF,270,40,44,201523.0,7.2010198222644455,0.9090909090909091
p012,Normal,Vascular,WNT2,1,1,44,201523.0,1.785441678938136,0.022727272727272728
p012,Normal,Vascular,WNT5A,0,0,44,201523.0,0.0,0.0
p012,Tumor,CAF_like,ACTA2,390,27,45,295947.0,7.18448018455712,0.6
p012,Tumor,CAF_like,CLDN1,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,CLDN2,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,CLDN4,2,1,45,295947.0,2.0487202893114174,0.022222222222222223
p012,Tumor,CAF_like,CLDN7,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,COL1A1,738,41,45,295947.0,7.821919651155915,0.9111111111111111
p012,Tumor,CAF_like,COL1A2,1190,44,45,295947.0,8.299532144888316,0.9777777777777777
p012,Tumor,CAF_like,COL3A1,1135,42,45,295947.0,8.252223536926834,0.9333333333333333
p012,Tumor,CAF_like,CXCL12,20,12,45,295947.0,4.227996105685802,0.26666666666666666
p012,Tumor,CAF_like,EPCAM,2,2,45,295947.0,2.0487202893114174,0.044444444444444446
p012,Tumor,CAF_like,FAP,7,3,45,295947.0,3.204893883235481,0.06666666666666667
p012,Tumor,CAF_like,FN1,386,37,45,295947.0,7.174178672515702,0.8222222222222222
p012,Tumor,CAF_like,INHBA,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,KRT19,2,2,45,295947.0,2.0487202893114174,0.044444444444444446
p012,Tumor,CAF_like,MMP2,112,27,45,295947.0,5.938712665009191,0.6
p012,Tumor,CAF_like,MMP9,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,PDPN,97,20,45,295947.0,5.795332228392342,0.4444444444444444
p012,Tumor,CAF_like,PECAM1,1,1,45,295947.0,1.4768165967763502,0.022222222222222223
p012,Tumor,CAF_like,POSTN,134,17,45,295947.0,6.117620819113634,0.37777777777777777
p012,Tumor,CAF_like,PTPRC,30,5,45,295947.0,4.6285888359363225,0.1111111111111111
p012,Tumor,CAF_like,TAGLN,730,27,45,295947.0,7.811024753580821,0.6
p012,Tumor,CAF_like,TGFB1,11,10,45,295947.0,3.642018883557755,0.2222222222222222
p012,Tumor,CAF_like,THY1,298,32,45,295947.0,6.915660999179661,0.7111111111111111
p012,Tumor,CAF_like,VWF,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,WNT2,0,0,45,295947.0,0.0,0.0
p012,Tumor,CAF_like,WNT5A,97,18,45,295947.0,5.795332228392342,0.4
p012,Tumor,Epithelial,ACTA2,6,6,906,4851138.0,0.8050566426778863,0.006622516556291391
p012,Tumor,Epithelial,CLDN1,276,148,906,4851138.0,4.058611454354094,0.16335540838852097
p012,Tumor,Epithelial,CLDN2,343,134,906,4851138.0,4.272561307288198,0.1479028697571744
p012,Tumor,Epithelial,CLDN4,7795,835,906,4851138.0,7.382646611022587,0.9216335540838853
p012,Tumor,Epithelial,CLDN7,152,126,906,4851138.0,3.47608387334868,0.1390728476821192
p012,Tumor,Epithelial,COL1A1,10,10,906,4851138.0,1.118863178708,0.011037527593818985
p012,Tumor,Epithelial,COL1A2,3,3,906,4851138.0,0.4814451728391324,0.0033112582781456954
p012,Tumor,Epithelial,COL3A1,1,1,906,4851138.0,0.18742285563862104,0.0011037527593818985
p012,Tumor,Epithelial,CXCL12,19,12,906,4851138.0,1.5926186144795438,0.013245033112582781
p012,Tumor,Epithelial,EPCAM,6518,712,906,4851138.0,7.2038535338399186,0.7858719646799117
p012,Tumor,Epithelial,FAP,2,2,906,4851138.0,0.34520145326152096,0.002207505518763797
p012,Tumor,Epithelial,FN1,5,3,906,4851138.0,0.7083736649043153,0.0033112582781456954
p012,Tumor,Epithelial,INHBA,0,0,906,4851138.0,0.0,0.0
p012,Tumor,Epithelial,KRT19,7017,692,906,4851138.0,7.277568840529086,0.7637969094922737
p012,Tumor,Epithelial,MMP2,0,0,906,4851138.0,0.0,0.0
p012,Tumor,Epithelial,MMP9,6,6,906,4851138.0,0.8050566426778863,0.006622516556291391
p012,Tumor,Epithelial,PDPN,1,1,906,4851138.0,0.18742285563862104,0.0011037527593818985
p012,Tumor,Epithelial,PECAM1,19,13,906,4851138.0,1.5926186144795438,0.01434878587196468
p012,Tumor,Epithelial,POSTN,0,0,906,4851138.0,0.0,0.0
p012,Tumor,Epithelial,PTPRC,163,72,906,4851138.0,3.54386418666485,0.07947019867549669
p012,Tumor,Epithelial,TAGLN,49,44,906,4851138.0,2.4070102195541505,0.04856512141280353
p012,Tumor,Epithelial,TGFB1,37,30,906,4851138.0,2.1549056723182396,0.033112582781456956
p012,Tumor,Epithelial,THY1,0,0,906,4851138.0,0.0,0.0
p012,Tumor,Epithelial,VWF,2,2,906,4851138.0,0.34520145326152096,0.002207505518763797
p012,Tumor,Epithelial,WNT2,0,0,906,4851138.0,0.0,0.0
p012,Tumor,Epithelial,WNT5A,8,8,906,4851138.0,0.9742190511300963,0.008830022075055188
p012,Tumor,Immune,ACTA2,35,33,3149,23361666.0,0.91556279628696,0.010479517307081613
p012,Tumor,Immune,CLDN1,19,9,3149,23361666.0,0.5951473756058698,0.0028580501746586218
p012,Tumor,Immune,CLDN2,7,7,3149,23361666.0,0.26208435194703594,0.0022229279136233727
p012,Tumor,Immune,CLDN4,231,148,3149,23361666.0,2.3876606622396,0.04699904731660845
p012,Tumor,Immune,CLDN7,5,5,3149,23361666.0,0.19394197073924999,0.0015878056525881232
p012,Tumor,Immune,COL1A1,19,17,3149,23361666.0,0.5951473756058698,0.005398539218799619
p012,Tumor,Immune,COL1A2,49,39,3149,23361666.0,1.130580210121956,0.012384884090187362
p012,Tumor,Immune,COL3A1,6,6,3149,23361666.0,0.22859347209551797,0.001905366783105748
p012,Tumor,Immune,CXCL12,25,17,3149,23361666.0,0.7276110012017151,0.005398539218799619
p012,Tumor,Immune,EPCAM,107,88,3149,23361666.0,1.7192161599714262,0.027945379485550967
p012,Tumor,Immune,FAP,0,0,3149,23361666.0,0.0,0.0
p012,Tumor,Immune,FN1,6,6,3149,23361666.0,0.22859347209551797,0.001905366783105748
p012,Tumor,Immune,INHBA,3,3,3149,23361666.0,0.12081443554796216,0.000952683391552874
p012,Tumor,Immune,KRT19,162,119,3149,23361666.0,2.0712123940890033,0.037789774531597334
p012,Tumor,Immune,MMP2,5,4,3149,23361666.0,0.19394197073924999,0.0012702445220704986
p012,Tumor,Immune,MMP9,875,129,3149,23361666.0,3.649476259414073,0.04096538583677358
p012,Tumor,Immune,PDPN,31,16,3149,23361666.0,0.8445627624381348,0.0050809780882819944
p012,Tumor,Immune,PECAM1,1110,702,3149,23361666.0,3.8818469471252937,0.2229279136233725
p012,Tumor,Immune,POSTN,0,0,3149,23361666.0,0.0,0.0
p012,Tumor,Immune,PTPRC,7575,2004,3149,23361666.0,5.784591458862521,0.6363925055573197
p012,Tumor,Immune,TAGLN,85,80,3149,23361666.0,1.5343779178655736,0.02540489044140997
p012,Tumor,Immune,TGFB1,1371,981,3149,23361666.0,4.089095528523634,0.3115274690377898
p012,Tumor,Immune,THY1,14,14,3149,23361666.0,0.4695487316040145,0.004445855827246745
p012,Tumor,Immune,VWF,4,4,3149,23361666.0,0.15804650880324986,0.0012702445220704986
p012,Tumor,Immune,WNT2,0,0,3149,23361666.0,0.0,0.0
p012,Tumor,Immune,WNT5A,50,34,3149,23361666.0,1.144305063703873,0.010797078437599238
p012,Tumor,Other_stromal,ACTA2,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,CLDN1,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,CLDN2,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,CLDN4,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,CLDN7,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,COL1A1,14,4,5,13115.0,6.973992342482946,0.8
p012,Tumor,Other_stromal,COL1A2,13,5,5,13115.0,6.899956360735401,1.0
p012,Tumor,Other_stromal,COL3A1,19,5,5,13115.0,7.279127669865593,1.0
p012,Tumor,Other_stromal,CXCL12,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,EPCAM,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,FAP,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,FN1,10,5,5,13115.0,6.637894399392422,1.0
p012,Tumor,Other_stromal,INHBA,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,KRT19,1,1,5,13115.0,4.347028408672051,0.2
p012,Tumor,Other_stromal,MMP2,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,MMP9,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,PDPN,2,1,5,13115.0,5.033681939352861,0.2
p012,Tumor,Other_stromal,PECAM1,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,POSTN,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,PTPRC,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,TAGLN,2,1,5,13115.0,5.033681939352861,0.2
p012,Tumor,Other_stromal,TGFB1,7,3,5,13115.0,6.281780633201407,0.6
p012,Tumor,Other_stromal,THY1,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,VWF,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,WNT2,0,0,5,13115.0,0.0,0.0
p012,Tumor,Other_stromal,WNT5A,0,0,5,13115.0,0.0,0.0
p012,Tumor,Vascular,ACTA2,117,6,17,114185.0,6.933084737947291,0.35294117647058826
p012,Tumor,Vascular,CLDN1,3,1,17,114185.0,3.3059028196658393,0.058823529411764705
p012,Tumor,Vascular,CLDN2,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,CLDN4,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,CLDN7,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,COL1A1,80,10,17,114185.0,6.553388268430191,0.5882352941176471
p012,Tumor,Vascular,COL1A2,121,10,17,114185.0,6.966669117197411,0.5882352941176471
p012,Tumor,Vascular,COL3A1,192,10,17,114185.0,7.428025247696014,0.5882352941176471
p012,Tumor,Vascular,CXCL12,22,6,17,114185.0,5.266154596724959,0.35294117647058826
p012,Tumor,Vascular,EPCAM,3,2,17,114185.0,3.3059028196658393,0.11764705882352941
p012,Tumor,Vascular,FAP,1,1,17,114185.0,2.2780585348384945,0.058823529411764705
p012,Tumor,Vascular,FN1,13,4,17,114185.0,4.743629807701662,0.23529411764705882
p012,Tumor,Vascular,INHBA,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,KRT19,1,1,17,114185.0,2.2780585348384945,0.058823529411764705
p012,Tumor,Vascular,MMP2,3,1,17,114185.0,3.3059028196658393,0.058823529411764705
p012,Tumor,Vascular,MMP9,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,PDPN,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,PECAM1,115,10,17,114185.0,6.915859887693208,0.5882352941176471
p012,Tumor,Vascular,POSTN,9,3,17,114185.0,4.37976732997622,0.17647058823529413
p012,Tumor,Vascular,PTPRC,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,TAGLN,48,5,17,114185.0,6.043512378978845,0.29411764705882354
p012,Tumor,Vascular,TGFB1,10,6,17,114185.0,4.483874232866246,0.35294117647058826
p012,Tumor,Vascular,THY1,63,11,17,114185.0,6.314880885083332,0.6470588235294118
p012,Tumor,Vascular,VWF,102,10,17,114185.0,6.796026986838184,0.5882352941176471
p012,Tumor,Vascular,WNT2,0,0,17,114185.0,0.0,0.0
p012,Tumor,Vascular,WNT5A,2,2,17,114185.0,2.9186047343436137,0.11764705882352941
p013,Normal,CAF_like,ACTA2,397,22,32,115688.0,8.14108601044805,0.6875
p013,Normal,CAF_like,CLDN1,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,CLDN2,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,CLDN4,4,2,32,115688.0,3.5716643800190804,0.0625
p013,Normal,CAF_like,CLDN7,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,COL1A1,108,24,32,115688.0,6.840060205669578,0.75
p013,Normal,CAF_like,COL1A2,144,26,32,115688.0,7.127474732590423,0.8125
p013,Normal,CAF_like,COL3A1,340,21,32,115688.0,7.986144185228477,0.65625
p013,Normal,CAF_like,CXCL12,3,2,32,115688.0,3.293308361295263,0.0625
p013,Normal,CAF_like,EPCAM,3,1,32,115688.0,3.293308361295263,0.03125
p013,Normal,CAF_like,FAP,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,FN1,89,17,32,115688.0,6.646793757476989,0.53125
p013,Normal,CAF_like,INHBA,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,KRT19,17,1,32,115688.0,4.9968538365,0.03125
p013,Normal,CAF_like,MMP2,53,15,32,115688.0,6.129330693844185,0.46875
p013,Normal,CAF_like,MMP9,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,PDPN,4,3,32,115688.0,3.5716643800190804,0.09375
p013,Normal,CAF_like,PECAM1,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,POSTN,174,10,32,115688.0,7.316578318516887,0.3125
p013,Normal,CAF_like,PTPRC,1,1,32,115688.0,2.2663296216493447,0.03125
p013,Normal,CAF_like,TAGLN,612,15,32,115688.0,8.573779663997286,0.46875
p013,Normal,CAF_like,TGFB1,4,4,32,115688.0,3.5716643800190804,0.125
p013,Normal,CAF_like,THY1,12,7,32,115688.0,4.651359508430111,0.21875
p013,Normal,CAF_like,VWF,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,WNT2,0,0,32,115688.0,0.0,0.0
p013,Normal,CAF_like,WNT5A,16,6,32,115688.0,4.9366515741687556,0.1875
p013,Normal,Epithelial,ACTA2,24,15,1396,6278649.0,1.5732879807166769,0.010744985673352435
p013,Normal,Epithelial,CLDN1,20,16,1396,6278649.0,1.431601954431857,0.011461318051575931
p013,Normal,Epithelial,CLDN2,0,0,1396,6278649.0,0.0,0.0
p013,Normal,Epithelial,CLDN4,19063,1234,1396,6278649.0,8.018679041449285,0.8839541547277937
p013,Normal,Epithelial,CLDN7,331,253,1396,6278649.0,3.9837546103825603,0.1812320916905444
p013,Normal,Epithelial,COL1A1,4,4,1396,6278649.0,0.4929140012088041,0.0028653295128939827
p013,Normal,Epithelial,COL1A2,2,1,1396,6278649.0,0.2765249608848696,0.0007163323782234957
p013,Normal,Epithelial,COL3A1,4,3,1396,6278649.0,0.4929140012088041,0.002148997134670487
p013,Normal,Epithelial,CXCL12,1,1,1396,6278649.0,0.14779043811563344,0.0007163323782234957
p013,Normal,Epithelial,EPCAM,10554,1176,1396,6278649.0,7.427700114179669,0.8424068767908309
